,event,case
0,v,0
1,ak,0
2,am,0
3,c$0$1,0
4,ak,1
5,v,1
6,am,1
7,c$0$1,1
8,ak,2
9,v,2
10,am,2
11,c$0$1,2
12,v,3
13,ak,3
14,am,3
15,c$0$1,3
16,ak,4
17,v,4
18,c$0$1,4
19,am,4
20,v,5
21,ak,5
22,c$0$1,5
23,am,5
24,v,6
25,ak,6
26,c$0$1,6
27,am,6
28,ak,7
29,v,7
30,c$0$1,7
31,am,7
32,ak,8
33,v,8
34,am,8
35,c$0$1,8
36,ak,9
37,v,9
38,c$0$1,9
39,am,9
40,ak,10
41,v,10
42,c$0$1,10
43,am,10
44,v,11
45,ak,11
46,am,11
47,c$0$1,11
48,ak,12
49,v,12
50,am,12
51,c$0$1,12
52,v,13
53,ak,13
54,am,13
55,c$0$1,13
56,v,14
57,ak,14
58,c$0$1,14
59,am,14
60,ak,15
61,v,15
62,c$0$1,15
63,am,15
64,ak,16
65,v,16
66,am,16
67,c$0$1,16
68,ak,17
69,v,17
70,c$0$1,17
71,am,17
72,v,18
73,ak,18
74,am,18
75,c$0$1,18
76,v,19
77,ak,19
78,am,19
79,c$0$1,19
80,v,20
81,ak,20
82,c$0$1,20
83,am,20
84,ak,21
85,v,21
86,am,21
87,c$0$1,21
88,ak,22
89,v,22
90,c$0$1,22
91,am,22
92,ak,23
93,v,23
94,am,23
95,c$0$1,23
96,v,24
97,ak,24
98,c$0$1,24
99,am,24
100,v,25
101,ak,25
102,c$0$1,25
103,am,25
104,v,26
105,ak,26
106,c$0$1,26
107,am,26
108,v,27
109,ak,27
110,c$0$1,27
111,am,27
112,ak,28
113,v,28
114,am,28
115,c$0$1,28
116,v,29
117,ak,29
118,am,29
119,c$0$1,29
120,v,30
121,ak,30
122,am,30
123,c$0$1,30
124,ak,31
125,v,31
126,am,31
127,c$0$1,31
128,v,32
129,ak,32
130,am,32
131,c$0$1,32
132,v,33
133,ak,33
134,c$0$1,33
135,am,33
136,v,34
137,ak,34
138,am,34
139,c$0$1,34
140,v,35
141,ak,35
142,c$0$1,35
143,am,35
144,ak,36
145,v,36
146,c$0$1,36
147,am,36
148,v,37
149,ak,37
150,c$0$1,37
151,am,37
152,v,38
153,ak,38
154,c$0$1,38
155,am,38
156,ak,39
157,v,39
158,am,39
159,c$0$1,39
160,v,40
161,ak,40
162,am,40
163,c$0$1,40
164,v,41
165,ak,41
166,c$0$1,41
167,am,41
168,ak,42
169,v,42
170,am,42
171,c$0$1,42
172,ak,43
173,v,43
174,am,43
175,c$0$1,43
176,v,44
177,ak,44
178,c$0$1,44
179,am,44
180,v,45
181,ak,45
182,am,45
183,c$0$1,45
184,ak,46
185,v,46
186,am,46
187,c$0$1,46
188,ak,47
189,v,47
190,am,47
191,c$0$1,47
192,ak,48
193,v,48
194,c$0$1,48
195,am,48
196,v,49
197,ak,49
198,c$0$1,49
199,am,49
200,ak,50
201,v,50
202,am,50
203,c$0$1,50
204,ak,51
205,v,51
206,c$0$1,51
207,am,51
208,v,52
209,ak,52
210,c$0$1,52
211,am,52
212,ak,53
213,v,53
214,am,53
215,c$0$1,53
216,v,54
217,ak,54
218,c$0$1,54
219,am,54
220,v,55
221,ak,55
222,am,55
223,c$0$1,55
224,v,56
225,ak,56
226,am,56
227,c$0$1,56
228,v,57
229,ak,57
230,am,57
231,c$0$1,57
232,v,58
233,ak,58
234,am,58
235,c$0$1,58
236,ak,59
237,v,59
238,am,59
239,c$0$1,59
240,v,60
241,ak,60
242,c$0$1,60
243,am,60
244,v,61
245,ak,61
246,am,61
247,c$0$1,61
248,v,62
249,ak,62
250,c$0$1,62
251,am,62
252,ak,63
253,v,63
254,c$0$1,63
255,am,63
256,ak,64
257,v,64
258,am,64
259,c$0$1,64
260,v,65
261,ak,65
262,c$0$1,65
263,am,65
264,ak,66
265,v,66
266,am,66
267,c$0$1,66
268,ak,67
269,v,67
270,am,67
271,c$0$1,67
272,ak,68
273,v,68
274,c$0$1,68
275,am,68
276,v,69
277,ak,69
278,am,69
279,c$0$1,69
280,v,70
281,ak,70
282,am,70
283,c$0$1,70
284,ak,71
285,v,71
286,am,71
287,c$0$1,71
288,ak,72
289,v,72
290,c$0$1,72
291,am,72
292,ak,73
293,v,73
294,c$0$1,73
295,am,73
296,ak,74
297,v,74
298,c$0$1,74
299,am,74
300,ak,75
301,v,75
302,c$0$1,75
303,am,75
304,v,76
305,ak,76
306,c$0$1,76
307,am,76
308,ak,77
309,v,77
310,c$0$1,77
311,am,77
312,ak,78
313,v,78
314,am,78
315,c$0$1,78
316,ak,79
317,v,79
318,am,79
319,c$0$1,79
320,ak,80
321,v,80
322,c$0$1,80
323,am,80
324,ak,81
325,v,81
326,am,81
327,c$0$1,81
328,v,82
329,ak,82
330,am,82
331,c$0$1,82
332,ak,83
333,v,83
334,am,83
335,c$0$1,83
336,ak,84
337,v,84
338,am,84
339,c$0$1,84
340,v,85
341,ak,85
342,am,85
343,c$0$1,85
344,v,86
345,ak,86
346,am,86
347,c$0$1,86
348,ak,87
349,v,87
350,c$0$1,87
351,am,87
352,v,88
353,ak,88
354,am,88
355,c$0$1,88
356,v,89
357,ak,89
358,am,89
359,c$0$1,89
360,v,90
361,ak,90
362,c$0$1,90
363,am,90
364,v,91
365,ak,91
366,am,91
367,c$0$1,91
368,ak,92
369,v,92
370,am,92
371,c$0$1,92
372,ak,93
373,v,93
374,am,93
375,c$0$1,93
376,ak,94
377,v,94
378,am,94
379,c$0$1,94
380,ak,95
381,v,95
382,c$0$1,95
383,am,95
384,v,96
385,ak,96
386,c$0$1,96
387,am,96
388,v,97
389,ak,97
390,am,97
391,c$0$1,97
392,ak,98
393,v,98
394,c$0$1,98
395,am,98
396,ak,99
397,v,99
398,am,99
399,c$0$1,99
400,v,100
401,ak,100
402,c$0$1,100
403,am,100
404,ak,101
405,v,101
406,c$0$1,101
407,am,101
408,v,102
409,ak,102
410,am,102
411,c$0$1,102
412,ak,103
413,v,103
414,am,103
415,c$0$1,103
416,ak,104
417,v,104
418,c$0$1,104
419,am,104
420,v,105
421,ak,105
422,c$0$1,105
423,am,105
424,ak,106
425,v,106
426,c$0$1,106
427,am,106
428,v,107
429,ak,107
430,c$0$1,107
431,am,107
432,ak,108
433,v,108
434,c$0$1,108
435,am,108
436,ak,109
437,v,109
438,c$0$1,109
439,am,109
440,ak,110
441,v,110
442,am,110
443,c$0$1,110
