,event,case
0,t$1,0
1,t$1,1
2,f$0,2
3,ag,2
4,c$1,2
5,aj$0,2
6,t$1,3
7,t$1,4
8,t$1,5
9,t$1,6
10,t$1,7
11,t$1,8
12,t$1,9
13,t$1,10
14,t$1,11
15,m,11
16,k,11
17,t$1,12
18,t$1,13
19,t$1,14
20,u$0$1,15
21,t$1,16
22,t$1,17
23,t$1,18
24,u$0$0,19
25,t$1,20
26,t$1,21
27,t$1,22
28,t$1,23
29,s,23
30,k,23
31,t$1,24
32,k,24
33,s,24
34,t$1,25
35,k,25
36,s,25
37,t$1,26
38,k,26
39,s,26
40,t$1,27
41,t$1,28
42,t$1,29
43,k,29
44,m,29
45,t$1,30
46,t$1,31
47,t$1,32
48,t$1,33
49,t$1,34
50,t$1,35
51,s,35
52,k,35
53,t$1,36
54,t$1,37
55,t$1,38
56,t$1,39
57,t$1,40
58,s,40
59,k,40
60,t$1,41
61,t$1,42
62,k,42
63,s,42
64,t$1,43
65,t$1,44
66,s,44
67,k,44
68,t$1,45
69,t$1,46
70,t$1,47
71,d$0,48
72,t$1,49
73,s,49
74,k,49
75,t$1,50
76,t$1,51
77,h$0$0,52
78,ad$1,52
79,t$1,53
80,t$1,54
81,t$1,55
82,t$1,56
83,t$1,57
84,t$1,58
85,t$1,59
86,t$1,60
87,s,60
88,k,60
89,t$1,61
90,k,61
91,s,61
92,t$1,62
93,t$1,63
94,t$1,64
95,t$1,65
96,t$1,66
97,k,66
98,m,66
99,t$1,67
100,t$1,68
101,s,68
102,k,68
103,t$1,69
104,t$1,70
105,t$1,71
106,t$1,72
107,k,72
108,s,72
109,t$1,73
110,t$1,74
111,t$1,75
112,t$1,76
113,t$1,77
114,t$1,78
115,t$1,79
116,s,79
117,k,79
118,d$0,80
119,al$0$0,81
120,at$0,81
121,ag,82
122,ac$0,82
123,aj$0,82
124,f$0,82
125,c$1,82
126,t$1,83
127,k,83
128,s,83
129,t$1,84
130,t$1,85
131,t$1,86
132,t$1,87
133,t$1,88
134,k,88
135,s,88
136,h$0$0,89
137,ad$1,89
138,t$1,90
139,t$1,91
140,k,91
141,s,91
142,t$1,92
143,k,92
144,s,92
