,event,case
0,o,0
1,w$1,0
2,z$0,0
3,k,0
4,ad,0
5,ai$1,0
6,al$1,0
7,z$1,0
8,d$1,0
9,n$0,0
10,c$0,0
11,z$0,1
12,k,1
13,ai$1,1
14,ai$1,1
15,d$1,1
16,n$0,1
17,z$1,1
18,c$0,1
19,o,2
20,w$1,2
21,k,2
22,z$0,2
23,ad,2
24,ai$1,2
25,al$1,2
26,z$1,2
27,d$1,2
28,n$0,2
29,c$0,2
30,o,3
31,w$1,3
32,k,3
33,z$0,3
34,ai$1,3
35,ad,3
36,al$1,3
37,d$1,3
38,z$1,3
39,n$0,3
40,c$0,3
41,o,4
42,w$1,4
43,k,4
44,z$0,4
45,ad,4
46,ai$1,4
47,al$1,4
48,z$1,4
49,n$0,4
50,d$1,4
51,c$0,4
52,o,5
53,w$1,5
54,k,5
55,z$0,5
56,ad,5
57,al$1,5
58,ai$1,5
59,d$1,5
60,z$1,5
61,n$0,5
62,c$0,5
63,o,6
64,w$1,6
65,k,6
66,z$0,6
67,ai$1,6
68,ad,6
69,al$1,6
70,d$1,6
71,z$1,6
72,n$0,6
73,c$0,6
74,o,7
75,w$1,7
76,z$0,7
77,k,7
78,ai$1,7
79,ad,7
80,al$1,7
81,z$1,7
82,n$0,7
83,d$1,7
84,c$0,7
85,o,8
86,w$1,8
87,z$0,8
88,k,8
89,ad,8
90,ai$1,8
91,al$1,8
92,d$1,8
93,n$0,8
94,z$1,8
95,c$0,8
96,o,9
97,w$1,9
98,k,9
99,z$0,9
100,ai$1,9
101,ad,9
102,al$1,9
103,d$1,9
104,z$1,9
105,n$0,9
106,c$0,9
107,o,10
108,w$1,10
109,z$0,10
110,k,10
111,ad,10
112,ai$1,10
113,al$1,10
114,n$0,10
115,d$1,10
116,z$1,10
117,c$0,10
118,o,11
119,w$1,11
120,z$0,11
121,k,11
122,ad,11
123,al$1,11
124,ai$1,11
125,z$1,11
126,d$1,11
127,n$0,11
128,c$0,11
129,o,12
130,w$1,12
131,k,12
132,z$0,12
133,ai$1,12
134,ad,12
135,al$1,12
136,z$1,12
137,d$1,12
138,n$0,12
139,c$0,12
140,o,13
141,w$1,13
142,z$0,13
143,k,13
144,ai$1,13
145,ad,13
146,al$1,13
147,d$1,13
148,n$0,13
149,z$1,13
150,c$0,13
151,z$0,14
152,k,14
153,ai$1,14
154,ai$1,14
155,n$0,14
156,z$1,14
157,o,15
158,w$1,15
159,k,15
160,z$0,15
161,ai$1,15
162,ad,15
163,al$1,15
164,d$1,15
165,z$1,15
166,n$0,15
167,c$0,15
168,o,16
169,w$1,16
170,k,16
171,z$0,16
172,ad,16
173,ai$1,16
174,al$1,16
175,d$1,16
176,n$0,16
177,z$1,16
178,c$0,16
179,o,17
180,w$1,17
181,z$0,17
182,k,17
183,ai$1,17
184,ad,17
185,al$1,17
186,n$0,17
187,d$1,17
188,z$1,17
189,c$0,17
190,o,18
191,w$1,18
192,z$0,18
193,k,18
194,ad,18
195,al$1,18
196,ai$1,18
197,d$1,18
198,n$0,18
199,z$1,18
200,c$0,18
201,o,19
202,w$1,19
203,k,19
204,z$0,19
205,ai$1,19
206,ad,19
207,al$1,19
208,d$1,19
209,z$1,19
210,n$0,19
211,c$0,19
212,k,20
213,z$0,20
214,ai$1,20
215,ai$1,20
216,d$1,20
217,z$1,20
218,n$0,20
219,c$0,20
220,o,21
221,w$1,21
222,z$0,21
223,k,21
224,ad,21
225,ai$1,21
226,al$1,21
227,z$1,21
228,d$1,21
229,n$0,21
230,c$0,21
231,o,22
232,w$1,22
233,k,22
234,z$0,22
235,ai$1,22
236,ad,22
237,al$1,22
238,n$0,22
239,z$1,22
240,d$1,22
241,c$0,22
242,o,23
243,w$1,23
244,z$0,23
245,k,23
246,ad,23
247,ai$1,23
248,al$1,23
249,n$0,23
250,d$1,23
251,z$1,23
252,c$0,23
253,z$0,24
254,k,24
255,ai$1,24
256,ai$1,24
257,d$1,24
258,n$0,24
259,z$1,24
260,c$0,24
261,k,25
262,z$0,25
263,ai$1,25
264,ai$1,25
265,n$0,25
266,z$1,25
267,d$1,25
268,c$0,25
269,o,26
270,w$1,26
271,z$0,26
272,k,26
273,ai$1,26
274,ad,26
275,al$1,26
276,z$1,26
277,d$1,26
278,n$0,26
279,c$0,26
280,o,27
281,w$1,27
282,k,27
283,z$0,27
284,ai$1,27
285,ad,27
286,al$1,27
287,d$1,27
288,z$1,27
289,n$0,27
290,c$0,27
291,o,28
292,w$1,28
293,z$0,28
294,k,28
295,ad,28
296,al$1,28
297,ai$1,28
298,d$1,28
299,n$0,28
300,z$1,28
301,c$0,28
302,o,29
303,w$1,29
304,z$0,29
305,k,29
306,ad,29
307,al$1,29
308,ai$1,29
309,d$1,29
310,n$0,29
311,z$1,29
312,c$0,29
313,o,30
314,w$1,30
315,z$0,30
316,k,30
317,ai$1,30
318,ad,30
319,al$1,30
320,d$1,30
321,z$1,30
322,n$0,30
323,c$0,30
324,o,31
325,w$1,31
326,k,31
327,z$0,31
328,ad,31
329,ai$1,31
330,al$1,31
331,n$0,31
332,z$1,31
333,d$1,31
334,c$0,31
335,o,32
336,w$1,32
337,z$0,32
338,k,32
339,ad,32
340,ai$1,32
341,al$1,32
342,z$1,32
343,d$1,32
344,n$0,32
345,c$0,32
346,o,33
347,w$1,33
348,z$0,33
349,k,33
350,ad,33
351,al$1,33
352,ai$1,33
353,d$1,33
354,z$1,33
355,n$0,33
356,c$0,33
357,o,34
358,w$1,34
359,k,34
360,z$0,34
361,ad,34
362,ai$1,34
363,al$1,34
364,d$1,34
365,z$1,34
366,n$0,34
367,c$0,34
368,o,35
369,w$1,35
370,k,35
371,z$0,35
372,ai$1,35
373,ad,35
374,al$1,35
375,n$0,35
376,z$1,35
377,d$1,35
378,c$0,35
379,o,36
380,w$1,36
381,k,36
382,z$0,36
383,ad,36
384,al$1,36
385,ai$1,36
386,n$0,36
387,d$1,36
388,z$1,36
389,c$0,36
390,k,37
391,z$0,37
392,ai$1,37
393,ai$1,37
394,z$1,37
395,n$0,37
396,d$1,37
397,c$0,37
398,o,38
399,w$1,38
400,k,38
401,z$0,38
402,ai$1,38
403,ad,38
404,al$1,38
405,d$1,38
406,z$1,38
407,n$0,38
408,c$0,38
409,o,39
410,w$1,39
411,k,39
412,z$0,39
413,ai$1,39
414,ad,39
415,al$1,39
416,z$1,39
417,d$1,39
418,n$0,39
419,c$0,39
420,o,40
421,w$1,40
422,z$0,40
423,k,40
424,ad,40
425,ai$1,40
426,al$1,40
427,z$1,40
428,d$1,40
429,n$0,40
430,c$0,40
431,o,41
432,w$1,41
433,z$0,41
434,k,41
435,ai$1,41
436,ad,41
437,al$1,41
438,d$1,41
439,n$0,41
440,z$1,41
441,c$0,41
442,o,42
443,w$1,42
444,k,42
445,z$0,42
446,ad,42
447,ai$1,42
448,al$1,42
449,n$0,42
450,z$1,42
451,d$1,42
452,c$0,42
453,o,43
454,w$1,43
455,k,43
456,z$0,43
457,ad,43
458,ai$1,43
459,al$1,43
460,z$1,43
461,n$0,43
462,d$1,43
463,c$0,43
464,o,44
465,w$1,44
466,k,44
467,z$0,44
468,ad,44
469,al$1,44
470,ai$1,44
471,d$1,44
472,n$0,44
473,z$1,44
474,c$0,44
475,k,45
476,z$0,45
477,ai$1,45
478,ai$1,45
479,ai$1,45
480,z$1,45
481,n$0,45
482,d$1,45
483,c$0,45
484,o,46
485,w$1,46
486,z$0,46
487,k,46
488,ad,46
489,ai$1,46
490,al$1,46
491,z$1,46
492,d$1,46
493,n$0,46
494,c$0,46
495,o,47
496,w$1,47
497,k,47
498,z$0,47
499,ad,47
500,al$1,47
501,ai$1,47
502,d$1,47
503,z$1,47
504,n$0,47
505,c$0,47
506,o,48
507,w$1,48
508,k,48
509,z$0,48
510,ad,48
511,al$1,48
512,ai$1,48
513,d$1,48
514,z$1,48
515,n$0,48
516,c$0,48
517,o,49
518,w$1,49
519,k,49
520,z$0,49
521,ad,49
522,ai$1,49
523,al$1,49
524,z$1,49
525,n$0,49
526,d$1,49
527,c$0,49
528,o,50
529,w$1,50
530,k,50
531,z$0,50
532,ad,50
533,ai$1,50
534,al$1,50
535,n$0,50
536,d$1,50
537,z$1,50
538,c$0,50
539,o,51
540,w$1,51
541,z$0,51
542,k,51
543,ad,51
544,ai$1,51
545,al$1,51
546,n$0,51
547,d$1,51
548,z$1,51
549,c$0,51
550,o,52
551,w$1,52
552,k,52
553,z$0,52
554,ad,52
555,ai$1,52
556,al$1,52
557,z$1,52
558,d$1,52
559,n$0,52
560,c$0,52
561,o,53
562,w$1,53
563,k,53
564,z$0,53
565,ai$1,53
566,ad,53
567,al$1,53
568,n$0,53
569,d$1,53
570,z$1,53
571,c$0,53
572,o,54
573,w$1,54
574,z$0,54
575,k,54
576,ai$1,54
577,ad,54
578,al$1,54
579,z$1,54
580,n$0,54
581,d$1,54
582,c$0,54
583,o,55
584,w$1,55
585,k,55
586,z$0,55
587,ad,55
588,ai$1,55
589,al$1,55
590,d$1,55
591,n$0,55
592,z$1,55
593,c$0,55
594,o,56
595,w$1,56
596,k,56
597,z$0,56
598,ad,56
599,al$1,56
600,ai$1,56
601,d$1,56
602,z$1,56
603,n$0,56
604,c$0,56
605,k,57
606,z$0,57
607,ai$1,57
608,y,57
609,n$0,57
610,n$0,57
611,d$1,57
612,z$1,57
613,c$0,57
614,o,58
615,w$1,58
616,k,58
617,z$0,58
618,ai$1,58
619,ad,58
620,al$1,58
621,d$1,58
622,z$1,58
623,n$0,58
624,c$0,58
625,o,59
626,w$1,59
627,k,59
628,z$0,59
629,ad,59
630,ai$1,59
631,al$1,59
632,z$1,59
633,d$1,59
634,n$0,59
635,c$0,59
636,o,60
637,w$1,60
638,z$0,60
639,k,60
640,ad,60
641,ai$1,60
642,al$1,60
643,z$1,60
644,d$1,60
645,n$0,60
646,c$0,60
647,o,61
648,w$1,61
649,k,61
650,z$0,61
651,ad,61
652,ai$1,61
653,al$1,61
654,n$0,61
655,d$1,61
656,z$1,61
657,o,62
658,w$1,62
659,z$0,62
660,k,62
661,ad,62
662,ai$1,62
663,al$1,62
664,z$1,62
665,n$0,62
666,d$1,62
667,c$0,62
668,o,63
669,w$1,63
670,k,63
671,z$0,63
672,ai$1,63
673,ad,63
674,al$1,63
675,z$1,63
676,n$0,63
677,d$1,63
678,c$0,63
679,o,64
680,w$1,64
681,k,64
682,z$0,64
683,ai$1,64
684,ad,64
685,al$1,64
686,n$0,64
687,z$1,64
688,d$1,64
689,c$0,64
690,o,65
691,w$1,65
692,k,65
693,z$0,65
694,ad,65
