,event,case
0,aj$1,0
1,f,0
2,am,0
3,a,0
4,s$1,0
5,s$1,0
6,h,0
7,q$0,0
8,ai$0$1,0
9,ac$1,0
10,al$0,0
11,g,0
12,aa,0
13,p,0
14,ab,0
15,a,1
16,ak,1
17,h,1
18,s$1,1
19,ai$0$1,1
20,ah,1
21,ac$1,1
22,w$0,1
23,aa,1
24,d$0,1
25,aj$0,1
26,am,1
27,ac$0,1
28,ab,1
29,q$0,1
30,f,2
31,aj$1,2
32,am,2
33,s$1,2
34,j,2
35,q$1,2
36,q$1,2
37,g,2
38,p,2
39,h,2
40,al$0,2
41,s$0,2
42,ai$0$0,2
43,aa,2
44,ac$0,2
45,ab,2
46,aj$1,3
47,q$1,3
48,f,3
49,j,3
50,h,3
51,ai$0$1,3
52,aj$1,3
53,am,3
54,s$1,3
55,q$0,3
56,s$0,3
57,ac$1,3
58,aa,3
59,p,3
60,al$0,3
61,ab,3
62,q$1,4
63,aj$1,4
64,f,4
65,am,4
66,aj$1,4
67,j,4
68,s$1,4
69,h,4
70,s$0,4
71,aa,4
72,ab,4
73,ai$0$0,4
74,q$0,4
75,ac$1,4
76,p,4
77,al$0,4
78,ak,5
79,a,5
80,ah,5
81,s$1,5
82,aa,5
83,w$0,5
84,ab,5
85,h,5
86,ai$0$1,5
87,ac$1,5
88,d$0,5
89,s$0,5
90,am,5
91,aj$0,5
92,q$0,5
93,p,5
94,al$0,5
95,j,6
96,aj$1,6
97,f,6
98,q$1,6
99,s$1,6
100,i,6
101,h,6
102,am,6
103,s$0,6
104,aa,6
105,ai$0$1,6
106,q$0,6
107,ab,6
108,ac$1,6
109,p,6
110,al$0,6
111,ak,7
112,j,7
113,q$1,7
114,w$0,7
115,ah,7
116,h,7
117,s$1,7
118,aa,7
119,ai$0$1,7
120,d$0,7
121,s$0,7
122,am,7
123,ab,7
124,ac$1,7
125,aj$0,7
126,q$0,7
127,p,7
128,al$0,7
129,f,8
130,q$1,8
131,j,8
132,aj$1,8
133,am,8
134,aj$1,8
135,s$1,8
136,s$0,8
137,q$0,8
138,h,8
139,aa,8
140,al$0,8
141,ai$0$0,8
142,p,8
143,ac$1,8
144,ab,8
145,aj$1,9
146,a,9
147,s$1,9
148,aa,9
149,f,9
150,am,9
151,ab,9
152,h,9
153,i,9
154,s$0,9
155,ai$0$0,9
156,q$0,9
157,ac$1,9
158,al$0,9
159,p,9
160,f,10
161,q$1,10
162,j,10
163,s$1,10
164,aj$1,10
165,s$1,10
166,am,10
167,i,10
168,aa,10
169,h,10
170,q$0,10
171,al$0,10
172,ai$0$0,10
173,ab,10
174,p,10
175,ac$0,10
176,j,11
177,aj$1,11
178,f,11
179,q$1,11
180,am,11
181,s$1,11
182,g,11
183,aa,11
184,s$0,11
185,h,11
186,ai$0$1,11
187,q$0,11
188,ab,11
189,al$0,11
190,ac$1,11
191,p,11
192,f,12
193,a,12
194,aj$1,12
195,am,12
196,g,12
197,s$1,12
198,h,12
199,s$1,12
200,q$0,12
201,al$0,12
202,p,12
203,ai$0$0,12
204,aa,12
205,ac$1,12
206,ab,12
207,j,13
208,ak,13
209,q$1,13
210,h,13
211,s$1,13
212,ah,13
213,w$0,13
214,ai$0$1,13
215,ac$1,13
216,aa,13
217,d$0,13
218,ab,13
219,aj$0,13
220,am,13
221,s$0,13
222,q$0,13
223,al$0,13
224,p,13
225,ak,14
226,w$0,14
227,a,14
228,h,14
229,ai$0$1,14
230,s$1,14
231,d$0,14
232,ah,14
233,aa,14
234,ac$1,14
235,am,14
236,ac$0,14
237,aj$0,14
238,ab,14
239,q$0,14
240,q$1,15
241,aj$1,15
242,j,15
243,f,15
244,aj$1,15
245,am,15
246,h,15
247,s$1,15
248,ai$0$1,15
249,s$0,15
250,ac$1,15
251,aa,15
252,q$0,15
253,ab,15
254,p,15
255,al$0,15
256,ak,16
257,a,16
258,w$0,16
259,h,16
260,ai$0$1,16
261,s$1,16
262,ah,16
263,d$0,16
264,ac$1,16
265,aa,16
266,s$0,16
267,aj$0,16
268,ab,16
269,am,16
270,q$0,16
271,al$0,16
272,p,16
273,a,17
274,ak,17
275,h,17
276,s$1,17
277,ai$0$1,17
278,ac$1,17
279,n$1,17
280,w$0,17
281,d$0,17
282,am,17
283,s$0,17
284,aa,17
285,ab,17
286,q$0,17
287,p,17
288,g,17
289,al$0,17
290,j,18
291,f,18
292,q$1,18
293,aj$1,18
294,s$1,18
295,h,18
296,am,18
297,aj$1,18
298,aa,18
299,s$0,18
300,ai$0$1,18
301,ac$1,18
302,ab,18
303,q$0,18
304,al$0,18
305,p,18
306,ak,19
307,a,19
308,h,19
309,s$1,19
310,n$1,19
311,w$0,19
312,ai$0$1,19
313,aa,19
314,d$0,19
315,ac$1,19
316,g,19
317,s$0,19
318,ab,19
319,am,19
320,q$0,19
321,al$0,19
322,p,19
323,a,20
324,s$1,20
325,ak,20
326,h,20
327,aa,20
328,ab,20
329,ah,20
330,w$0,20
331,d$0,20
332,ai$0$1,20
333,am,20
334,ac$0,20
335,aj$0,20
336,q$0,20
337,ac$0,20
338,aj$1,21
339,q$1,21
340,j,21
341,s$1,21
342,aa,21
343,h,21
344,f,21
345,g,21
346,s$0,21
347,ab,21
348,ai$0$0,21
349,am,21
350,q$0,21
351,p,21
352,al$0,21
353,ac$0,21
354,a,22
355,aj$1,22
356,h,22
357,f,22
358,g,22
359,am,22
360,s$1,22
361,s$1,22
362,ai$0$1,22
363,q$0,22
364,p,22
365,ac$1,22
366,aa,22
367,al$0,22
368,ab,22
369,j,23
370,q$1,23
371,f,23
372,h,23
373,aj$1,23
374,s$1,23
375,aa,23
376,ab,23
377,aj$1,23
378,am,23
379,ai$0$0,23
380,ac$1,23
381,s$0,23
