,0
1,0.9358974358974359
2,0.5
3,1.0
4,0.9538461538461539
5,1.0
6,1.0
7,0.9554140127388535
8,0.8974358974358975
9,0.9538461538461539
10,0.9426751592356688
11,0.9426751592356688
12,0.9358974358974359
13,1.0
14,1.0
15,1.0
16,0.9426751592356688
17,0.8974358974358975
18,1.0
19,0.3333333333333333
20,0.8974358974358975
21,1.0
22,0.9426751592356688
23,0.9426751592356688
24,1.0
25,0.9
26,0.9
27,0.9358974358974359
28,0.8974358974358975
29,0.9554140127388535
30,0.9426751592356688
31,1.0
32,0.9426751592356688
33,1.0
34,0.9554140127388535
35,0.9426751592356688
36,0.9538461538461539
37,1.0
38,1.0
39,1.0
40,1.0
