,event,case
0,b,0
1,f,0
2,ai,0
3,r,0
4,aj,0
5,g,0
6,aq,0
7,h,0
8,aa,0
9,ab,0
10,n,0
11,b,1
12,ai,1
13,f,1
14,l,1
15,ao,1
16,ad,1
17,h,1
18,g,1
19,aq,1
20,aa,1
21,ab,1
22,n,1
23,b,2
24,f,2
25,ai,2
26,r,2
27,aj,2
28,h,2
29,g,2
30,aa,2
31,aq,2
32,ab,2
33,n,2
34,b,3
35,ai,3
36,f,3
37,j,3
38,h,3
39,aa,3
40,g,3
41,ab,3
42,aq,3
43,n,3
44,b,4
45,ai,4
46,f,4
47,j,4
48,h,4
49,g,4
50,aq,4
51,aa,4
52,ab,4
53,n,4
54,b,5
55,ai,5
56,f,5
57,l,5
58,ao,5
59,ad,5
60,g,5
61,aq,5
62,v,5
63,n,5
64,b,6
65,f,6
66,ai,6
67,r,6
68,aj,6
69,g,6
70,aq,6
71,h,6
72,aa,6
73,ab,6
74,n,6
75,b,7
76,f,7
77,ai,7
78,r,7
79,aj,7
80,g,7
81,aq,7
82,h,7
83,aa,7
84,ab,7
85,n,7
86,b,8
87,ai,8
88,f,8
89,r,8
90,aj,8
91,g,8
92,aq,8
93,h,8
94,aa,8
95,ab,8
96,n,8
97,b,9
98,ai,9
99,f,9
100,r,9
101,aj,9
102,h,9
103,g,9
104,aa,9
105,aq,9
106,ab,9
107,n,9
108,b,10
109,ai,10
110,f,10
111,r,10
112,aj,10
113,g,10
114,v,10
115,n,10
116,aq,10
117,b,11
118,f,11
119,ai,11
120,r,11
121,aj,11
122,g,11
123,aq,11
124,h,11
125,aa,11
126,ab,11
127,n,11
128,b,12
129,f,12
130,ai,12
131,l,12
132,ao,12
133,ad,12
134,g,12
135,v,12
136,aq,12
137,n,12
138,b,13
139,f,13
140,ai,13
141,r,13
142,aj,13
143,g,13
144,aq,13
145,v,13
146,n,13
147,b,14
148,ai,14
149,f,14
150,r,14
151,aj,14
152,v,14
153,n,14
154,g,14
155,aq,14
156,b,15
157,f,15
158,ai,15
159,r,15
160,aj,15
161,h,15
162,g,15
163,aa,15
164,ab,15
165,aq,15
166,n,15
167,b,16
168,ai,16
169,f,16
170,j,16
171,h,16
172,g,16
173,aa,16
174,aq,16
175,ab,16
176,n,16
177,b,17
178,ai,17
179,f,17
180,l,17
181,ao,17
182,ad,17
183,v,17
184,n,17
185,g,17
186,aq,17
187,b,18
188,ai,18
189,f,18
190,l,18
191,ao,18
192,ad,18
193,v,18
194,g,18
195,n,18
196,aq,18
197,b,19
198,f,19
199,ai,19
200,r,19
201,aj,19
202,g,19
203,aq,19
204,h,19
205,aa,19
206,ab,19
207,n,19
208,b,20
209,ai,20
210,f,20
211,l,20
212,ao,20
213,ad,20
214,v,20
215,n,20
216,g,20
217,aq,20
218,b,21
219,ai,21
220,f,21
221,r,21
222,aj,21
223,v,21
224,n,21
225,g,21
226,aq,21
227,b,22
228,ai,22
229,f,22
230,r,22
231,aj,22
232,h,22
233,g,22
234,aa,22
235,aq,22
236,ab,22
237,n,22
238,b,23
239,ai,23
240,f,23
241,r,23
242,aj,23
243,h,23
244,g,23
245,aa,23
246,aq,23
247,ab,23
248,n,23
249,b,24
250,f,24
251,ai,24
252,r,24
253,aj,24
254,g,24
255,aq,24
256,v,24
257,n,24
258,b,25
259,ai,25
260,f,25
261,l,25
262,ao,25
263,ad,25
264,g,25
265,aq,25
266,v,25
267,n,25
268,g,26
269,h,26
270,x,26
271,aa,26
272,ab,26
273,n,26
274,b,27
275,f,27
276,ai,27
277,r,27
278,aj,27
279,g,27
280,h,27
281,aa,27
282,ab,27
283,aq,27
284,n,27
285,b,28
286,f,28
287,ai,28
288,j,28
289,g,28
290,aq,28
291,h,28
292,aa,28
293,ab,28
294,n,28
295,b,29
296,f,29
297,ai,29
298,j,29
299,h,29
300,aa,29
301,g,29
302,ab,29
303,n,29
304,aq,29
305,b,30
306,ai,30
307,f,30
308,j,30
309,h,30
310,g,30
311,aa,30
312,ab,30
313,aq,30
