,event,case
0,c,0
1,u,0
2,q,0
3,p,1
4,k,1
5,ag,1
6,ap,1
7,am,2
8,ar,2
9,al,2
10,ac,2
11,an,2
12,c,3
13,ak,3
14,z,3
15,q,3
16,c,4
17,ak,4
18,z,4
19,q,4
20,c,5
21,z,5
22,ak,5
23,q,5
24,c,6
25,z,6
26,ak,6
27,q,6
28,y,7
29,t,7
30,c,8
31,w,8
32,q,8
33,a,9
34,al,9
35,ac,9
36,an,9
37,c,10
38,w,10
39,q,10
40,y,11
41,d,11
42,c,12
43,w,12
44,q,12
45,a,13
46,al,13
47,ap,13
48,c,14
49,z,14
50,ak,14
51,q,14
52,k,15
53,ag,15
54,p,15
55,af,15
56,o,16
57,t,16
58,o,17
59,ac,17
60,e,18
61,ap,18
62,y,19
63,ac,19
64,an,19
65,c,20
66,w,20
67,q,20
68,a,21
69,al,21
70,t,21
71,c,22
72,ak,22
73,z,22
74,q,22
75,c,23
76,w,23
77,q,23
78,c,24
79,w,24
80,q,24
81,c,25
82,ak,25
83,z,25
84,q,25
85,c,26
86,u,26
87,q,26
88,c,27
89,u,27
90,q,27
91,c,28
92,ak,28
93,z,28
94,q,28
95,y,29
96,d,29
97,c,30
98,u,30
99,q,30
100,e,31
101,t,31
102,c,32
103,w,32
104,q,32
105,c,33
106,w,33
107,q,33
108,am,34
109,ar,34
110,al,34
111,af,34
112,c,35
113,u,35
114,q,35
115,c,36
116,u,36
117,q,36
118,c,37
119,ak,37
120,z,37
121,q,37
122,p,38
123,ag,38
124,k,38
125,d,38
126,a,39
127,al,39
128,af,39
129,am,40
130,ar,40
131,al,40
132,ap,40
133,am,41
134,ar,41
135,al,41
136,t,41
137,ag,42
138,k,42
139,p,42
140,d,42
141,c,43
142,ak,43
143,z,43
144,q,43
145,ag,44
146,k,44
147,p,44
148,ac,44
149,ae,44
150,c,45
151,z,45
152,ak,45
153,q,45
154,a,46
155,al,46
156,t,46
157,o,47
158,d,47
159,y,48
160,af,48
161,c,49
162,u,49
163,q,49
164,p,50
165,k,50
166,ag,50
167,af,50
168,o,51
169,ap,51
170,c,52
171,u,52
172,q,52
173,c,53
174,w,53
175,q,53
176,e,54
177,ap,54
178,m,55
179,i,55
180,s,55
181,ah,55
182,c,56
183,w,56
184,q,56
185,y,57
186,ap,57
187,c,58
188,w,58
189,q,58
190,y,59
191,ac,59
192,an,59
193,c,60
194,z,60
195,ak,60
196,q,60
197,y,61
198,ac,61
199,an,61
200,c,62
201,w,62
202,q,62
203,p,63
204,k,63
205,ag,63
206,ac,63
207,ae,63
208,c,64
209,ak,64
210,z,64
211,q,64
212,c,65
213,w,65
214,q,65
215,c,66
216,z,66
217,ak,66
218,q,66
219,e,67
220,d,67
221,c,68
222,w,68
223,q,68
224,c,69
225,ak,69
226,z,69
227,q,69
228,e,70
229,d,70
230,c,71
231,ak,71
232,z,71
233,q,71
234,am,72
235,ar,72
236,al,72
237,ap,72
238,c,73
239,u,73
240,q,73
241,c,74
242,u,74
243,q,74
244,p,75
245,k,75
246,ag,75
247,d,75
248,c,76
249,u,76
250,q,76
251,c,77
252,u,77
253,q,77
254,c,78
255,z,78
256,ak,78
257,q,78
258,y,79
259,ap,79
260,y,80
261,d,80
262,a,81
263,al,81
264,t,81
265,y,82
266,ac,82
267,an,82
268,c,83
269,w,83
270,q,83
271,k,84
272,ag,84
273,p,84
274,af,84
275,am,85
276,ar,85
277,al,85
278,d,85
279,c,86
280,u,86
281,q,86
282,am,87
283,ar,87
284,al,87
285,t,87
286,c,88
287,u,88
288,q,88
289,e,89
290,ac,89
291,ae,89
292,am,90
293,ar,90
294,al,90
295,d,90
296,y,91
297,d,91
298,o,92
299,ap,92
300,o,93
301,ac,93
302,an,93
303,c,94
304,w,94
305,q,94
306,c,95
307,w,95
308,q,95
309,c,96
310,z,96
311,ak,96
312,q,96
313,c,97
314,u,97
315,q,97
316,c,98
317,u,98
318,q,98
319,p,99
320,ag,99
321,k,99
322,ap,99
323,y,100
324,ap,100
325,y,101
326,ac,101
327,an,101
328,c,102
329,z,102
330,ak,102
331,q,102
332,o,103
333,ap,103
334,c,104
335,w,104
336,q,104
337,c,105
338,w,105
339,q,105
340,c,106
341,w,106
342,q,106
343,y,107
344,af,107
345,c,108
346,w,108
347,q,108
348,am,109
349,ar,109
350,al,109
351,t,109
352,c,110
353,u,110
354,q,110
355,y,111
356,t,111
357,c,112
358,w,112
359,q,112
360,c,113
361,u,113
362,q,113
363,a,114
364,al,114
365,ac,114
366,ae,114
367,y,115
368,t,115
369,k,116
370,p,116
371,ag,116
372,ac,116
373,an,116
374,c,117
375,ak,117
376,z,117
377,q,117
378,c,118
379,u,118
380,q,118
381,k,119
382,ag,119
383,p,119
384,t,119
385,c,120
386,w,120
387,q,120
388,c,121
389,u,121
390,q,121
391,c,122
392,u,122
393,q,122
394,a,123
395,al,123
396,ap,123
397,c,124
398,u,124
399,q,124
400,e,125
401,af,125
402,c,126
403,w,126
404,q,126
405,c,127
406,w,127
407,q,127
408,c,128
409,ak,128
410,z,128
411,q,128
412,c,129
413,u,129
414,q,129
415,ag,130
416,p,130
417,k,130
418,ac,130
419,ae,130
420,y,131
421,af,131
422,am,132
423,ar,132
424,al,132
425,ac,132
426,an,132
427,c,133
428,z,133
429,ak,133
430,q,133
431,c,134
432,w,134
433,q,134
434,a,135
435,al,135
436,t,135
437,am,136
438,ar,136
439,al,136
440,t,136
441,p,137
442,ag,137
443,k,137
444,af,137
445,a,138
446,al,138
447,t,138
448,c,139
449,z,139
450,ak,139
451,q,139
452,c,140
453,u,140
454,q,140
455,c,141
456,w,141
457,q,141
458,e,142
459,ac,142
460,ae,142
461,y,143
462,ap,143
463,e,144
464,ac,144
465,ae,144
466,o,145
467,d,145
468,c,146
469,w,146
470,q,146
471,o,147
472,ap,147
473,c,148
474,z,148
475,ak,148
476,q,148
477,c,149
478,w,149
479,q,149
480,ag,150
481,k,150
482,p,150
483,af,150
484,e,151
485,ac,151
486,ae,151
487,c,152
488,w,152
489,q,152
490,c,153
491,w,153
492,q,153
493,y,154
494,af,154
495,c,155
496,u,155
497,q,155
498,ag,156
499,k,156
500,p,156
501,ap,156
502,c,157
503,ak,157
504,z,157
505,q,157
506,a,158
507,al,158
508,d,158
509,c,159
510,w,159
511,q,159
512,y,160
513,t,160
514,c,161
515,z,161
516,ak,161
517,q,161
518,c,162
519,w,162
520,q,162
521,o,163
522,ap,163
523,y,164
524,ac,164
525,c,165
526,z,165
527,ak,165
528,q,165
529,y,166
530,t,166
531,c,167
532,u,167
533,q,167
534,y,168
535,af,168
536,c,169
537,z,169
538,ak,169
539,q,169
540,c,170
541,z,170
542,ak,170
543,q,170
544,o,171
545,ac,171
546,an,171
547,c,172
548,z,172
549,ak,172
550,q,172
551,o,173
552,t,173
553,p,174
554,ag,174
555,k,174
556,d,174
557,e,175
558,t,175
559,k,176
560,ag,176
561,p,176
562,t,176
563,p,177
564,k,177
565,ag,177
566,ac,177
567,c,178
568,ak,178
569,z,178
570,q,178
571,m,179
572,i,179
573,s,179
574,ah,179
575,c,180
576,w,180
577,q,180
578,c,181
579,w,181
580,q,181
581,c,182
582,u,182
583,q,182
584,c,183
585,w,183
586,q,183
587,e,184
588,t,184
589,c,185
590,u,185
591,q,185
592,c,186
593,w,186
594,q,186
595,c,187
596,ak,187
597,z,187
598,q,187
599,c,188
600,u,188
601,q,188
602,c,189
603,z,189
604,ak,189
605,q,189
606,c,190
607,w,190
608,q,190
609,a,191
610,al,191
611,ac,191
612,an,191
613,e,192
614,ap,192
615,c,193
616,z,193
617,ak,193
618,q,193
619,o,194
620,af,194
621,y,195
622,t,195
623,y,196
624,ac,196
625,an,196
626,a,197
627,al,197
628,d,197
629,c,198
630,z,198
631,ak,198
632,q,198
633,a,199
634,al,199
635,d,199
636,o,200
637,t,200
638,c,201
639,z,201
640,ak,201
641,q,201
642,c,202
643,w,202
644,q,202
645,c,203
646,w,203
647,q,203
648,o,204
649,ac,204
650,ae,204
651,c,205
652,w,205
653,q,205
654,c,206
655,ak,206
656,z,206
657,q,206
658,o,207
659,ac,207
660,an,207
661,c,208
662,u,208
663,q,208
664,c,209
665,u,209
666,q,209
667,c,210
668,ak,210
669,z,210
670,q,210
671,y,211
672,t,211
673,c,212
674,u,212
675,q,212
676,y,213
677,d,213
678,e,214
679,ap,214
680,e,215
681,t,215
682,a,216
683,al,216
684,ac,216
685,o,217
686,af,217
687,c,218
688,u,218
689,q,218
690,c,219
691,w,219
692,q,219
693,c,220
694,w,220
695,q,220
696,p,221
697,k,221
698,ag,221
699,d,221
700,c,222
701,w,222
702,q,222
703,e,223
704,ap,223
705,k,224
706,ag,224
707,p,224
708,d,224
709,c,225
710,u,225
711,q,225
712,y,226
713,t,226
714,c,227
715,w,227
716,q,227
717,c,228
718,ak,228
719,z,228
720,q,228
721,am,229
722,ar,229
723,al,229
724,ac,229
725,an,229
726,c,230
727,u,230
728,q,230
729,a,231
730,al,231
731,t,231
732,c,232
733,z,232
734,ak,232
735,q,232
736,a,233
737,al,233
738,ap,233
739,ag,234
740,k,234
741,p,234
742,ac,234
743,ae,234
744,a,235
745,al,235
746,t,235
747,c,236
748,ak,236
749,z,236
750,q,236
751,c,237
752,z,237
753,ak,237
754,q,237
755,am,238
756,ar,238
757,al,238
758,ac,238
759,an,238
760,a,239
761,al,239
762,af,239
763,p,240
764,ag,240
765,k,240
766,ap,240
767,c,241
768,w,241
769,q,241
770,c,242
771,ak,242
772,z,242
773,q,242
774,e,243
775,d,243
776,y,244
777,ac,244
778,m,245
779,i,245
780,s,245
781,ah,245
782,y,246
783,ac,246
784,an,246
785,c,247
786,z,247
787,ak,247
788,q,247
789,m,248
790,i,248
791,s,248
792,ah,248
793,c,249
794,z,249
795,ak,249
796,q,249
797,o,250
798,ac,250
799,ae,250
800,c,251
801,w,251
802,q,251
803,c,252
804,w,252
805,q,252
806,ag,253
807,p,253
808,k,253
809,ap,253
810,a,254
811,al,254
812,d,254
813,c,255
814,w,255
815,q,255
816,a,256
817,al,256
818,ac,256
819,an,256
820,c,257
821,w,257
822,q,257
823,c,258
824,ak,258
825,z,258
826,q,258
827,e,259
828,af,259
829,e,260
830,ap,260
831,c,261
832,ak,261
833,z,261
834,q,261
835,c,262
836,ak,262
837,z,262
838,q,262
839,e,263
840,ap,263
841,y,264
842,ac,264
843,ae,264
844,c,265
845,u,265
846,q,265
847,m,266
848,i,266
849,s,266
850,ah,266
851,c,267
852,u,267
853,q,267
854,a,268
855,al,268
856,af,268
857,c,269
858,z,269
859,ak,269
860,q,269
861,ag,270
862,p,270
863,k,270
864,ac,270
865,a,271
866,al,271
867,af,271
868,c,272
869,w,272
870,q,272
871,a,273
872,al,273
873,ac,273
874,ae,273
875,y,274
876,t,274
877,o,275
878,af,275
879,k,276
880,p,276
881,ag,276
882,d,276
883,c,277
884,u,277
885,q,277
886,c,278
887,w,278
888,q,278
889,c,279
890,u,279
891,q,279
892,c,280
893,z,280
894,ak,280
895,q,280
896,c,281
897,u,281
898,q,281
899,e,282
900,t,282
901,c,283
902,w,283
903,q,283
904,c,284
905,w,284
906,q,284
907,c,285
908,z,285
909,ak,285
910,q,285
911,c,286
912,u,286
913,q,286
914,c,287
915,u,287
916,q,287
917,y,288
918,t,288
919,c,289
920,w,289
921,q,289
922,ag,290
923,p,290
924,k,290
925,af,290
926,ag,291
927,k,291
928,p,291
929,af,291
930,k,292
931,p,292
932,ag,292
933,ac,292
934,ae,292
935,o,293
936,af,293
937,am,294
938,ar,294
939,al,294
940,ac,294
941,an,294
942,c,295
943,w,295
944,q,295
945,a,296
946,al,296
947,t,296
948,c,297
949,u,297
950,q,297
951,e,298
952,ac,298
953,ae,298
954,y,299
955,af,299
956,a,300
957,al,300
958,d,300
959,c,301
960,z,301
961,ak,301
962,q,301
963,y,302
964,af,302
965,y,303
966,t,303
967,am,304
968,ar,304
969,al,304
970,ac,304
971,ae,304
972,ag,305
973,p,305
974,k,305
975,ap,305
976,c,306
977,ak,306
978,z,306
979,q,306
980,p,307
981,k,307
982,ag,307
983,af,307
984,c,308
985,u,308
986,q,308
987,e,309
988,t,309
989,c,310
990,u,310
991,q,310
992,c,311
993,w,311
994,q,311
995,c,312
996,u,312
997,q,312
998,k,313
999,ag,313
1000,p,313
1001,ap,313
1002,o,314
1003,d,314
1004,o,315
1005,d,315
1006,o,316
1007,ac,316
1008,ae,316
1009,c,317
1010,w,317
1011,q,317
1012,a,318
1013,al,318
1014,ap,318
1015,c,319
1016,u,319
1017,q,319
1018,c,320
1019,u,320
1020,q,320
1021,c,321
1022,u,321
1023,q,321
1024,c,322
1025,w,322
1026,q,322
1027,m,323
1028,i,323
1029,s,323
1030,ah,323
1031,c,324
1032,u,324
1033,q,324
1034,c,325
1035,z,325
1036,ak,325
1037,q,325
1038,c,326
1039,u,326
1040,q,326
1041,c,327
1042,w,327
1043,q,327
1044,c,328
1045,w,328
1046,q,328
1047,c,329
1048,u,329
1049,q,329
1050,e,330
1051,af,330
1052,a,331
1053,al,331
1054,ap,331
1055,c,332
1056,z,332
1057,ak,332
1058,q,332
1059,p,333
1060,k,333
1061,ag,333
1062,d,333
1063,c,334
1064,ak,334
1065,z,334
1066,q,334
1067,y,335
1068,ac,335
1069,an,335
1070,o,336
1071,ap,336
1072,c,337
1073,w,337
1074,q,337
1075,c,338
1076,w,338
1077,q,338
1078,o,339
1079,ap,339
1080,p,340
1081,k,340
1082,ag,340
1083,t,340
1084,y,341
1085,t,341
1086,k,342
1087,p,342
1088,ag,342
1089,ap,342
1090,e,343
1091,af,343
1092,c,344
1093,u,344
1094,q,344
1095,o,345
1096,ap,345
1097,c,346
1098,u,346
1099,q,346
1100,k,347
1101,p,347
1102,ag,347
1103,af,347
1104,ag,348
1105,k,348
1106,p,348
1107,t,348
1108,c,349
1109,z,349
1110,ak,349
1111,q,349
1112,c,350
1113,u,350
1114,q,350
1115,o,351
1116,ac,351
1117,an,351
1118,c,352
1119,z,352
1120,ak,352
1121,q,352
1122,c,353
1123,z,353
1124,ak,353
1125,q,353
1126,o,354
1127,d,354
1128,c,355
1129,ak,355
1130,z,355
1131,q,355
1132,o,356
1133,d,356
1134,c,357
1135,w,357
1136,q,357
1137,c,358
1138,u,358
1139,q,358
1140,p,359
1141,k,359
1142,ag,359
1143,af,359
1144,y,360
1145,af,360
1146,y,361
1147,ac,361
1148,an,361
1149,e,362
1150,af,362
1151,c,363
1152,u,363
1153,q,363
1154,c,364
1155,u,364
1156,q,364
1157,c,365
1158,u,365
1159,q,365
1160,o,366
1161,t,366
1162,y,367
1163,af,367
1164,ag,368
1165,p,368
1166,k,368
1167,d,368
1168,y,369
1169,d,369
1170,c,370
1171,w,370
1172,q,370
1173,o,371
1174,ac,371
1175,ae,371
