,0
1,1.0
2,1.0
3,1.0
4,0.9444444444444444
5,0.9444444444444444
6,0.9444444444444444
7,0.9054054054054054
8,0.8823529411764706
9,0.9565217391304348
10,0.9054054054054054
11,1.0
12,0.9565217391304348
13,0.9444444444444444
14,0.9444444444444444
15,0.9444444444444444
16,1.0
17,1.0
18,0.9565217391304348
19,0.9565217391304348
20,0.9508196721311475
21,0.9444444444444444
22,1.0
23,1.0
24,0.92
25,0.9565217391304348
26,0.92
27,0.09316770186335403
28,0.9444444444444444
29,0.9508196721311475
30,0.9565217391304348
31,1.0
32,1.0
33,0.9054054054054054
34,1.0
35,0.92
36,1.0
37,0.9565217391304348
38,1.0
39,0.9565217391304348
40,1.0
