,0
1,0.028416779431664412
2,0.2649930264993027
3,1.0
4,0.2649930264993027
5,0.3333333333333333
6,0.2649930264993027
7,0.5294117647058824
8,0.2649930264993027
9,1.0
10,0.2649930264993027
11,0.2649930264993027
12,0.2649930264993027
13,1.0
14,1.0
15,0.6666666666666666
16,1.0
17,1.0
18,1.0
19,0.2649930264993027
20,0.6666666666666666
21,1.0
22,0.875
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,0.2649930264993027
29,0.2649930264993027
30,0.2649930264993027
31,0.2649930264993027
32,1.0
33,0.16666666666666666
34,1.0
35,1.0
36,0.2649930264993027
37,0.2649930264993027
38,0.2649930264993027
39,1.0
40,0.2649930264993027
