,event,case
0,e,0
1,q,0
2,al,0
3,b,0
4,af,0
5,s,0
6,i,0
7,ao,0
8,d,0
9,as,0
10,c,0
11,am,0
12,k,0
13,t,0
14,ai,0
15,h,0
16,ad,0
17,ar,0
18,y,0
19,o,0
20,z,0
21,aj,0
22,ag,0
23,v,0
24,ac,0
25,al,1
26,c,1
27,a,1
28,i,1
29,af,1
30,d,1
31,w,1
32,e,1
33,h,1
34,b,1
35,aa,1
36,ao,1
37,t,1
38,ag,1
39,y,1
40,u,1
41,m,2
42,q,2
43,as,2
44,c,2
45,d,2
46,b,2
47,s,2
48,af,2
49,e,2
50,h,2
51,ao,2
52,am,2
53,ag,2
54,k,2
55,ar,2
56,y,2
57,z,2
58,x,2
59,u,2
60,ak,2
61,aj,2
62,v,2
63,e,3
64,a,3
65,k,3
66,f,3
67,c,3
68,h,3
69,ag,3
70,z,3
71,ac,3
72,aj,3
73,q,4
74,as,4
75,c,4
76,h,4
77,ag,4
78,e,4
79,u,4
80,ak,4
81,s,4
82,am,4
83,k,4
84,p,4
85,ai,4
86,ar,4
87,o,4
88,z,4
89,aj,4
90,a,5
91,c,5
92,e,5
93,f,5
94,k,5
95,h,5
96,ag,5
97,z,5
98,u,5
99,ak,5
100,i,6
101,al,6
102,e,6
103,c,6
104,k,6
105,af,6
106,t,6
107,q,6
108,aq,6
109,d,6
110,b,6
111,h,6
112,ap,6
113,ag,6
114,ao,6
115,u,6
116,am,6
117,y,6
118,z,6
119,ak,6
120,v,6
121,o,6
122,aj,6
123,ai,6
124,p,6
125,af,7
126,m,7
127,ao,7
128,d,7
129,c,7
130,e,7
131,aq,7
132,q,7
133,b,7
134,am,7
135,h,7
136,ag,7
137,x,7
138,u,7
139,y,7
140,k,7
141,ak,7
142,v,7
143,r,7
144,p,7
145,z,7
146,aj,7
147,b,8
148,aq,8
149,af,8
150,d,8
151,e,8
152,m,8
153,c,8
154,k,8
155,q,8
156,ao,8
157,am,8
158,r,8
159,h,8
160,ai,8
161,y,8
162,o,8
163,v,8
164,z,8
165,aj,8
166,ag,8
167,u,8
168,ak,8
169,p,8
170,e,9
171,q,9
172,as,9
173,s,9
174,c,9
175,k,9
176,h,9
177,r,9
178,am,9
179,ai,9
180,ag,9
181,z,9
182,o,9
183,u,9
184,aj,9
185,ak,9
186,p,9
