,event,case
0,t,0
1,t,1
2,t,2
3,t,3
4,t,4
5,t,5
6,t,6
7,t,7
8,t,8
9,t,9
10,t,10
11,m,10
12,k,10
13,t,10
14,t,11
15,t,12
16,t,13
17,u,14
18,t,15
19,t,16
20,t,17
21,u,18
22,t,19
23,t,20
24,t,21
25,t,22
26,s,22
27,k,22
28,t,22
29,t,23
30,k,23
31,s,23
32,t,23
33,t,24
34,k,24
35,s,24
36,t,24
37,t,25
38,t,26
39,t,27
40,k,27
41,m,27
42,t,27
43,t,28
44,t,29
45,t,30
46,t,31
47,t,32
48,t,33
49,s,33
50,k,33
51,t,33
52,t,34
53,t,35
54,t,36
55,t,37
56,t,38
57,s,38
58,k,38
59,t,38
60,t,39
61,t,40
62,k,40
63,s,40
64,t,40
65,t,41
66,t,42
67,s,42
68,k,42
69,t,42
70,t,43
71,t,44
72,t,45
73,d,46
74,t,47
75,s,47
76,k,47
77,at,47
78,al,47
79,t,48
80,t,49
81,h,50
82,ad,50
83,t,51
84,t,52
85,t,53
86,t,54
87,t,55
88,t,56
89,t,57
90,t,58
91,s,58
92,k,58
93,t,58
94,t,59
95,k,59
96,s,59
97,ad,59
98,ad,59
99,t,60
100,t,61
101,t,62
102,t,63
103,t,64
104,k,64
105,m,64
106,t,64
107,t,65
108,t,66
109,s,66
110,k,66
111,t,66
112,t,67
113,t,68
114,t,69
115,t,70
116,k,70
117,s,70
118,t,70
119,t,71
120,t,72
121,t,73
122,t,74
123,t,75
124,t,76
125,t,77
126,s,77
127,k,77
128,t,77
129,d,78
130,al,79
131,at,79
132,t,80
133,k,80
134,s,80
135,t,80
136,t,81
137,t,82
138,t,83
139,t,84
140,t,85
141,k,85
142,s,85
143,t,85
144,h,86
145,ad,86
146,t,87
147,t,88
148,k,88
149,s,88
150,t,88
151,t,89
152,k,89
153,s,89
154,t,89
155,t,90
156,k,90
157,s,90
158,t,90
159,u,91
160,t,92
161,k,92
162,s,92
163,t,92
164,t,93
165,m,93
166,k,93
167,t,93
168,u,94
169,t,95
170,t,96
171,t,97
172,s,97
173,k,97
174,t,97
175,t,98
176,t,99
177,k,99
178,s,99
179,t,99
180,t,100
181,t,101
182,t,102
183,d,103
184,t,104
185,t,105
186,t,106
187,t,107
188,s,107
189,k,107
190,t,107
191,t,108
192,t,109
193,k,109
194,s,109
195,t,109
196,t,110
197,t,111
198,t,112
199,s,112
200,k,112
201,t,112
202,t,113
203,t,114
204,k,114
205,m,114
206,t,114
207,t,115
208,t,116
209,s,116
210,k,116
211,t,116
212,t,117
213,t,118
214,al,119
215,at,119
216,t,120
217,t,121
218,t,122
219,t,123
220,s,123
221,k,123
222,t,123
223,t,124
224,t,125
225,t,126
226,u,127
227,t,128
228,t,129
229,s,129
230,k,129
231,t,129
232,t,130
233,s,130
234,k,130
235,t,130
236,aq,131
237,k,131
238,m,131
239,t,131
240,t,132
241,t,133
242,at,134
243,al,134
244,t,135
245,t,136
246,t,137
247,t,138
248,t,139
249,t,140
250,k,140
251,s,140
252,t,140
253,t,141
254,m,141
255,k,141
256,t,141
257,h,142
258,t,143
259,t,144
260,t,145
261,k,145
262,s,145
263,t,145
264,t,146
265,t,147
266,s,147
