,event,case
0,v,0
1,ak,0
2,ak,1
3,v,1
4,ak,2
5,v,2
6,v,3
7,ak,3
8,ak,4
9,v,4
10,v,5
11,ak,5
12,v,6
13,ak,6
14,ak,7
15,v,7
16,ak,8
17,v,8
18,ak,9
19,v,9
20,ak,10
21,v,10
22,v,11
23,ak,11
24,ak,12
25,v,12
26,v,13
27,ak,13
28,v,14
29,ak,14
30,ak,15
31,v,15
32,ak,16
33,v,16
34,ak,17
35,v,17
36,v,18
37,ak,18
38,v,19
39,ak,19
40,v,20
41,ak,20
42,ak,21
43,v,21
44,ak,22
45,v,22
46,ak,23
47,v,23
48,v,24
49,ak,24
50,v,25
51,ak,25
52,v,26
53,ak,26
54,ak,27
55,v,27
56,v,28
57,ak,28
58,v,29
59,ak,29
60,ak,30
61,v,30
62,v,31
63,ak,31
64,v,32
65,ak,32
66,v,33
67,ak,33
68,v,34
69,ak,34
70,ak,35
71,v,35
72,v,36
73,ak,36
74,v,37
75,ak,37
76,ak,38
77,v,38
78,v,39
79,ak,39
80,v,40
81,ak,40
82,ak,41
83,v,41
84,ak,42
85,v,42
86,v,43
87,ak,43
88,v,44
89,ak,44
90,ak,45
91,v,45
92,ak,46
93,v,46
94,ak,47
95,v,47
96,v,48
97,ak,48
98,ak,49
99,v,49
100,ak,50
101,v,50
102,v,51
103,ak,51
104,ak,52
105,v,52
106,v,53
107,ak,53
108,v,54
109,ak,54
110,v,55
111,ak,55
112,v,56
113,ak,56
114,v,57
115,ak,57
116,ak,58
117,v,58
118,v,59
119,ak,59
120,v,60
121,ak,60
122,v,61
123,ak,61
124,ak,62
125,v,62
126,ak,63
127,v,63
128,v,64
129,ak,64
130,ak,65
131,v,65
132,ak,66
133,v,66
134,ak,67
135,v,67
136,v,68
137,ak,68
138,v,69
139,ak,69
140,ak,70
141,v,70
142,ak,71
143,v,71
144,ak,72
145,v,72
146,ak,73
147,v,73
148,ak,74
149,v,74
150,v,75
151,ak,75
152,ak,76
153,v,76
154,ak,77
155,v,77
156,ak,78
157,v,78
158,ak,79
159,v,79
160,ak,80
161,v,80
162,v,81
163,ak,81
164,ak,82
165,v,82
166,ak,83
167,v,83
168,v,84
169,ak,84
170,v,85
171,ak,85
172,ak,86
173,v,86
174,v,87
175,ak,87
176,v,88
177,ak,88
178,v,89
179,ak,89
180,v,90
181,ak,90
182,ak,91
183,v,91
184,ak,92
185,v,92
186,ak,93
187,v,93
188,ak,94
189,v,94
190,v,95
191,ak,95
192,v,96
193,ak,96
194,ak,97
195,v,97
196,ak,98
197,v,98
198,v,99
199,ak,99
200,ak,100
201,v,100
202,v,101
203,ak,101
204,ak,102
205,v,102
206,ak,103
207,v,103
208,v,104
209,ak,104
210,ak,105
211,v,105
212,v,106
213,ak,106
214,ak,107
215,v,107
216,ak,108
217,v,108
218,ak,109
219,v,109
220,v,110
221,ak,110
222,ak,111
223,v,111
224,ak,112
225,v,112
226,v,113
227,ak,113
228,v,114
229,ak,114
230,ak,115
231,v,115
232,v,116
233,ak,116
234,ak,117
235,v,117
236,ak,118
237,v,118
238,ak,119
239,v,119
240,v,120
241,ak,120
242,ak,121
243,v,121
244,ak,122
245,v,122
246,v,123
247,ak,123
248,ak,124
249,v,124
250,v,125
251,ak,125
252,ak,126
253,v,126
254,ak,127
255,v,127
256,ak,128
257,v,128
258,v,129
259,ak,129
260,ak,130
261,v,130
262,ak,131
263,v,131
264,ak,132
265,v,132
266,v,133
267,ak,133
268,ak,134
269,v,134
270,ak,135
271,v,135
272,ak,136
273,v,136
274,ak,137
275,v,137
276,v,138
277,ak,138
278,v,139
279,ak,139
280,ak,140
281,v,140
282,v,141
283,ak,141
284,v,142
285,ak,142
286,v,143
287,ak,143
288,ak,144
289,v,144
290,v,145
291,ak,145
292,v,146
293,ak,146
294,ak,147
295,v,147
296,ak,148
297,v,148
298,v,149
299,ak,149
300,ak,150
301,v,150
302,ak,151
303,v,151
304,ak,152
305,v,152
306,v,153
307,ak,153
308,ak,154
309,v,154
310,v,155
311,ak,155
312,v,156
313,ak,156
314,v,157
315,ak,157
316,ak,158
317,v,158
318,v,159
319,ak,159
320,v,160
321,ak,160
322,ak,161
323,v,161
324,ak,162
325,v,162
326,ak,163
327,v,163
328,v,164
329,ak,164
330,v,165
331,ak,165
332,ak,166
333,v,166
334,ak,167
335,v,167
336,ak,168
337,v,168
338,ak,169
339,v,169
340,ak,170
341,v,170
342,ak,171
343,v,171
344,v,172
345,ak,172
346,ak,173
347,v,173
348,v,174
349,ak,174
350,ak,175
351,v,175
352,v,176
353,ak,176
354,v,177
355,ak,177
356,ak,178
357,v,178
358,v,179
359,ak,179
360,v,180
361,ak,180
362,v,181
363,ak,181
364,ak,182
365,v,182
366,ak,183
367,v,183
368,ak,184
369,v,184
370,ak,185
371,v,185
372,v,186
373,ak,186
374,ak,187
375,v,187
376,ak,188
377,v,188
378,v,189
379,ak,189
380,v,190
381,ak,190
382,ak,191
383,v,191
384,v,192
385,ak,192
386,ak,193
387,v,193
388,v,194
389,ak,194
390,v,195
391,ak,195
392,ak,196
393,v,196
394,ak,197
395,v,197
396,v,198
397,ak,198
398,ak,199
399,v,199
400,ak,200
401,v,200
402,ak,201
403,v,201
404,ak,202
405,v,202
406,v,203
407,ak,203
408,v,204
409,ak,204
410,v,205
411,ak,205
412,v,206
413,ak,206
414,v,207
415,ak,207
416,ak,208
417,v,208
418,v,209
419,ak,209
420,ak,210
421,v,210
422,ak,211
423,v,211
424,ak,212
425,v,212
426,v,213
427,ak,213
428,v,214
429,ak,214
430,ak,215
431,v,215
432,v,216
433,ak,216
434,v,217
435,ak,217
436,v,218
437,ak,218
438,ak,219
439,v,219
440,v,220
441,ak,220
442,ak,221
443,v,221
444,ak,222
445,v,222
446,v,223
447,ak,223
448,ak,224
449,v,224
450,ak,225
451,v,225
452,v,226
453,ak,226
454,v,227
455,ak,227
456,v,228
457,ak,228
458,v,229
459,ak,229
460,v,230
461,ak,230
462,v,231
463,ak,231
464,ak,232
465,v,232
466,v,233
467,ak,233
468,v,234
469,ak,234
470,ak,235
471,v,235
472,ak,236
473,v,236
474,v,237
475,ak,237
476,ak,238
477,v,238
478,v,239
479,ak,239
480,v,240
481,ak,240
482,v,241
483,ak,241
484,ak,242
485,v,242
486,v,243
487,ak,243
488,ak,244
489,v,244
490,ak,245
491,v,245
492,ak,246
493,v,246
494,v,247
