,event,case
0,3,0
1,5,0
2,0,0
3,2,0
4,3,1
5,5,1
6,0,1
7,2,1
8,3,2
9,5,2
10,0,2
11,4,2
12,1,2
13,3,3
14,5,3
15,0,3
16,2,3
17,3,4
18,5,4
19,0,4
20,2,4
21,3,5
22,5,5
23,0,5
24,2,5
25,3,6
26,5,6
27,0,6
28,2,6
29,3,7
30,5,7
31,0,7
32,2,7
33,3,8
34,5,8
35,0,8
36,2,8
37,3,9
38,5,9
39,0,9
40,2,9
41,3,10
42,5,10
43,0,10
44,2,10
45,3,11
46,5,11
47,0,11
48,2,11
49,3,12
50,5,12
51,0,12
52,2,12
53,3,13
54,5,13
55,0,13
56,2,13
57,3,14
58,5,14
59,0,14
60,2,14
61,3,15
62,5,15
63,0,15
64,2,15
65,3,16
66,5,16
67,0,16
68,2,16
69,3,17
70,5,17
71,0,17
72,2,17
73,3,18
74,5,18
75,0,18
76,2,18
77,3,19
78,5,19
79,0,19
80,2,19
81,3,20
82,5,20
83,0,20
84,2,20
85,3,21
86,5,21
87,0,21
88,2,21
89,3,22
90,5,22
91,0,22
92,2,22
93,3,23
94,5,23
95,0,23
96,2,23
97,3,24
98,5,24
99,0,24
100,2,24
101,3,25
102,5,25
103,0,25
104,2,25
105,3,26
106,5,26
107,0,26
108,2,26
109,3,27
110,5,27
111,0,27
112,2,27
113,3,28
114,5,28
115,0,28
116,2,28
117,3,29
118,5,29
119,0,29
120,2,29
121,3,30
122,5,30
123,0,30
124,2,30
125,3,31
126,5,31
127,0,31
128,2,31
129,3,32
130,5,32
131,0,32
132,2,32
133,3,33
134,5,33
135,0,33
136,2,33
137,3,34
138,5,34
139,0,34
140,2,34
141,3,35
142,5,35
143,0,35
144,2,35
145,3,36
146,5,36
147,0,36
148,2,36
149,3,37
150,5,37
151,0,37
152,2,37
153,3,38
154,5,38
155,0,38
156,2,38
157,3,39
158,5,39
159,0,39
160,2,39
161,3,40
162,5,40
163,0,40
164,2,40
165,3,41
166,5,41
167,0,41
168,2,41
169,3,42
170,5,42
171,0,42
172,2,42
173,3,43
174,5,43
175,0,43
176,2,43
177,3,44
178,5,44
179,0,44
180,2,44
181,3,45
182,5,45
183,0,45
184,2,45
185,3,46
186,5,46
187,0,46
188,2,46
189,3,47
190,5,47
191,0,47
192,2,47
193,3,48
194,5,48
195,0,48
196,2,48
197,3,49
198,5,49
199,0,49
200,2,49
201,3,50
202,5,50
203,0,50
204,2,50
205,3,51
206,5,51
207,0,51
208,2,51
209,3,52
210,5,52
211,0,52
212,2,52
213,3,53
214,5,53
215,0,53
216,2,53
217,3,54
218,5,54
219,0,54
220,2,54
221,3,55
222,5,55
223,0,55
224,2,55
225,3,56
226,5,56
227,0,56
228,2,56
229,3,57
230,5,57
231,0,57
232,2,57
233,3,58
234,5,58
235,0,58
236,2,58
237,3,59
238,5,59
239,0,59
240,2,59
241,3,60
242,5,60
243,0,60
244,2,60
245,3,61
246,5,61
247,0,61
248,2,61
249,3,62
250,5,62
251,0,62
252,2,62
253,3,63
254,5,63
255,0,63
256,2,63
257,3,64
258,5,64
259,0,64
260,2,64
261,3,65
262,5,65
263,0,65
264,2,65
265,3,66
266,5,66
267,0,66
268,2,66
269,3,67
270,5,67
271,0,67
272,2,67
273,3,68
274,5,68
275,0,68
276,2,68
277,3,69
278,5,69
279,0,69
280,2,69
281,3,70
282,5,70
283,0,70
284,2,70
285,3,71
286,5,71
287,0,71
288,2,71
289,3,72
290,5,72
291,0,72
292,2,72
293,3,73
294,5,73
295,0,73
296,2,73
297,3,74
298,5,74
299,0,74
300,2,74
301,3,75
302,5,75
303,0,75
304,2,75
305,3,76
306,5,76
307,0,76
308,2,76
309,3,77
310,5,77
311,0,77
312,2,77
313,3,78
314,5,78
315,0,78
316,2,78
317,3,79
318,5,79
319,0,79
320,2,79
321,3,80
322,5,80
323,0,80
324,2,80
325,3,81
326,5,81
327,0,81
328,4,81
329,1,81
330,3,82
331,5,82
332,0,82
333,2,82
334,3,83
335,5,83
336,0,83
337,2,83
338,3,84
339,5,84
340,0,84
341,2,84
342,3,85
343,5,85
344,0,85
345,2,85
346,3,86
347,5,86
348,0,86
349,2,86
350,3,87
351,5,87
352,0,87
353,2,87
354,3,88
355,5,88
356,0,88
357,2,88
358,3,89
359,5,89
360,0,89
361,2,89
362,3,90
363,5,90
364,0,90
365,2,90
366,3,91
367,5,91
368,0,91
369,2,91
370,3,92
371,5,92
372,0,92
373,2,92
374,3,93
375,5,93
376,0,93
377,2,93
378,3,94
379,5,94
380,0,94
381,2,94
382,3,95
383,5,95
384,0,95
385,2,95
386,3,96
387,5,96
388,0,96
389,2,96
390,3,97
391,5,97
392,0,97
393,2,97
394,3,98
395,5,98
396,0,98
397,2,98
398,3,99
399,5,99
400,0,99
401,2,99
402,3,100
403,5,100
404,0,100
405,2,100
406,3,101
407,5,101
408,0,101
409,2,101
410,3,102
411,5,102
412,0,102
413,2,102
414,3,103
415,5,103
416,0,103
417,2,103
418,3,104
419,5,104
420,0,104
421,2,104
422,3,105
423,5,105
424,0,105
425,2,105
426,3,106
427,5,106
428,0,106
429,2,106
430,3,107
431,5,107
432,0,107
433,2,107
434,3,108
435,5,108
436,0,108
437,2,108
438,3,109
439,5,109
440,0,109
441,2,109
442,3,110
443,5,110
444,0,110
445,2,110
446,3,111
447,5,111
448,0,111
449,2,111
450,3,112
451,5,112
452,0,112
453,2,112
454,3,113
455,5,113
456,0,113
457,2,113
458,3,114
459,5,114
460,0,114
461,2,114
462,3,115
463,5,115
464,0,115
465,2,115
466,3,116
467,5,116
468,0,116
469,2,116
470,3,117
471,5,117
472,0,117
473,2,117
474,3,118
475,5,118
476,0,118
477,2,118
478,3,119
479,5,119
480,0,119
481,2,119
482,3,120
483,5,120
484,0,120
485,2,120
486,3,121
487,5,121
488,0,121
489,2,121
490,3,122
491,5,122
492,0,122
493,2,122
494,3,123
495,5,123
496,0,123
497,2,123
498,3,124
499,5,124
500,0,124
501,2,124
502,3,125
503,5,125
504,0,125
505,2,125
506,3,126
507,5,126
508,0,126
509,2,126
510,3,127
511,5,127
512,0,127
513,2,127
514,3,128
515,5,128
516,0,128
517,2,128
518,3,129
519,5,129
520,0,129
521,2,129
522,3,130
523,5,130
524,0,130
525,2,130
526,3,131
527,5,131
528,0,131
529,2,131
530,3,132
531,5,132
532,0,132
533,2,132
534,3,133
535,5,133
536,0,133
537,2,133
538,3,134
539,5,134
540,0,134
541,2,134
542,3,135
543,5,135
544,0,135
545,2,135
546,3,136
547,5,136
548,0,136
549,2,136
550,3,137
551,5,137
552,0,137
553,2,137
554,3,138
555,5,138
556,0,138
557,2,138
558,3,139
559,5,139
560,0,139
561,2,139
562,3,140
563,5,140
564,0,140
565,2,140
566,3,141
567,5,141
568,0,141
569,2,141
570,3,142
571,5,142
572,0,142
573,2,142
574,3,143
575,5,143
576,0,143
577,2,143
578,3,144
579,5,144
580,0,144
581,2,144
582,3,145
583,5,145
584,0,145
585,2,145
586,3,146
587,5,146
588,0,146
589,2,146
590,3,147
591,5,147
592,0,147
593,2,147
594,3,148
595,5,148
596,0,148
597,2,148
598,3,149
599,5,149
600,0,149
601,2,149
602,3,150
603,5,150
604,0,150
605,2,150
606,3,151
607,5,151
608,0,151
609,2,151
610,3,152
611,5,152
612,0,152
613,2,152
614,3,153
615,5,153
616,0,153
617,2,153
618,3,154
619,5,154
620,0,154
621,2,154
622,3,155
623,5,155
624,0,155
625,2,155
626,3,156
627,5,156
628,0,156
629,2,156
630,3,157
631,5,157
632,0,157
633,2,157
634,3,158
635,5,158
636,0,158
637,2,158
638,3,159
639,5,159
640,0,159
641,2,159
642,3,160
643,5,160
644,0,160
645,2,160
646,3,161
647,5,161
648,0,161
649,2,161
650,3,162
651,5,162
652,0,162
653,2,162
654,3,163
655,5,163
656,0,163
657,2,163
658,3,164
659,5,164
660,0,164
661,2,164
662,3,165
663,5,165
664,0,165
665,2,165
666,3,166
667,5,166
668,0,166
669,2,166
670,3,167
671,5,167
672,0,167
673,2,167
674,3,168
675,5,168
676,0,168
677,2,168
678,3,169
679,5,169
680,0,169
681,2,169
682,3,170
683,5,170
684,0,170
685,2,170
686,3,171
687,5,171
688,0,171
689,2,171
690,3,172
691,5,172
692,0,172
693,2,172
694,3,173
695,5,173
696,0,173
697,2,173
698,3,174
699,5,174
700,0,174
701,2,174
702,3,175
703,5,175
704,0,175
705,2,175
706,3,176
707,5,176
708,0,176
709,2,176
710,3,177
711,5,177
712,0,177
713,2,177
714,3,178
715,5,178
716,0,178
717,2,178
718,3,179
719,5,179
720,0,179
721,2,179
722,3,180
723,5,180
724,0,180
725,2,180
726,3,181
727,5,181
728,0,181
729,2,181
730,3,182
731,5,182
732,0,182
733,2,182
734,3,183
735,5,183
736,0,183
737,2,183
738,4,183
739,1,183
740,3,184
741,5,184
742,0,184
743,2,184
744,3,185
745,5,185
746,0,185
747,2,185
748,3,186
749,5,186
750,0,186
751,2,186
752,3,187
753,5,187
754,0,187
755,2,187
756,3,188
757,5,188
758,0,188
759,2,188
760,3,189
761,5,189
762,0,189
763,2,189
764,3,190
765,5,190
766,0,190
767,2,190
768,3,191
769,5,191
