,event,case
0,aq,0
1,an,0
2,s,0
3,ao,0
4,x,0
5,d,0
6,ah,0
7,aq,1
8,an,1
9,af,1
10,x,1
11,al,1
12,d,1
13,ah,1
14,af,2
15,al,2
16,aq,2
17,an,2
18,x,2
19,d,2
20,ah,2
21,s,3
22,ao,3
23,d,3
24,ah,3
25,aq,4
26,s,4
27,ao,4
28,an,4
29,x,4
30,d,4
31,ah,4
32,af,5
33,aq,5
34,al,5
35,an,5
36,x,5
37,d,5
38,ah,5
39,aq,6
40,s,6
41,an,6
42,ao,6
43,x,6
44,d,6
45,ah,6
46,af,7
47,al,7
48,d,7
49,ah,7
50,s,8
51,ao,8
52,d,8
53,ah,8
54,s,9
55,ao,9
56,d,9
57,ah,9
58,s,10
59,ao,10
60,d,10
61,ah,10
62,aq,11
63,an,11
64,x,11
65,af,11
66,al,11
67,d,11
68,ah,11
69,aq,12
70,an,12
71,x,12
72,s,12
73,ao,12
74,d,12
75,ah,12
76,s,13
77,ao,13
78,d,13
79,ah,13
80,aq,14
81,af,14
82,an,14
83,x,14
84,al,14
85,d,14
86,ah,14
87,s,15
88,ao,15
89,d,15
90,ah,15
91,aq,16
92,s,16
93,an,16
94,x,16
95,ao,16
96,d,16
97,ah,16
98,af,17
99,al,17
100,d,17
101,ah,17
102,s,18
103,ao,18
104,d,18
105,ah,18
106,af,19
107,al,19
108,d,19
109,ah,19
110,s,20
111,ao,20
112,d,20
113,ah,20
114,aq,21
115,an,21
116,x,21
117,af,21
118,al,21
119,d,21
120,ah,21
121,aq,22
122,af,22
123,an,22
124,x,22
125,al,22
126,d,22
127,ah,22
128,af,23
129,al,23
130,aq,23
131,an,23
132,x,23
133,d,23
134,ah,23
135,af,24
136,al,24
137,d,24
138,ah,24
139,af,25
140,aq,25
141,al,25
142,an,25
143,x,25
144,d,25
145,ah,25
146,s,26
147,ao,26
148,d,26
149,ah,26
150,aq,27
151,an,27
152,af,27
153,al,27
154,x,27
155,d,27
156,ah,27
157,af,28
158,al,28
159,d,28
160,ah,28
161,s,29
162,aq,29
163,an,29
164,x,29
165,ao,29
166,d,29
167,ah,29
168,af,30
169,al,30
170,d,30
171,ah,30
172,s,31
173,aq,31
174,an,31
175,ao,31
176,x,31
177,d,31
178,ah,31
179,af,32
180,aq,32
181,al,32
182,an,32
183,x,32
184,d,32
185,ah,32
186,aq,33
187,an,33
188,x,33
189,af,33
190,al,33
191,d,33
192,ah,33
193,aq,34
194,an,34
195,af,34
196,x,34
197,al,34
198,d,34
199,ah,34
200,af,35
201,al,35
202,d,35
203,ah,35
204,aq,36
205,an,36
206,af,36
207,x,36
208,al,36
209,d,36
210,ah,36
211,af,37
212,al,37
213,d,37
214,ah,37
215,s,38
216,ao,38
217,d,38
218,ah,38
219,af,39
220,al,39
221,d,39
222,ah,39
223,s,40
224,ao,40
225,d,40
226,ah,40
227,s,41
228,aq,41
229,ao,41
230,an,41
231,x,41
232,d,41
233,ah,41
234,s,42
235,ao,42
236,d,42
237,ah,42
238,s,43
239,ao,43
240,d,43
241,ah,43
242,af,44
243,al,44
244,d,44
245,ah,44
246,af,45
247,al,45
248,d,45
249,ah,45
250,s,46
251,ao,46
252,d,46
253,ah,46
254,s,47
255,ao,47
256,d,47
257,ah,47
258,aq,48
259,an,48
260,x,48
261,s,48
262,ao,48
263,d,48
264,ah,48
265,s,49
266,ao,49
267,aq,49
268,an,49
269,x,49
270,d,49
271,ah,49
272,af,50
273,al,50
274,d,50
275,ah,50
276,s,51
277,ao,51
278,d,51
279,ah,51
280,af,52
281,al,52
282,aq,52
283,an,52
284,x,52
285,d,52
286,ah,52
287,aq,53
288,af,53
289,an,53
290,x,53
291,al,53
292,d,53
293,ah,53
294,s,54
295,ao,54
296,d,54
297,ah,54
298,s,55
299,ao,55
300,d,55
301,ah,55
302,aq,56
303,an,56
304,x,56
305,s,56
306,ao,56
307,d,56
308,ah,56
309,s,57
310,ao,57
311,d,57
312,ah,57
313,aq,58
314,af,58
315,an,58
316,al,58
317,x,58
318,d,58
319,ah,58
320,s,59
321,ao,59
322,aq,59
323,an,59
324,x,59
325,d,59
326,ah,59
327,af,60
328,al,60
329,aq,60
330,an,60
331,x,60
332,d,60
333,ah,60
334,s,61
335,ao,61
336,d,61
337,ah,61
338,af,62
339,al,62
340,d,62
341,ah,62
342,af,63
343,al,63
344,d,63
345,ah,63
346,af,64
347,al,64
348,d,64
349,ah,64
350,af,65
351,al,65
352,d,65
353,ah,65
354,af,66
355,al,66
356,d,66
357,ah,66
358,aq,67
359,af,67
360,an,67
361,al,67
362,x,67
363,d,67
364,ah,67
365,af,68
366,al,68
367,aq,68
368,an,68
369,x,68
370,d,68
371,ah,68
372,s,69
373,ao,69
374,d,69
375,ah,69
376,aq,70
377,an,70
378,x,70
379,s,70
380,ao,70
381,d,70
382,ah,70
383,aq,71
384,an,71
385,af,71
386,x,71
387,al,71
388,d,71
389,ah,71
390,s,72
391,ao,72
392,d,72
393,ah,72
394,s,73
395,ao,73
396,d,73
397,ah,73
398,s,74
399,aq,74
400,ao,74
401,an,74
402,x,74
403,d,74
404,ah,74
405,af,75
406,aq,75
407,al,75
408,an,75
409,x,75
410,d,75
411,ah,75
412,s,76
413,ao,76
414,d,76
415,ah,76
416,af,77
417,al,77
418,aq,77
419,an,77
420,x,77
421,d,77
422,ah,77
423,af,78
424,al,78
425,aq,78
426,an,78
427,x,78
428,d,78
429,ah,78
430,aq,79
