,0
2,0.557721069370728
3,0.42748115333457115
4,0.42187161508784515
5,0.3539604811770097
6,0.40503749573691683
7,0.3837684004304803
8,0.43525927051295904
9,0.4390979466397762
10,0.4664641700054951
11,0.4665509865114864
12,0.461910030845874
13,0.44766234935483107
14,0.4592698303196913
15,0.44451501448467245
16,0.4581399886597778
17,0.4613717841831742
18,0.4560994305190002
19,0.45262597417206113
20,0.4674422121505994
21,0.45559910954846866
22,0.45666846519610166
23,0.44232137849388015
24,0.4347893398833273
25,0.4241473488695722
