,0
2,0.552802732174142
3,0.43197616164031133
4,0.3636311269493758
5,0.3584123608728268
6,0.3783502365955728
7,0.3877236556250252
8,0.43762567406795067
9,0.4287485202177576
10,0.4566142660664225
11,0.44624363780777904
12,0.4500602974826979
13,0.4392451780510767
14,0.44807941045920213
15,0.4341436693445228
16,0.4474243276143071
17,0.4518891048077397
18,0.47246832643126185
19,0.4666714358280453
20,0.46394897950992897
21,0.4518150226834281
22,0.4536197531320422
23,0.4394405199643991
24,0.43115556154584134
