,event,case
0,a,0
1,h,1
2,a,1
3,f,1
4,u,1
5,k,1
6,n,1
7,a,2
8,g,2
9,ak,2
10,q,2
11,g,3
12,a,3
13,ak,3
14,q,3
15,a,4
16,g,4
17,at,4
18,q,4
19,a,5
20,g,6
21,at,6
22,q,6
23,a,6
24,a,7
25,a,8
26,f,9
27,h,9
28,a,9
29,n,9
30,k,9
31,v,9
32,g,10
33,ak,10
34,q,10
35,a,10
36,a,11
37,a,12
38,g,13
39,a,13
40,at,13
41,q,13
42,f,14
43,ar,14
44,h,14
45,n,14
46,k,14
47,a,14
48,a,15
49,h,16
50,a,16
51,f,16
52,n,16
53,w,16
54,k,16
55,a,17
56,g,17
57,at,17
58,q,17
59,f,18
60,h,18
61,k,18
62,n,18
63,a,18
64,v,18
65,a,19
66,g,20
67,a,20
68,ak,20
69,q,20
70,a,21
71,a,22
72,a,23
73,g,23
74,at,23
75,q,23
76,a,24
77,f,25
78,h,25
79,a,25
80,n,25
81,k,25
82,u,25
83,g,26
84,a,26
85,at,26
86,q,26
87,f,27
88,h,27
89,a,27
90,ar,27
91,k,27
92,n,27
93,f,28
94,a,28
95,k,28
96,w,28
97,h,28
98,n,28
99,g,29
100,a,29
101,ak,29
102,q,29
103,a,30
104,f,30
105,ar,30
106,n,30
107,h,30
108,k,30
109,a,31
110,a,32
111,a,33
112,f,33
113,k,33
114,n,33
115,h,33
116,u,33
117,a,34
118,g,34
119,ak,34
120,q,34
121,a,35
122,h,35
123,f,35
124,ar,35
125,k,35
126,n,35
127,a,36
128,g,37
129,at,37
130,a,37
131,q,37
132,f,38
133,h,38
134,n,38
135,a,38
136,k,38
137,ar,38
138,a,39
139,g,39
140,at,39
141,q,39
142,f,40
143,k,40
144,h,40
145,a,40
146,n,40
147,v,40
148,h,41
149,f,41
150,a,41
151,n,41
152,w,41
153,k,41
154,a,42
155,g,42
156,at,42
157,q,42
158,a,43
159,a,44
160,g,44
161,at,44
162,q,44
163,a,45
164,g,45
165,at,45
166,q,45
167,a,46
168,f,47
169,a,47
170,h,47
171,n,47
172,k,47
173,u,47
174,g,48
175,a,48
176,at,48
177,q,48
178,g,49
179,ak,49
180,q,49
181,a,49
182,a,50
183,f,50
184,h,50
185,k,50
186,ar,50
187,n,50
188,a,51
189,a,52
190,a,53
191,g,53
192,at,53
193,q,53
194,h,54
195,a,54
196,f,54
197,k,54
198,v,54
199,n,54
200,f,55
201,h,55
202,n,55
203,v,55
204,k,55
205,a,55
206,a,56
207,h,56
208,f,56
209,n,56
210,ar,56
211,k,56
212,a,57
213,g,57
214,at,57
215,q,57
216,f,58
217,k,58
218,v,58
219,h,58
220,a,58
221,n,58
222,a,59
223,g,59
224,ak,59
225,q,59
226,a,60
227,g,60
228,ak,60
229,q,60
230,h,61
231,a,61
232,f,61
233,w,61
234,k,61
235,n,61
236,a,62
237,f,62
238,u,62
239,h,62
240,k,62
241,n,62
242,g,63
243,a,63
244,at,63
245,q,63
246,a,64
247,g,65
248,at,65
249,a,65
250,q,65
251,a,66
252,g,66
253,at,66
254,q,66
255,a,67
256,g,67
257,ak,67
258,q,67
259,a,68
260,a,69
261,f,69
262,k,69
263,h,69
264,n,69
265,v,69
266,a,70
267,f,71
268,a,71
269,h,71
270,v,71
271,n,71
272,k,71
273,f,72
274,u,72
275,k,72
276,h,72
277,n,72
278,a,72
279,a,73
280,a,74
281,a,75
282,a,76
283,a,77
284,g,77
285,ak,77
286,q,77
287,a,78
288,a,79
289,a,80
290,g,80
291,ak,80
292,q,80
293,h,81
294,f,81
295,n,81
296,a,81
297,v,81
298,k,81
299,a,82
300,a,83
301,g,83
302,at,83
303,q,83
304,a,84
305,g,84
306,at,84
307,q,84
308,h,85
309,f,85
310,a,85
311,u,85
312,k,85
313,n,85
314,g,86
315,a,86
316,at,86
317,q,86
318,g,87
319,a,87
320,ak,87
321,q,87
322,a,88
323,a,89
324,a,90
325,g,90
326,at,90
327,q,90
328,a,91
329,f,92
330,h,92
331,a,92
332,k,92
333,n,92
334,w,92
335,f,93
336,h,93
337,k,93
338,n,93
339,a,93
340,w,93
341,g,94
342,a,94
343,at,94
344,q,94
345,a,95
346,g,96
347,at,96
348,a,96
349,q,96
350,a,97
351,a,98
352,f,98
353,h,98
354,v,98
355,k,98
356,n,98
357,f,99
358,a,99
359,u,99
360,h,99
361,n,99
362,k,99
363,h,100
364,f,100
365,a,100
366,n,100
367,k,100
368,v,100
369,g,101
370,a,101
371,at,101
372,q,101
373,g,102
374,a,102
375,ak,102
376,q,102
377,a,103
378,a,104
379,a,105
380,a,106
381,h,107
382,f,107
383,k,107
384,a,107
385,n,107
386,v,107
387,a,108
388,a,109
389,h,109
390,f,109
391,v,109
392,n,109
393,k,109
394,a,110
395,h,110
396,f,110
397,k,110
398,n,110
399,ar,110
400,a,111
401,g,111
402,at,111
403,q,111
404,a,112
405,a,113
406,h,114
407,a,114
408,f,114
409,n,114
410,k,114
411,ar,114
412,a,115
413,a,116
414,h,116
415,f,116
416,n,116
417,ar,116
418,k,116
419,f,117
420,h,117
421,a,117
422,n,117
423,k,117
424,ar,117
425,a,118
426,f,119
427,k,119
428,a,119
429,h,119
430,n,119
431,u,119
432,a,120
433,a,121
434,g,121
435,at,121
436,q,121
437,g,122
438,a,122
439,ak,122
440,q,122
441,a,123
442,a,124
443,h,124
444,f,124
445,k,124
446,n,124
447,ar,124
448,f,125
449,a,125
450,h,125
451,u,125
452,k,125
453,n,125
454,h,126
455,a,126
456,f,126
457,w,126
458,n,126
459,k,126
460,f,127
461,a,127
462,v,127
463,h,127
464,n,127
465,k,127
466,a,128
467,h,128
468,f,128
469,n,128
470,u,128
471,k,128
472,a,129
473,h,129
474,f,129
475,k,129
476,n,129
477,w,129
478,g,130
479,ak,130
480,a,130
481,q,130
482,a,131
483,g,132
484,at,132
485,a,132
486,q,132
487,a,133
488,f,134
489,k,134
490,w,134
491,h,134
492,a,134
493,n,134
494,f,135
495,a,135
496,h,135
497,n,135
498,k,135
499,w,135
500,a,136
501,a,137
502,g,137
503,at,137
504,q,137
505,a,138
506,h,139
507,a,139
508,f,139
509,u,139
510,k,139
511,n,139
512,f,140
513,h,140
514,k,140
515,ar,140
516,a,140
517,n,140
518,h,141
519,a,141
520,f,141
521,n,141
522,w,141
523,k,141
524,a,142
525,a,143
526,g,144
527,a,144
528,ak,144
529,q,144
530,g,145
531,a,145
532,at,145
533,q,145
534,g,146
535,at,146
536,a,146
537,q,146
538,h,147
539,a,147
540,f,147
541,k,147
542,u,147
543,n,147
544,a,148
545,a,149
546,g,149
547,at,149
548,q,149
549,f,150
550,h,150
551,n,150
552,ar,150
553,a,150
554,k,150
555,a,151
556,f,151
557,n,151
558,h,151
559,w,151
560,k,151
561,a,152
562,g,152
563,ak,152
564,q,152
565,a,153
566,a,154
567,g,154
568,at,154
569,q,154
570,a,155
571,g,156
572,a,156
573,ak,156
574,q,156
575,a,157
576,g,157
577,at,157
578,q,157
579,g,158
580,ak,158
581,a,158
582,q,158
583,h,159
584,f,159
585,a,159
586,n,159
587,w,159
588,k,159
589,a,160
590,f,160
591,h,160
592,n,160
593,k,160
594,w,160
595,a,161
596,f,162
597,h,162
598,n,162
599,a,162
600,k,162
601,ar,162
602,f,163
603,h,163
604,u,163
605,n,163
606,k,163
607,a,163
608,g,164
609,a,164
610,at,164
611,q,164
612,h,165
613,a,165
614,f,165
615,n,165
616,k,165
617,v,165
618,g,166
619,at,166
620,a,166
621,q,166
622,a,167
623,h,167
624,f,167
625,v,167
626,k,167
627,n,167
628,a,168
629,g,169
630,a,169
631,at,169
632,q,169
633,a,170
634,a,171
635,h,171
636,f,171
637,n,171
638,k,171
639,v,171
640,h,172
641,f,172
642,a,172
643,w,172
644,n,172
645,k,172
646,g,173
647,a,173
648,at,173
649,q,173
650,g,174
651,at,174
652,q,174
653,a,174
654,a,175
655,a,176
656,g,177
657,a,177
658,ak,177
659,q,177
660,a,178
661,a,179
662,g,179
663,ak,179
664,q,179
665,f,180
666,k,180
667,n,180
668,a,180
669,h,180
670,ar,180
671,a,181
672,a,182
673,a,183
674,f,183
675,h,183
676,n,183
677,ar,183
678,k,183
679,g,184
680,a,184
681,at,184
682,q,184
683,a,185
684,g,185
685,at,185
686,q,185
687,a,186
688,g,186
689,ak,186
690,q,186
691,a,187
692,f,187
693,n,187
694,k,187
695,ar,187
696,h,187
697,a,188
698,a,189
699,a,190
700,f,191
701,w,191
702,h,191
703,a,191
704,n,191
705,k,191
706,a,192
707,g,192
708,at,192
709,q,192
710,f,193
711,a,193
712,ar,193
713,k,193
714,n,193
715,h,193
716,f,194
717,k,194
718,n,194
719,u,194
720,a,194
721,h,194
722,h,195
723,a,195
724,f,195
725,u,195
726,n,195
727,k,195
728,h,196
729,f,196
730,a,196
731,v,196
732,k,196
733,n,196
734,a,197
735,g,197
736,at,197
737,q,197
738,h,198
739,a,198
740,f,198
741,u,198
742,k,198
743,n,198
744,a,199
745,a,200
746,g,200
747,at,200
748,q,200
749,g,201
750,a,201
751,ak,201
752,q,201
753,f,202
754,h,202
755,a,202
756,n,202
757,v,202
758,k,202
759,a,203
760,a,204
761,g,204
762,at,204
763,q,204
764,a,205
765,h,205
766,f,205
767,n,205
768,k,205
769,w,205
770,a,206
771,h,206
772,f,206
773,n,206
774,k,206
775,ar,206
776,a,207
777,h,208
778,a,208
779,f,208
780,v,208
781,k,208
782,n,208
783,a,209
784,h,209
785,f,209
786,ar,209
787,k,209
788,n,209
789,g,210
790,at,210
791,a,210
792,q,210
793,a,211
794,g,211
795,ak,211
796,q,211
797,g,212
798,ak,212
799,q,212
800,a,212
801,g,213
802,at,213
803,a,213
804,q,213
805,g,214
806,a,214
807,ak,214
808,q,214
809,a,215
810,a,216
811,g,216
812,ak,216
813,q,216
814,a,217
815,g,217
816,ak,217
817,q,217
818,h,218
819,a,218
820,f,218
821,n,218
822,k,218
823,w,218
824,g,219
825,a,219
826,at,219
827,q,219
828,a,220
829,a,221
830,a,222
831,a,223
832,h,223
833,f,223
834,n,223
835,k,223
836,w,223
837,h,224
838,a,224
839,f,224
840,n,224
841,k,224
842,u,224
843,g,225
844,a,225
845,at,225
846,q,225
847,g,226
848,a,226
849,at,226
850,q,226
851,h,227
852,f,227
853,a,227
854,k,227
855,n,227
856,v,227
857,a,228
858,a,229
859,a,230
860,g,230
861,at,230
862,q,230
863,a,231
864,a,232
865,f,233
866,h,233
867,w,233
868,a,233
869,k,233
870,n,233
871,g,234
872,a,234
873,at,234
874,q,234
875,a,235
876,f,235
877,v,235
878,h,235
879,k,235
880,n,235
881,a,236
882,a,237
883,a,238
884,a,239
885,f,240
886,u,240
887,k,240
888,n,240
889,a,240
890,h,240
891,g,241
892,a,241
893,at,241
894,q,241
895,a,242
896,a,243
897,g,243
898,ak,243
899,q,243
900,a,244
901,a,245
902,a,246
903,f,246
904,h,246
905,ar,246
906,n,246
907,k,246
908,a,247
909,g,248
910,ak,248
911,a,248
912,q,248
913,a,249
914,f,249
915,u,249
916,h,249
917,k,249
918,n,249
919,a,250
920,g,250
921,ak,250
922,q,250
923,a,251
924,g,251
925,at,251
926,q,251
927,g,252
928,ak,252
929,a,252
930,q,252
931,a,253
932,g,253
933,ak,253
934,q,253
935,a,254
936,g,254
937,at,254
938,q,254
