,event,case
0,h,0
1,f,0
2,u,0
3,k,0
4,n,0
5,f,1
6,h,1
7,n,1
8,k,1
9,v,1
10,f,2
11,ar,2
12,h,2
13,n,2
14,k,2
15,h,3
16,f,3
17,n,3
18,w,3
19,k,3
20,f,4
21,h,4
22,k,4
23,n,4
24,v,4
25,f,5
26,h,5
27,n,5
28,k,5
29,u,5
30,f,6
31,h,6
32,ar,6
33,k,6
34,n,6
35,f,7
36,k,7
37,w,7
38,h,7
39,n,7
40,f,8
41,ar,8
42,n,8
43,h,8
44,k,8
45,f,9
46,k,9
47,n,9
48,h,9
49,u,9
50,h,10
51,f,10
52,ar,10
53,k,10
54,n,10
55,f,11
56,h,11
57,n,11
58,k,11
59,ar,11
60,f,12
61,k,12
62,h,12
63,n,12
64,v,12
65,h,13
66,f,13
67,n,13
68,w,13
69,k,13
70,f,14
71,h,14
72,n,14
73,k,14
74,u,14
75,f,15
76,h,15
77,k,15
78,ar,15
79,n,15
80,h,16
81,f,16
82,k,16
83,v,16
84,n,16
85,f,17
86,h,17
87,n,17
88,v,17
89,k,17
90,h,18
91,f,18
92,n,18
93,ar,18
94,k,18
95,f,19
96,k,19
97,v,19
98,h,19
99,n,19
100,h,20
101,f,20
102,w,20
103,k,20
104,n,20
105,f,21
106,u,21
107,h,21
108,k,21
109,n,21
110,f,22
111,k,22
112,h,22
113,n,22
114,v,22
115,f,23
116,h,23
117,v,23
118,n,23
119,k,23
120,f,24
121,u,24
122,k,24
123,h,24
124,n,24
125,h,25
126,f,25
127,n,25
128,v,25
129,k,25
130,h,26
131,f,26
132,u,26
133,k,26
134,n,26
135,f,27
136,h,27
137,k,27
138,n,27
139,w,27
140,f,28
141,h,28
142,k,28
143,n,28
144,w,28
145,f,29
146,h,29
147,v,29
148,k,29
149,n,29
150,f,30
151,u,30
152,h,30
153,n,30
154,k,30
155,h,31
156,f,31
157,n,31
158,k,31
159,v,31
160,h,32
161,f,32
162,k,32
163,n,32
164,v,32
165,h,33
166,f,33
167,v,33
168,n,33
169,k,33
170,h,34
171,f,34
172,k,34
173,n,34
174,ar,34
175,h,35
176,f,35
177,n,35
178,k,35
179,ar,35
180,h,36
181,f,36
182,n,36
183,ar,36
184,k,36
185,f,37
186,h,37
187,n,37
188,k,37
189,ar,37
190,f,38
191,k,38
192,h,38
193,n,38
194,u,38
195,h,39
196,f,39
197,k,39
198,n,39
199,ar,39
200,f,40
201,h,40
202,u,40
203,k,40
204,n,40
205,h,41
206,f,41
207,w,41
208,n,41
209,k,41
210,f,42
211,v,42
212,h,42
213,n,42
214,k,42
215,h,43
216,f,43
217,n,43
218,u,43
219,k,43
220,h,44
221,f,44
222,k,44
223,n,44
224,w,44
225,f,45
226,k,45
227,w,45
228,h,45
229,n,45
230,f,46
231,h,46
232,n,46
233,k,46
234,w,46
235,h,47
236,f,47
237,u,47
238,k,47
239,n,47
240,f,48
241,h,48
242,k,48
243,ar,48
244,n,48
245,h,49
246,f,49
247,n,49
248,w,49
249,k,49
250,h,50
251,f,50
252,k,50
253,u,50
254,n,50
255,f,51
256,h,51
257,n,51
258,ar,51
259,k,51
260,f,52
261,n,52
262,h,52
263,w,52
264,k,52
265,h,53
266,f,53
267,n,53
268,w,53
269,k,53
270,f,54
271,h,54
272,n,54
273,k,54
274,w,54
275,f,55
276,h,55
277,n,55
278,k,55
279,ar,55
280,f,56
281,h,56
282,u,56
283,n,56
284,k,56
285,h,57
286,f,57
287,n,57
288,k,57
289,v,57
290,h,58
291,f,58
292,v,58
293,k,58
294,n,58
295,h,59
296,f,59
297,n,59
298,k,59
299,v,59
300,h,60
301,f,60
302,w,60
303,n,60
304,k,60
305,f,61
306,k,61
307,n,61
308,h,61
309,ar,61
310,f,62
311,h,62
312,n,62
313,ar,62
314,k,62
315,f,63
316,n,63
317,k,63
318,ar,63
319,h,63
320,f,64
321,w,64
322,h,64
323,n,64
324,k,64
325,f,65
326,ar,65
327,k,65
328,n,65
329,h,65
330,f,66
331,k,66
332,n,66
333,u,66
334,h,66
335,h,67
336,f,67
337,u,67
338,n,67
339,k,67
340,h,68
341,f,68
342,v,68
343,k,68
344,n,68
345,h,69
346,f,69
347,u,69
348,k,69
349,n,69
350,f,70
351,h,70
352,n,70
353,v,70
