,event,case
0,an,0
1,ao,0
2,x,0
3,d,0
4,ah,0
5,an,1
6,x,1
7,al,1
8,d,1
9,ah,1
10,al,2
11,an,2
12,x,2
13,d,2
14,ah,2
15,ao,3
16,d,3
17,ah,3
18,ao,4
19,an,4
20,x,4
21,d,4
22,ah,4
23,al,5
24,an,5
25,x,5
26,d,5
27,ah,5
28,an,6
29,ao,6
30,x,6
31,d,6
32,ah,6
33,al,7
34,d,7
35,ah,7
36,ao,8
37,d,8
38,ah,8
39,ao,9
40,d,9
41,ah,9
42,ao,10
43,d,10
44,ah,10
45,an,11
46,x,11
47,al,11
48,d,11
49,ah,11
50,an,12
51,x,12
52,ao,12
53,d,12
54,ah,12
55,ao,13
56,d,13
57,ah,13
58,an,14
59,x,14
60,al,14
61,d,14
62,ah,14
63,ao,15
64,d,15
65,ah,15
66,an,16
67,x,16
68,ao,16
69,d,16
70,ah,16
71,al,17
72,d,17
73,ah,17
74,ao,18
75,d,18
76,ah,18
77,al,19
78,d,19
79,ah,19
80,ao,20
81,d,20
82,ah,20
83,an,21
84,x,21
85,al,21
86,d,21
87,ah,21
88,an,22
89,x,22
90,al,22
91,d,22
92,ah,22
93,al,23
94,an,23
95,x,23
96,d,23
97,ah,23
98,al,24
99,d,24
100,ah,24
101,al,25
102,an,25
103,x,25
104,d,25
105,ah,25
106,ao,26
107,d,26
108,ah,26
109,an,27
110,al,27
111,x,27
112,d,27
113,ah,27
114,al,28
115,d,28
116,ah,28
117,an,29
118,x,29
119,ao,29
120,d,29
121,ah,29
122,al,30
123,d,30
124,ah,30
125,an,31
126,ao,31
127,x,31
128,d,31
129,ah,31
130,al,32
131,an,32
132,x,32
133,d,32
134,ah,32
135,an,33
136,x,33
137,al,33
138,d,33
139,ah,33
140,an,34
141,x,34
142,al,34
143,d,34
144,ah,34
145,al,35
146,d,35
147,ah,35
148,an,36
149,x,36
150,al,36
151,d,36
152,ah,36
153,al,37
154,d,37
155,ah,37
156,ao,38
157,d,38
158,ah,38
159,al,39
160,d,39
161,ah,39
162,ao,40
163,d,40
164,ah,40
165,ao,41
166,an,41
167,x,41
168,d,41
169,ah,41
170,ao,42
171,d,42
172,ah,42
173,ao,43
174,d,43
175,ah,43
176,al,44
177,d,44
178,ah,44
179,al,45
180,d,45
181,ah,45
182,ao,46
183,d,46
184,ah,46
185,ao,47
186,d,47
187,ah,47
188,an,48
189,x,48
190,ao,48
191,d,48
192,ah,48
193,ao,49
194,an,49
195,x,49
196,d,49
197,ah,49
198,al,50
199,d,50
200,ah,50
201,ao,51
202,d,51
203,ah,51
204,al,52
205,an,52
206,x,52
207,d,52
208,ah,52
209,an,53
210,x,53
211,al,53
212,d,53
213,ah,53
214,ao,54
215,d,54
216,ah,54
217,ao,55
218,d,55
219,ah,55
220,an,56
221,x,56
222,ao,56
223,d,56
224,ah,56
225,ao,57
226,d,57
227,ah,57
228,an,58
229,al,58
230,x,58
231,d,58
232,ah,58
233,ao,59
234,an,59
235,x,59
236,d,59
237,ah,59
238,al,60
239,an,60
240,x,60
241,d,60
242,ah,60
243,ao,61
244,d,61
245,ah,61
246,al,62
247,d,62
248,ah,62
249,al,63
250,d,63
251,ah,63
252,al,64
253,d,64
254,ah,64
255,al,65
256,d,65
257,ah,65
258,al,66
259,d,66
260,ah,66
261,an,67
262,al,67
263,x,67
264,d,67
265,ah,67
266,al,68
267,an,68
268,x,68
269,d,68
270,ah,68
271,ao,69
272,d,69
273,ah,69
274,an,70
275,x,70
276,ao,70
277,d,70
278,ah,70
279,an,71
280,x,71
281,al,71
282,d,71
283,ah,71
284,ao,72
285,d,72
286,ah,72
287,ao,73
288,d,73
289,ah,73
290,ao,74
291,an,74
292,x,74
293,d,74
294,ah,74
295,al,75
296,an,75
297,x,75
298,d,75
299,ah,75
300,ao,76
301,d,76
302,ah,76
303,al,77
304,an,77
305,x,77
306,d,77
307,ah,77
308,al,78
309,an,78
310,x,78
311,d,78
312,ah,78
313,an,79
314,x,79
315,al,79
316,d,79
317,ah,79
318,al,80
319,an,80
320,x,80
321,d,80
322,ah,80
323,an,81
324,x,81
325,al,81
326,d,81
327,ah,81
328,ao,82
329,d,82
330,ah,82
331,al,83
332,d,83
333,ah,83
334,al,84
335,d,84
336,ah,84
337,ao,85
338,d,85
339,ah,85
340,al,86
341,d,86
342,ah,86
343,ao,87
344,an,87
345,x,87
346,d,87
347,ah,87
348,al,88
349,an,88
350,x,88
351,d,88
352,ah,88
353,ao,89
354,an,89
355,x,89
356,d,89
357,ah,89
358,al,90
359,d,90
360,ah,90
361,al,91
362,d,91
363,ah,91
364,al,92
365,an,92
366,x,92
367,d,92
368,ah,92
369,an,93
370,x,93
371,al,93
372,d,93
373,ah,93
374,an,94
375,ao,94
376,x,94
377,d,94
378,ah,94
379,ao,95
380,d,95
381,ah,95
382,an,96
383,x,96
384,al,96
385,d,96
386,ah,96
387,ao,97
388,an,97
389,x,97
390,d,97
391,ah,97
392,al,98
393,d,98
394,ah,98
395,ao,99
396,d,99
397,ah,99
398,ao,100
399,an,100
400,x,100
401,d,100
402,ah,100
403,ao,101
404,d,101
405,ah,101
406,al,102
407,d,102
408,ah,102
409,al,103
410,d,103
411,ah,103
412,ao,104
413,an,104
414,x,104
415,d,104
416,ah,104
417,al,105
418,d,105
419,ah,105
420,an,106
421,x,106
422,ao,106
423,d,106
424,ah,106
425,ao,107
426,d,107
427,ah,107
428,ao,108
429,d,108
430,ah,108
431,al,109
432,an,109
433,x,109
434,d,109
435,ah,109
436,an,110
437,x,110
438,al,110
439,d,110
440,ah,110
441,al,111
442,d,111
443,ah,111
444,an,112
445,al,112
446,x,112
447,d,112
448,ah,112
449,an,113
450,ao,113
451,x,113
452,d,113
453,ah,113
454,an,114
455,ao,114
456,x,114
457,d,114
458,ah,114
459,al,115
460,an,115
461,x,115
462,d,115
463,ah,115
464,al,116
465,an,116
466,x,116
467,d,116
468,ah,116
469,ao,117
470,d,117
471,ah,117
472,an,118
473,x,118
474,al,118
475,d,118
476,ah,118
477,an,119
478,x,119
479,ao,119
480,d,119
481,ah,119
482,an,120
483,ao,120
484,x,120
485,d,120
486,ah,120
487,al,121
488,d,121
489,ah,121
490,al,122
491,an,122
492,x,122
493,d,122
494,ah,122
495,an,123
496,al,123
497,x,123
498,d,123
499,ah,123
500,al,124
501,d,124
502,ah,124
503,ao,125
