,event,case
0,am,0
1,c,0
2,r,0
3,b,0
4,y,0
5,ap,1
6,ag,1
7,z,1
8,p,1
9,r,1
10,b,1
11,e,1
12,c,2
13,am,2
14,r,2
15,b,2
16,p,3
17,e,3
18,am,4
19,c,4
20,b,4
21,r,4
22,p,5
23,ac,5
24,l,5
25,r,5
26,m,5
27,b,5
28,z,6
29,p,6
30,b,6
31,y,6
32,r,6
33,aj,7
34,l,7
35,ac,7
36,m,7
37,am,8
38,c,8
39,m,8
40,ag,9
41,ap,9
42,as,9
43,ad,9
44,aj,9
45,y,9
46,am,10
47,c,10
48,l,10
49,ac,10
50,m,10
51,c,11
52,am,11
53,r,11
54,b,11
55,m,11
56,am,12
57,c,12
58,b,12
59,r,12
60,y,12
61,z,13
62,p,13
63,m,13
64,ag,14
65,ap,14
66,aj,14
67,l,14
68,ac,14
69,r,14
70,b,14
71,y,14
72,aj,15
73,ac,15
74,l,15
75,m,15
76,ag,16
77,ap,16
78,c,16
79,am,16
80,b,16
81,r,16
82,am,17
83,c,17
84,l,17
85,ac,17
86,m,17
87,ag,18
88,ap,18
89,as,18
90,ad,18
91,aj,18
92,ac,18
93,l,18
94,e,18
95,c,19
96,am,19
97,ac,19
98,l,19
99,e,19
100,o,20
101,p,20
102,l,20
103,ac,20
104,z,21
105,p,21
106,l,21
107,ac,21
108,r,21
109,m,21
110,b,21
111,am,22
112,c,22
113,l,22
114,ac,22
115,m,22
116,b,22
117,r,22
118,am,23
119,c,23
120,l,23
121,ac,23
122,e,23
123,b,23
124,r,23
125,am,24
126,c,24
127,ag,25
128,ap,25
129,c,25
130,am,25
131,ac,25
132,l,25
133,y,25
134,b,25
135,r,25
136,am,26
137,c,26
138,ac,26
139,l,26
140,ap,27
141,ag,27
142,c,27
143,am,27
144,l,27
145,ac,27
146,b,27
147,m,27
148,r,27
149,ag,28
150,ap,28
151,aj,28
152,l,28
153,ac,28
154,e,28
155,am,29
156,c,29
157,e,29
158,b,29
159,r,29
160,ag,30
161,ap,30
162,aj,30
163,m,30
164,c,31
165,am,31
166,y,31
167,r,31
168,b,31
169,z,32
170,p,32
171,r,32
172,m,32
173,b,32
174,ap,33
175,ag,33
176,z,33
177,p,33
178,b,33
179,r,33
180,aj,34
181,r,34
182,b,34
183,m,34
184,ap,35
185,ag,35
186,o,35
187,p,35
188,y,35
189,p,36
190,l,36
191,ac,36
192,e,36
193,r,36
194,b,36
195,aj,37
196,e,37
197,ag,38
198,ap,38
199,aj,38
200,l,38
201,ac,38
202,p,39
203,ac,39
204,l,39
205,ap,40
206,as,40
207,ag,40
208,ad,40
209,aj,40
210,ac,40
211,l,40
212,e,40
213,ag,41
214,ap,41
215,am,41
216,c,41
217,r,41
218,b,41
219,am,42
220,c,42
221,aj,43
222,ac,43
223,l,43
224,m,43
225,am,44
226,c,44
227,y,44
228,am,45
229,c,45
230,e,45
231,aj,46
232,e,46
233,ag,47
234,ap,47
235,o,47
236,p,47
237,aj,48
238,l,48
239,ac,48
240,r,48
241,b,48
242,m,48
243,am,49
244,c,49
245,b,49
246,y,49
247,r,49
248,ag,50
249,ap,50
250,o,50
251,p,50
252,l,50
253,ac,50
254,e,50
255,z,51
256,p,51
257,l,51
258,ac,51
259,y,51
260,aj,52
261,ac,52
262,l,52
263,y,52
264,r,52
265,b,52
266,z,53
267,p,53
268,b,53
269,r,53
270,e,53
271,ap,54
272,as,54
273,ag,54
274,ad,54
275,p,54
276,y,54
277,ag,55
278,as,55
279,ad,55
280,ap,55
281,o,55
282,p,55
283,ac,55
284,l,55
285,ag,56
286,ap,56
287,aj,56
288,l,56
289,ac,56
290,b,56
291,y,56
292,r,56
293,c,57
294,am,57
295,ap,58
296,as,58
297,ag,58
298,ad,58
299,c,58
300,am,58
301,b,58
302,r,58
303,c,59
304,am,59
305,r,59
306,b,59
307,y,59
308,aj,60
309,e,60
310,r,60
311,b,60
312,ag,61
313,ap,61
314,o,61
315,p,61
316,l,61
317,ac,61
318,m,61
319,ap,62
320,ag,62
321,aj,62
322,y,62
323,z,63
324,p,63
325,ac,63
326,l,63
