,event,case
0,ab,0
1,d$1,0
2,ar,0
3,p$1,0
4,l,0
5,aq,0
6,ab,1
7,ac,1
8,ah,1
9,ab,2
10,ao,2
11,ac,2
12,i,2
13,b$0,2
14,ah,2
15,as,2
16,ar,3
17,ab,3
18,ao,3
19,p$1,3
20,b$0,3
21,l,3
22,i,3
23,aq,3
24,as,3
25,ao,4
26,i,4
27,b$0,4
28,aa,4
29,ab,5
30,ar,5
31,p$1,5
32,l,5
33,aq,5
34,ao,6
35,b$0,6
36,ar,6
37,ab,6
38,i,6
39,p$1,6
40,l,6
41,aa,6
42,aq,6
43,ac,7
44,ah,7
45,ao,7
46,ab,7
47,b$0,7
48,i,7
49,aa,7
50,ab,8
51,ac,8
52,ah,8
53,ab,9
54,ac,9
55,ao,10
56,b$0,10
57,ab,10
58,i,10
59,ar,10
60,as,10
61,p$1,10
62,l,10
63,aq,10
64,ao,11
65,i,11
66,b$0,11
67,as,11
68,ac,11
69,ab,12
70,ao,12
71,b$0,12
72,i,12
73,aa,12
74,ab,13
75,ab,14
76,d$1,14
77,ar,14
78,p$1,14
79,l,14
80,aq,14
81,ao,15
82,i,15
83,b$0,15
84,ab,15
85,as,15
86,ao,16
87,b$0,16
88,i,16
89,ab,16
90,aa,16
91,ar,16
92,p$1,16
93,l,16
94,aq,16
95,ar,17
96,ab,17
97,p$1,17
98,l,17
99,aq,17
100,ar,18
101,p$1,18
102,ab,18
103,l,18
104,aq,18
105,ac,19
106,ah,19
107,ab,19
108,ao,19
109,b$0,19
110,i,19
111,as,19
112,ab,20
113,ab,21
114,ac,21
115,ah,21
116,ac,22
117,ao,22
118,ab,22
119,ah,22
120,i,22
121,b$0,22
122,aa,22
123,ao,23
124,b$0,23
125,i,23
126,as,23
127,ab,23
128,ar,23
129,p$1,23
130,l,23
131,aq,23
132,ab,24
133,ao,24
134,ac,24
135,i,24
136,b$0,24
137,ah,24
138,as,24
139,ab,25
140,ar,25
141,p$1,25
142,l,25
143,aq,25
144,ab,26
145,ao,26
146,b$0,26
147,i,26
148,aa,26
149,ac,27
150,ah,27
151,ab,27
152,ar,28
153,ab,28
154,p$1,28
155,l,28
156,aq,28
157,ab,29
158,ab,30
159,d$1,30
160,ar,30
161,p$1,30
162,l,30
163,aq,30
164,ab,31
165,ao,31
166,b$0,31
167,i,31
168,aa,31
169,ao,32
170,i,32
171,b$0,32
172,ab,32
173,ac,32
174,ao,33
175,b$0,33
176,ar,33
177,i,33
178,ab,33
179,p$1,33
180,l,33
181,as,33
182,ao,34
183,ab,34
184,ar,34
185,i,34
186,b$0,34
187,p$1,34
188,l,34
189,as,34
190,aq,34
191,ab,35
192,ao,35
193,i,35
194,b$0,35
195,aa,35
196,ab,36
197,ar,36
198,p$1,36
199,l,36
200,aq,36
201,ac,37
202,ab,37
203,ah,37
204,ar,38
205,ab,38
206,p$1,38
207,l,38
208,aq,38
209,ab,39
210,ar,39
211,p$1,39
212,l,39
213,aq,39
214,ao,40
215,b$0,40
216,ab,40
217,i,40
218,as,40
219,ao,41
220,i,41
221,ab,41
222,b$0,41
223,as,41
224,ab,42
225,ar,42
226,p$1,42
227,l,42
228,aq,42
229,ac,43
230,ao,43
231,ah,43
232,i,43
233,ab,43
234,b$0,43
235,ao,44
236,i,44
237,ab,44
238,d$1,44
239,b$0,44
240,ar,44
241,as,44
242,p$1,44
243,l,44
244,aq,44
245,ao,45
246,ab,45
247,ar,45
248,b$0,45
249,i,45
250,p$1,45
251,l,45
252,aa,45
253,aq,45
254,ar,46
255,ab,46
256,p$1,46
257,l,46
258,aq,46
259,ab,47
260,ac,48
261,ah,48
262,ab,48
263,ao,49
264,i,49
265,ab,49
266,ar,49
267,p$1,49
268,b$0,49
269,l,49
270,as,49
271,aq,49
272,ao,50
273,i,50
274,b$0,50
275,as,50
276,ab,50
277,ar,50
278,p$1,50
279,l,50
280,aq,50
281,ac,51
282,ah,51
283,ab,51
284,ao,52
285,ab,52
286,i,52
287,ac,52
288,ah,52
289,b$0,52
290,as,52
291,ab,53
292,ar,53
293,p$1,53
294,l,53
295,aq,53
296,ab,54
297,ao,54
298,b$0,54
299,d$1,54
300,i,54
301,ar,54
302,aa,54
303,p$1,54
304,l,54
305,aq,54
306,ab,55
307,ac,55
308,ao,55
309,ah,55
310,b$0,55
311,i,55
312,as,55
313,ar,56
314,ao,56
315,p$1,56
316,i,56
317,ab,56
318,l,56
319,b$0,56
320,aa,56
321,aq,56
322,ar,57
323,ab,57
324,p$1,57
325,ao,57
326,i,57
327,b$0,57
328,l,57
329,aa,57
330,aq,57
331,ab,58
332,ar,58
333,p$1,58
334,l,58
335,aq,58
336,ao,59
337,i,59
338,ar,59
339,ab,59
340,b$0,59
341,aa,59
342,p$1,59
343,l,59
344,aq,59
345,ab,60
346,d$1,60
347,ao,60
348,ar,60
349,i,60
350,b$0,60
351,as,60
352,p$1,60
353,l,60
354,ab,61
355,ac,61
356,ah,61
357,ar,62
358,p$1,62
359,ab,62
360,l,62
361,aq,62
362,ao,63
363,ac,63
364,ah,63
365,i,63
366,b$0,63
367,aa,63
368,ab,63
369,ab,64
370,ac,64
371,ah,64
372,ab,65
373,d$1,65
374,ar,65
375,p$1,65
376,l,65
377,aq,65
378,ao,66
379,i,66
380,ab,66
381,b$0,66
382,ar,66
383,as,66
384,p$1,66
385,l,66
386,aq,66
387,ab,67
388,d$1,67
389,ac,67
390,ah,67
391,ab,68
392,ab,69
393,ac,69
394,ah,69
395,ar,70
396,p$1,70
397,ab,70
398,l,70
399,ao,71
400,b$0,71
401,i,71
402,ab,71
403,as,71
404,ao,72
405,av$1,72
406,ab,72
407,b$0,72
408,ar,72
409,i,72
410,p$1,72
411,as,72
412,l,72
413,aq,72
414,ac,73
415,ah,73
416,ab,73
417,ao,74
418,b$0,74
419,ab,74
420,i,74
421,as,74
422,ar,74
423,p$1,74
424,l,74
425,aq,74
426,ao,75
427,b$0,75
428,i,75
429,ab,75
430,as,75
431,d$1,75
432,ar,75
433,p$1,75
434,l,75
435,aq,75
436,ao,76
437,ar,76
438,ab,76
439,p$1,76
440,l,76
441,aq,76
442,i,76
443,b$0,76
444,aa,76
445,ar,77
446,p$1,77
447,l,77
448,aq,77
449,ab,77
450,ab,78
451,ao,78
452,i,78
453,b$0,78
454,as,78
455,ao,79
456,b$0,79
457,i,79
458,as,79
459,ab,79
460,ao,80
461,ab,80
462,b$0,80
463,i,80
464,as,80
465,ab,81
466,ab,82
467,ar,82
468,p$1,82
469,l,82
470,aq,82
471,ab,83
472,ac,84
473,ah,84
474,ab,84
475,ab,85
476,ar,85
477,p$1,85
478,l,85
479,aq,85
480,ab,86
481,d$1,86
482,ar,86
483,p$1,86
484,l,86
485,aq,86
486,ab,87
487,ar,87
488,p$1,87
489,l,87
490,aq,87
491,ar,88
492,ao,88
493,ar,89
494,ao,89
495,p$1,89
496,i,89
497,ab,89
498,l,89
499,aq,89
500,b$0,89
501,as,89
502,ab,90
503,ao,90
504,b$0,90
505,i,90
506,as,90
507,ab,91
508,d$1,91
509,ao,91
510,i,91
511,b$0,91
512,as,91
513,ab,92
514,d$1,92
515,ar,92
516,p$1,92
517,l,92
518,aq,92
519,ao,93
520,ac,93
521,i,93
522,b$0,93
523,ah,93
524,ab,93
525,aa,93
526,ab,94
527,ac,94
528,ah,94
529,ac,95
530,ab,95
531,ah,95
532,ao,95
533,b$0,95
534,i,95
535,aa,95
536,ab,96
537,ab,97
538,ar,98
539,ab,98
540,p$1,98
541,l,98
542,aq,98
543,ab,99
544,ar,99
545,p$1,99
546,l,99
547,aq,99
548,ab,100
549,ar,100
550,p$1,100
551,l,100
552,aq,100
553,ar,101
554,ab,101
555,p$1,101
556,l,101
557,aq,101
558,ab,102
559,d$1,102
560,ar,102
561,p$1,102
562,l,102
563,aq,102
564,ao,103
565,b$0,103
566,ab,103
567,i,103
568,as,103
569,ab,104
570,ao,104
571,d$1,104
572,i,104
573,b$0,104
574,ar,104
575,aa,104
576,p$1,104
577,l,104
578,aq,104
579,ar,105
580,ab,105
581,p$1,105
582,l,105
583,aq,105
