,event,case
0,1,0
1,2,0
2,0,0
3,1,1
4,2,1
5,0,1
6,1,2
7,2,2
8,1,3
9,2,3
10,0,3
11,1,4
12,2,4
13,0,4
14,1,5
15,2,5
16,0,5
17,1,6
18,2,6
19,0,6
20,1,7
21,2,7
22,0,7
23,1,8
24,2,8
25,0,8
26,1,9
27,2,9
28,0,9
29,1,10
30,2,10
31,0,10
32,1,11
33,2,11
34,1,12
35,2,12
36,0,12
37,1,13
38,2,13
39,0,13
40,1,14
41,2,14
42,0,14
43,1,15
44,2,15
45,0,15
46,1,16
47,2,16
48,0,16
49,1,17
50,2,17
51,0,17
52,1,18
53,1,19
54,2,19
55,0,19
56,1,20
57,2,20
58,0,20
59,1,21
60,2,21
61,0,21
62,1,22
63,2,23
64,1,23
65,0,23
66,1,24
67,2,24
68,0,24
69,1,25
70,2,25
71,0,25
72,1,26
73,2,26
74,1,27
75,2,27
76,0,27
77,1,28
78,2,28
79,0,28
80,1,29
81,2,29
82,0,29
83,1,30
84,2,30
85,0,30
86,1,31
87,1,32
88,2,32
89,0,32
90,1,33
91,2,33
92,0,33
93,1,34
94,2,34
95,1,35
96,2,35
97,0,35
98,1,36
99,2,36
100,0,36
101,1,37
102,2,37
103,0,37
104,1,38
105,2,38
106,0,38
107,1,39
108,1,40
109,2,40
110,1,41
111,2,41
112,0,41
113,1,42
114,2,42
115,0,42
116,1,43
117,2,43
118,0,43
119,1,44
120,2,44
121,0,44
122,1,45
123,2,45
124,0,45
125,1,46
126,2,46
127,0,46
128,1,47
129,1,48
130,2,48
131,0,48
132,1,49
133,2,49
134,0,49
135,1,50
136,2,50
137,0,50
138,1,51
139,2,51
140,0,51
141,1,52
142,2,52
143,0,52
144,1,53
145,2,53
146,0,53
147,1,54
148,2,54
149,0,54
150,1,55
151,2,55
152,0,55
153,1,56
154,1,57
155,2,57
156,0,57
157,1,58
158,2,58
159,0,58
160,1,59
161,2,59
162,0,59
163,1,60
164,2,60
165,1,61
166,1,62
167,2,62
168,0,62
169,1,63
170,2,63
171,0,63
172,1,64
173,2,64
174,0,64
175,2,65
176,1,65
177,0,65
178,1,66
179,2,66
180,0,66
181,1,67
182,2,67
183,0,67
184,1,68
185,2,68
186,0,68
187,1,69
188,2,69
189,0,69
190,1,70
191,2,70
192,0,70
193,1,71
194,2,71
195,0,71
196,1,72
197,2,72
198,0,72
199,1,73
200,2,73
201,0,73
202,1,74
203,2,74
204,0,74
205,1,75
206,2,75
207,0,75
208,2,76
209,1,76
210,0,76
211,1,77
212,2,77
213,0,77
214,1,78
215,2,78
216,0,78
217,1,79
218,2,79
219,0,79
220,1,80
221,2,80
222,0,80
223,1,81
224,2,81
225,0,81
226,1,82
227,2,82
228,0,82
229,1,83
230,2,83
231,0,83
232,1,84
233,2,84
234,0,84
235,1,85
236,2,85
237,0,85
238,1,86
239,2,86
240,0,86
241,1,87
242,2,87
243,1,88
244,2,88
245,0,88
246,1,89
247,2,89
248,0,89
249,1,90
250,2,90
251,0,90
252,1,91
253,2,91
254,0,91
255,1,92
256,2,92
257,0,92
258,1,93
259,2,93
260,0,93
261,1,94
262,2,94
263,0,94
264,1,95
265,1,96
266,2,96
267,0,96
268,1,97
269,2,97
270,0,97
271,1,98
272,2,98
273,0,98
274,1,99
275,2,99
276,0,99
