,event,case
0,0,0
1,6,0
2,5,0
3,1,0
4,2,0
5,0,1
6,6,1
7,5,1
8,1,1
9,4,1
10,6,2
11,0,2
12,5,2
13,1,2
14,2,2
15,6,3
16,0,3
17,3,3
18,1,3
19,5,3
20,4,3
21,0,4
22,6,4
23,5,4
24,1,4
25,2,4
26,6,5
27,5,5
28,1,5
29,0,5
30,2,5
31,6,6
32,0,6
33,3,6
34,1,6
35,5,6
36,4,6
37,0,7
38,3,7
39,6,7
40,1,7
41,5,7
42,4,7
43,0,8
44,6,8
45,1,8
46,4,8
47,6,9
48,0,9
49,5,9
50,1,9
51,2,9
52,0,10
53,6,10
54,5,10
55,1,10
56,4,10
57,0,11
58,6,11
59,3,11
60,1,11
61,5,11
62,2,11
63,0,12
64,3,12
65,1,12
66,5,12
67,4,12
68,0,13
69,3,13
70,1,13
71,5,13
72,4,13
73,6,14
74,0,14
75,1,14
76,2,14
77,0,15
78,3,15
79,1,15
80,2,15
81,0,16
82,3,16
83,1,16
84,5,16
85,4,16
86,0,17
87,3,17
88,1,17
89,5,17
90,4,17
91,0,18
92,3,18
93,1,18
94,5,18
95,4,18
96,0,19
97,3,19
98,1,19
99,2,19
100,0,20
101,3,20
102,1,20
103,5,20
104,4,20
105,0,21
106,3,21
107,1,21
108,5,21
109,4,21
110,0,22
111,3,22
112,6,22
113,1,22
114,5,22
115,4,22
116,6,23
117,0,23
118,5,23
119,1,23
120,2,23
121,0,24
122,6,24
123,5,24
124,1,24
125,2,24
126,6,25
127,0,25
128,1,25
129,4,25
130,6,26
131,5,26
132,1,26
133,0,26
134,2,26
135,0,27
136,3,27
137,1,27
138,5,27
139,0,28
140,3,28
141,1,28
142,5,28
143,4,28
144,6,29
145,5,29
146,0,29
147,1,29
148,6,30
149,5,30
150,0,30
151,1,30
152,2,30
153,0,31
154,6,31
155,3,31
156,1,31
157,2,31
158,0,32
159,6,32
160,5,32
161,1,32
162,4,32
163,6,33
164,0,33
165,5,33
166,1,33
167,2,33
168,6,34
169,5,34
170,1,34
171,2,34
172,0,34
173,6,35
174,1,35
175,4,35
176,0,35
177,6,36
178,5,36
179,0,36
180,1,36
181,4,36
182,0,37
183,3,37
184,1,37
185,5,37
186,4,37
187,6,38
188,0,38
189,1,38
190,4,38
191,6,39
192,0,39
193,3,39
194,1,39
195,5,39
196,4,39
197,0,40
198,3,40
199,1,40
200,5,40
201,4,40
202,0,41
203,3,41
204,6,41
205,1,41
206,5,41
207,4,41
208,6,42
209,5,42
210,1,42
211,0,42
212,2,42
213,0,43
214,3,43
215,1,43
216,5,43
217,4,43
218,0,44
219,6,44
220,5,44
221,1,44
222,2,44
223,6,45
224,5,45
225,0,45
226,1,45
227,4,45
228,0,46
229,6,46
230,5,46
231,1,46
232,4,46
233,0,47
234,3,47
235,1,47
236,5,47
237,4,47
238,0,48
239,3,48
240,1,48
241,5,48
242,2,48
243,0,49
244,3,49
245,1,49
246,5,49
247,2,49
248,6,50
249,0,50
250,5,50
251,1,50
252,2,50
253,6,51
254,0,51
255,5,51
256,1,51
257,2,51
258,0,52
259,3,52
260,1,52
261,5,52
262,2,52
263,6,53
264,0,53
265,1,53
266,2,53
267,0,54
268,3,54
269,1,54
270,5,54
271,2,54
272,6,55
273,0,55
274,3,55
275,1,55
276,5,55
277,2,55
278,6,56
279,5,56
280,1,56
281,2,56
282,0,56
283,0,57
284,6,57
285,3,57
286,1,57
287,5,57
288,6,58
289,0,58
290,3,58
291,1,58
292,5,58
293,4,58
294,6,59
295,0,59
296,5,59
297,1,59
298,4,59
299,0,60
300,3,60
301,1,60
302,5,60
303,4,60
304,0,61
305,3,61
306,1,61
307,5,61
308,4,61
309,0,62
310,3,62
311,1,62
312,5,62
313,4,62
314,0,63
315,3,63
316,1,63
317,5,63
318,4,63
319,0,64
320,3,64
321,1,64
322,5,64
323,4,64
324,6,65
325,0,65
326,3,65
327,1,65
328,5,65
329,2,65
330,0,66
331,6,66
332,5,66
333,1,66
334,2,66
335,6,67
336,0,67
337,5,67
338,1,67
339,2,67
340,0,68
341,6,68
342,5,68
343,1,68
344,2,68
345,0,69
346,3,69
347,1,69
348,5,69
349,2,69
350,0,70
351,6,70
352,3,70
353,1,70
354,5,70
355,4,70
356,0,71
357,3,71
358,1,71
359,5,71
360,2,71
361,6,72
362,0,72
363,5,72
364,1,72
365,2,72
366,6,73
367,0,73
368,3,73
369,1,73
370,5,73
371,2,73
372,0,74
373,6,74
374,3,74
375,1,74
376,5,74
377,2,74
378,0,75
379,6,75
380,3,75
381,1,75
382,5,75
383,4,75
384,0,76
385,3,76
386,1,76
387,5,76
388,4,76
389,0,77
390,3,77
391,1,77
392,5,77
393,2,77
394,0,78
395,3,78
396,1,78
397,5,78
398,2,78
399,0,79
400,3,79
401,1,79
402,5,79
403,2,79
404,0,80
405,3,80
406,1,80
407,5,80
408,2,80
409,6,81
410,5,81
411,0,81
412,1,81
413,2,81
414,6,82
415,5,82
416,1,82
417,0,82
418,4,82
419,0,83
420,6,83
421,1,83
422,4,83
423,6,84
424,0,84
425,5,84
426,1,84
427,4,84
428,0,85
429,3,85
430,1,85
431,5,85
432,2,85
433,0,86
434,6,86
435,5,86
436,1,86
437,2,86
438,0,87
439,3,87
440,1,87
441,5,87
442,2,87
443,0,88
444,6,88
445,5,88
446,1,88
447,2,88
448,0,89
449,6,89
450,3,89
451,1,89
452,5,89
453,2,89
454,6,90
455,0,90
456,3,90
457,1,90
458,5,90
459,2,90
460,0,91
461,3,91
462,1,91
463,5,91
464,2,91
465,6,92
466,5,92
467,0,92
468,1,92
469,2,92
470,6,93
471,0,93
472,3,93
473,1,93
474,5,93
475,4,93
476,6,94
477,0,94
478,5,94
479,1,94
480,2,94
481,0,95
482,3,95
483,1,95
484,5,95
485,2,95
486,6,96
487,0,96
488,3,96
489,1,96
490,5,96
491,4,96
492,6,97
493,5,97
494,0,97
495,0,98
496,3,98
497,1,98
498,5,98
499,4,98
500,0,99
501,6,99
502,5,99
503,1,99
504,2,99
505,6,100
506,0,100
507,3,100
508,1,100
509,5,100
510,4,100
511,0,101
512,3,101
513,6,101
514,1,101
515,5,101
516,2,101
517,6,102
518,5,102
519,0,102
520,1,102
521,4,102
522,0,103
523,6,103
524,5,103
525,1,103
526,4,103
527,0,104
528,6,104
529,3,104
530,1,104
531,5,104
532,4,104
533,0,105
534,3,105
535,1,105
536,5,105
537,4,105
538,0,106
539,6,106
540,5,106
541,1,106
542,2,106
543,0,107
544,6,107
545,5,107
546,1,107
547,2,107
548,6,108
549,0,108
550,1,108
551,4,108
552,6,109
553,5,109
554,0,109
555,1,109
556,2,109
557,0,110
558,6,110
559,5,110
560,1,110
561,2,110
562,0,111
563,3,111
564,1,111
565,5,111
566,4,111
567,0,112
568,6,112
569,5,112
570,1,112
571,2,112
572,0,113
573,3,113
574,1,113
575,5,113
576,2,113
577,0,114
578,6,114
579,5,114
580,1,114
581,2,114
582,0,115
583,6,115
584,3,115
585,1,115
586,5,115
587,4,115
588,0,116
589,6,116
590,3,116
591,1,116
592,5,116
593,2,116
594,6,117
595,0,117
596,3,117
597,1,117
598,5,117
599,4,117
600,6,118
601,0,118
602,3,118
603,1,118
604,5,118
605,2,118
606,0,119
607,6,119
608,5,119
609,1,119
610,4,119
611,0,120
612,6,120
613,5,120
614,1,120
615,4,120
616,0,121
617,3,121
618,1,121
619,5,121
620,4,121
621,6,122
622,5,122
623,0,122
624,1,122
625,4,122
626,6,123
627,1,123
628,2,123
629,0,123
630,0,124
631,6,124
632,3,124
633,1,124
634,5,124
635,2,124
636,0,125
637,6,125
638,5,125
639,1,125
640,6,126
641,0,126
642,5,126
643,1,126
644,4,126
645,0,127
646,3,127
647,1,127
648,5,127
649,4,127
650,0,128
651,3,128
652,1,128
653,4,128
654,6,129
655,5,129
656,0,129
657,1,129
658,2,129
659,6,130
660,1,130
661,0,130
662,2,130
663,6,131
664,5,131
665,0,131
666,1,131
667,4,131
668,0,132
669,6,132
670,1,132
671,4,132
672,6,133
673,0,133
674,1,133
675,4,133
676,0,134
677,6,134
678,5,134
679,1,134
680,2,134
681,0,135
682,3,135
683,1,135
684,5,135
685,4,135
686,0,136
687,6,136
688,3,136
689,1,136
690,5,136
691,4,136
692,0,137
693,3,137
694,1,137
695,5,137
696,2,137
697,6,138
698,0,138
699,3,138
700,1,138
701,5,138
702,2,138
703,6,139
704,0,139
705,5,139
706,1,139
707,4,139
708,0,140
709,3,140
710,1,140
711,5,140
712,2,140
713,6,141
714,0,141
715,3,141
716,1,141
717,2,141
718,6,142
719,0,142
720,3,142
721,1,142
722,5,142
723,4,142
724,6,143
725,0,143
726,5,143
727,1,143
728,2,143
729,6,144
730,5,144
731,0,144
732,1,144
733,2,144
734,6,145
735,0,145
736,3,145
737,1,145
738,4,145
739,6,146
740,5,146
741,0,146
742,1,146
743,2,146
744,6,147
745,0,147
746,5,147
747,1,147
748,4,147
749,6,148
750,0,148
751,5,148
752,1,148
753,4,148
754,0,149
755,6,149
756,5,149
757,1,149
758,4,149
759,0,150
760,3,150
761,1,150
762,5,150
763,4,150
764,0,151
765,6,151
766,5,151
767,1,151
768,2,151
769,6,152
770,0,152
771,1,152
772,2,152
773,6,153
774,0,153
775,5,153
776,1,153
777,4,153
778,0,154
779,3,154
780,1,154
781,5,154
782,2,154
783,0,155
784,6,155
785,5,155
786,1,155
787,2,155
788,0,156
789,3,156
790,1,156
791,5,156
792,2,156
793,6,157
794,0,157
795,5,157
796,1,157
797,4,157
798,0,158
799,6,158
800,5,158
801,1,158
802,2,158
803,0,159
804,6,159
805,5,159
806,1,159
807,4,159
808,0,160
809,3,160
810,1,160
811,5,160
812,4,160
813,0,161
