,event,case
0,d,0
1,e,1
2,s,1
3,d,2
4,al,3
5,v,3
6,ap,3
7,af,3
8,e,3
9,s,3
10,d,4
11,p,5
12,d,5
13,al,6
14,e,6
15,s,6
16,al,7
17,e,7
18,s,7
19,e,8
20,s,8
21,d,9
22,v,10
23,af,10
24,ap,10
25,e,10
26,s,10
27,al,11
28,d,11
29,al,12
30,e,12
31,s,12
32,al,13
33,e,13
34,s,13
35,d,14
36,al,15
37,d,15
38,al,16
39,e,16
40,s,16
41,al,17
42,e,17
43,s,17
44,al,18
45,ar,18
46,e,18
47,s,18
48,al,19
49,d,19
50,al,20
51,e,20
52,s,20
53,al,21
54,ar,21
55,e,21
56,s,21
57,al,22
58,p,22
59,e,22
60,s,22
61,ap,23
62,v,23
63,af,23
64,d,23
65,af,24
66,ap,24
67,v,24
68,d,24
69,e,25
70,s,25
71,d,26
72,al,27
73,e,27
74,s,27
75,al,28
76,e,28
77,s,28
78,d,29
79,d,30
80,al,31
81,d,31
82,p,32
83,e,32
84,s,32
85,d,33
86,d,34
87,e,35
88,s,35
89,e,36
90,s,36
91,al,37
92,e,37
93,s,37
94,e,38
95,s,38
96,al,39
97,e,39
98,s,39
99,al,40
100,ap,40
101,af,40
102,v,40
103,e,40
104,s,40
105,al,41
106,e,41
107,s,41
108,p,42
109,d,42
110,al,43
111,e,43
112,s,43
113,ar,44
114,d,44
115,e,45
116,s,45
117,ap,46
118,v,46
119,af,46
120,e,46
121,s,46
122,al,47
123,e,47
124,s,47
125,al,48
126,d,48
127,al,49
128,d,49
129,d,50
130,af,51
131,v,51
132,ap,51
133,d,51
134,al,52
135,ap,52
136,af,52
137,v,52
138,d,52
139,d,53
140,al,54
141,p,54
142,d,54
143,al,55
144,d,55
145,d,56
146,al,57
147,p,57
148,e,57
149,al,58
150,e,58
151,s,58
152,v,59
153,ap,59
154,af,59
155,e,59
156,s,59
157,al,60
158,ar,60
159,e,60
160,s,60
161,al,61
162,e,61
163,s,61
164,al,62
165,e,62
166,s,62
167,al,63
168,af,63
169,ap,63
170,v,63
171,e,63
172,s,63
173,al,64
174,e,64
175,s,64
176,al,65
177,d,65
178,d,66
179,d,67
180,ar,68
181,d,68
182,al,69
183,d,69
184,al,70
185,e,70
186,s,70
187,al,71
188,v,71
189,ap,71
190,af,71
191,d,71
192,p,72
193,d,72
194,al,73
195,d,73
196,al,74
197,d,74
198,al,75
199,p,75
200,e,75
201,s,75
202,al,76
203,e,76
204,s,76
205,al,77
206,d,77
207,al,78
208,d,78
209,al,79
210,af,79
211,v,79
212,ap,79
213,d,79
214,al,80
215,d,80
216,d,81
217,e,82
218,s,82
219,e,83
220,s,83
221,e,84
222,s,84
223,al,85
224,d,85
225,ar,86
226,d,86
227,al,87
