,event,case
0,an,0
1,ab,0
2,x,0
3,ab,1
4,an,1
5,x,1
6,x,2
7,an,2
8,z,2
9,an,3
10,z,3
11,x,3
12,an,4
13,x,4
14,ab,4
15,ab,5
16,x,5
17,an,5
18,z,6
19,an,6
20,x,6
21,ab,7
22,an,7
23,x,7
24,x,8
25,an,8
26,ab,8
27,z,9
28,an,9
29,x,9
30,an,10
31,x,10
32,ab,10
33,x,11
34,an,11
35,z,11
36,an,12
37,x,12
38,z,12
39,z,13
40,an,13
41,x,13
42,x,14
43,ab,14
44,an,14
45,an,15
46,ab,15
47,x,15
48,an,16
49,z,16
50,x,16
51,x,17
52,ab,17
53,an,17
54,an,18
55,x,18
56,ab,18
57,x,19
58,ab,19
59,an,19
60,an,20
61,x,20
62,ab,20
63,z,21
64,x,21
65,an,21
66,x,22
67,an,22
68,ab,22
69,an,23
70,ab,23
71,x,23
72,ab,24
73,x,24
74,an,24
75,an,25
76,ab,25
77,x,25
78,x,26
79,ab,26
80,an,26
81,x,27
82,an,27
83,ab,27
84,x,28
85,ab,28
86,an,28
87,an,29
88,x,29
89,z,29
90,an,30
91,ab,30
92,x,30
93,z,31
94,x,31
95,an,31
96,z,32
97,an,32
98,x,32
99,x,33
100,an,33
101,z,33
102,x,34
103,ab,34
104,an,34
105,an,35
106,x,35
107,ab,35
108,ab,36
109,an,36
110,x,36
111,ab,37
112,an,37
113,x,37
114,x,38
115,an,38
116,z,38
117,an,39
118,x,39
119,z,39
120,z,40
121,an,40
122,x,40
123,x,41
124,an,41
125,z,41
126,z,42
127,an,42
128,x,42
129,an,43
130,ab,43
131,x,43
132,an,44
133,z,44
134,x,44
135,an,45
136,ab,45
137,x,45
138,x,46
139,ab,46
140,an,46
141,ab,47
142,an,47
143,x,47
144,x,48
145,ab,48
146,an,48
147,ab,49
148,x,49
149,an,49
150,ab,50
151,x,50
152,an,50
153,an,51
154,z,51
155,x,51
156,z,52
157,x,52
158,an,52
159,x,53
160,an,53
161,ab,53
162,z,54
163,an,54
164,x,54
165,x,55
166,an,55
167,z,55
168,ab,56
169,an,56
170,x,56
171,x,57
172,an,57
173,z,57
174,an,58
175,z,58
176,x,58
177,x,59
178,an,59
179,z,59
180,z,60
181,x,60
182,an,60
183,x,61
184,an,61
185,ab,61
186,an,62
187,z,62
188,x,62
189,an,63
190,x,63
191,z,63
192,x,64
193,an,64
194,ab,64
195,an,65
196,ab,65
197,x,65
198,an,66
199,x,66
200,z,66
201,x,67
202,z,67
203,an,67
204,an,68
205,ab,68
206,x,68
207,z,69
208,x,69
209,an,69
210,x,70
211,ab,70
212,an,70
213,z,71
214,an,71
215,x,71
216,z,72
217,x,72
218,an,72
219,x,73
220,an,73
221,z,73
222,an,74
223,x,74
224,z,74
225,z,75
226,x,75
227,an,75
228,z,76
229,x,76
230,an,76
231,x,77
232,an,77
233,ab,77
234,an,78
235,x,78
236,z,78
237,an,79
238,z,79
239,x,79
240,x,80
241,an,80
242,ab,80
243,z,81
