,event,case
0,at,0
1,ai,1
2,t,1
3,ai,2
4,t,2
5,at,3
6,t,3
7,ai,4
8,t,4
9,at,5
10,t,5
11,at,6
12,t,6
13,at,7
14,t,7
15,at,8
16,t,8
17,at,9
18,t,9
19,ai,10
20,t,10
21,at,11
22,at,12
23,t,12
24,at,13
25,t,13
26,ai,14
27,t,14
28,ai,15
29,t,15
30,ai,16
31,t,16
32,ai,17
33,t,17
34,at,18
35,t,18
36,ai,19
37,t,19
38,ai,20
39,t,20
40,at,21
41,t,21
42,at,22
43,t,22
44,ai,23
45,t,23
46,at,24
47,t,24
48,ai,25
49,t,25
50,ai,26
51,t,26
52,ai,27
53,t,27
54,ai,28
55,t,28
56,ai,29
57,t,29
58,ai,30
59,t,30
60,ai,31
61,t,31
62,ai,32
63,t,32
64,ai,33
65,t,33
66,ai,34
67,t,34
68,at,35
69,t,35
70,at,36
71,t,36
72,ai,37
73,t,37
74,at,38
75,t,38
76,ai,39
77,t,39
78,at,40
79,t,40
80,ai,41
81,t,41
82,ai,42
83,t,42
84,at,43
85,t,43
86,at,44
87,t,44
88,ai,45
89,t,45
90,ai,46
91,t,46
92,at,47
93,t,47
94,ai,48
95,t,48
96,ai,49
97,t,49
98,at,50
99,t,50
100,at,51
101,t,51
102,at,52
103,t,52
104,at,53
105,t,53
106,at,54
107,t,54
108,at,55
109,t,55
110,ai,56
111,t,56
112,at,57
113,t,57
114,ai,58
115,t,58
116,at,59
117,t,59
118,ai,60
119,t,60
120,at,61
121,t,61
122,at,62
123,t,62
124,ai,63
125,t,63
126,ai,64
127,t,64
128,ai,65
129,ai,66
130,t,66
131,ai,67
132,t,67
133,ai,68
134,t,68
135,ai,69
136,t,69
137,ai,70
138,t,70
139,ai,71
140,t,71
141,ai,72
142,t,72
143,at,73
144,t,73
145,ai,74
146,t,74
147,ai,75
148,t,75
149,at,76
150,t,76
151,ai,77
152,t,77
153,at,78
154,t,78
155,ai,79
156,t,79
157,ai,80
158,t,80
159,ai,81
160,t,81
161,ai,82
162,t,82
163,at,83
164,t,83
165,ai,84
166,t,84
167,at,85
168,t,85
169,ai,86
170,t,86
171,at,87
172,t,87
173,at,88
174,t,88
175,ai,89
176,t,89
177,at,90
178,t,90
179,at,91
180,t,91
181,at,92
182,t,92
183,at,93
184,t,93
185,at,94
186,t,94
187,ai,95
188,t,95
189,at,96
190,t,96
191,at,97
192,t,97
193,ai,98
194,t,98
195,at,99
196,t,99
197,at,100
198,t,100
199,ai,101
200,t,101
201,ai,102
202,t,102
203,ai,103
204,t,103
205,ai,104
206,t,104
207,at,105
208,t,105
209,ai,106
210,t,106
211,at,107
212,t,107
213,ai,108
214,t,108
215,at,109
216,t,109
217,at,110
218,t,110
219,at,111
220,t,111
221,ai,112
222,t,112
223,at,113
224,t,113
225,at,114
226,t,114
227,at,115
228,t,115
229,ai,116
230,t,116
231,ai,117
232,t,117
233,ai,118
234,t,118
235,at,119
236,t,119
237,at,120
238,t,120
239,ai,121
240,t,121
241,at,122
242,t,122
243,at,123
244,t,123
245,ai,124
246,t,124
247,ai,125
248,t,125
249,ai,126
250,t,126
251,ai,127
252,t,127
253,at,128
254,t,128
255,at,129
256,t,129
257,ai,130
258,t,130
259,at,131
260,t,131
261,at,132
262,t,132
263,ai,133
264,t,133
265,at,134
266,t,134
267,ai,135
268,t,135
269,at,136
270,t,136
271,ai,137
272,t,137
273,at,138
274,t,138
275,ai,139
276,t,139
277,ai,140
278,t,140
279,ai,141
280,t,141
281,ai,142
282,t,142
283,ai,143
284,t,143
285,ai,144
286,t,144
287,ai,145
288,t,145
289,ai,146
290,t,146
291,at,147
292,t,147
293,at,148
294,t,148
295,at,149
296,t,149
297,at,150
298,t,150
299,ai,151
300,t,151
301,ai,152
302,t,152
303,at,153
304,ai,154
305,t,154
306,ai,155
307,t,155
308,at,156
309,t,156
310,ai,157
311,t,157
312,at,158
313,t,158
314,at,159
315,t,159
316,at,160
317,t,160
318,ai,161
319,t,161
320,at,162
321,t,162
322,at,163
323,t,163
324,ai,164
325,t,164
326,at,165
327,t,165
328,ai,166
329,t,166
330,at,167
331,t,167
332,ai,168
333,t,168
334,at,169
335,t,169
336,at,170
337,t,170
338,at,171
339,t,171
340,at,172
341,t,172
342,ai,173
343,t,173
344,at,174
345,t,174
346,at,175
347,t,175
348,ai,176
349,t,176
350,at,177
351,t,177
352,ai,178
353,t,178
354,ai,179
355,t,179
356,ai,180
357,t,180
358,at,181
359,t,181
360,ai,182
361,t,182
362,at,183
363,t,183
364,ai,184
365,t,184
366,ai,185
367,t,185
368,ai,186
369,t,186
370,ai,187
371,t,187
372,ai,188
373,t,188
374,at,189
375,t,189
376,at,190
377,t,190
378,at,191
379,t,191
380,at,192
381,t,192
382,ai,193
383,t,193
384,at,194
385,t,194
386,at,195
387,t,195
388,ai,196
389,t,196
390,ai,197
391,t,197
392,at,198
393,t,198
394,ai,199
395,t,199
396,at,200
397,t,200
398,at,201
399,t,201
400,at,202
401,t,202
402,ai,203
403,t,203
404,ai,204
405,t,204
406,at,205
407,t,205
408,at,206
409,t,206
410,ai,207
411,t,207
412,ai,208
413,t,208
414,ai,209
415,t,209
416,ai,210
417,t,210
418,at,211
419,t,211
420,ai,212
421,t,212
422,ai,213
423,t,213
424,at,214
425,t,214
426,at,215
427,t,215
428,ai,216
429,t,216
430,ai,217
431,t,217
432,at,218
433,t,218
434,ai,219
435,t,219
436,at,220
437,t,220
438,at,221
439,t,221
440,at,222
441,t,222
442,ai,223
443,t,223
444,at,224
445,t,224
446,at,225
447,t,225
448,at,226
449,t,226
450,at,227
451,t,227
452,ai,228
453,t,228
454,ai,229
455,t,229
456,ai,230
457,t,230
458,at,231
459,t,231
460,at,232
461,t,232
462,ai,233
463,t,233
464,at,234
465,t,234
466,ai,235
467,t,235
468,ai,236
469,t,236
470,at,237
471,t,237
472,ai,238
473,t,238
474,at,239
475,t,239
476,ai,240
477,t,240
478,at,241
479,t,241
480,ai,242
481,t,242
482,ai,243
483,t,243
484,ai,244
485,t,244
486,ai,245
487,t,245
488,at,246
489,t,246
490,ai,247
491,t,247
492,ai,248
493,t,248
494,at,249
495,t,249
496,at,250
497,t,250
498,at,251
499,t,251
500,at,252
501,t,252
502,ai,253
503,t,253
504,ai,254
505,t,254
506,at,255
507,t,255
508,at,256
509,t,256
510,at,257
511,t,257
512,ai,258
513,t,258
514,ai,259
515,t,259
516,at,260
517,t,260
518,ai,261
519,t,261
520,ai,262
521,t,262
522,at,263
523,t,263
524,at,264
525,t,264
526,at,265
527,t,265
528,at,266
529,t,266
530,at,267
531,t,267
532,ai,268
533,t,268
534,at,269
535,t,269
536,at,270
537,t,270
538,ai,271
539,t,271
540,at,272
541,t,272
542,ai,273
543,t,273
544,ai,274
545,t,274
546,at,275
547,t,275
548,ai,276
549,t,276
550,at,277
551,t,277
552,ai,278
553,t,278
554,at,279
555,t,279
556,at,280
557,t,280
558,ai,281
559,t,281
560,at,282
561,t,282
562,ai,283
563,t,283
564,ai,284
565,ai,285
566,t,285
567,ai,286
568,t,286
569,at,287
570,t,287
571,at,288
572,t,288
573,at,289
574,t,289
575,at,290
576,t,290
