,event,case
0,av,0
1,f,0
2,i,0
3,ad,0
4,i,1
5,f,1
6,ad,1
7,av,1
8,u,2
9,l,3
10,q,3
11,u,3
12,as,4
13,i,4
14,f,4
15,ad,4
16,u,5
17,l,6
18,u,6
19,q,6
20,l,7
21,q,7
22,u,7
23,as,8
24,i,8
25,ad,8
26,f,8
27,u,9
28,as,10
29,i,10
30,f,10
31,ad,10
32,l,11
33,q,11
34,u,11
35,l,12
36,f,12
37,i,12
38,av,12
39,q,12
40,ad,12
41,i,13
42,l,13
43,as,13
44,q,13
45,ad,13
46,f,13
47,u,14
48,i,15
49,as,15
50,ad,15
51,l,15
52,f,15
53,q,15
54,as,16
55,l,16
56,i,16
57,f,16
58,ad,16
59,q,16
60,i,17
61,ad,17
62,as,17
63,f,17
64,l,17
65,q,17
66,l,18
67,i,18
68,f,18
69,q,18
70,ad,18
71,av,18
72,i,19
73,l,19
74,ad,19
75,av,19
76,f,19
77,q,19
78,l,20
79,i,20
80,q,20
81,f,20
82,av,20
83,ad,20
84,i,21
85,ad,21
86,f,21
87,av,21
88,l,21
89,q,21
90,l,22
91,q,22
92,u,22
93,f,23
94,av,23
95,i,23
96,ad,23
97,f,24
98,i,24
99,av,24
100,ad,24
101,u,25
102,i,26
103,ad,26
104,as,26
105,f,26
106,l,27
107,i,27
108,as,27
109,f,27
110,ad,27
111,q,27
112,i,28
113,ad,28
114,av,28
115,f,28
116,l,28
117,q,28
118,u,29
119,u,30
120,l,31
121,q,31
122,u,31
123,av,32
124,f,32
125,i,32
126,ad,32
127,u,33
128,u,34
129,u,35
130,u,36
131,i,37
132,l,37
133,q,37
134,f,37
135,as,37
136,ad,37
137,u,38
138,l,39
139,u,39
140,q,39
141,as,40
142,f,40
143,l,40
144,q,40
145,i,40
146,ad,40
147,l,41
148,q,41
149,u,41
150,u,42
151,i,43
152,f,43
153,ad,43
154,as,43
155,l,43
156,q,43
157,i,44
158,f,44
159,av,44
160,ad,44
161,u,45
162,i,46
163,as,46
164,f,46
165,ad,46
166,f,47
167,l,47
168,as,47
169,i,47
170,ad,47
171,q,47
172,i,48
173,as,48
174,l,48
175,f,48
176,q,48
177,ad,48
178,i,49
179,av,49
180,ad,49
181,l,49
182,f,49
183,q,49
184,u,50
185,u,51
186,av,52
187,l,52
188,f,52
189,i,52
190,q,52
191,ad,52
192,u,53
193,i,54
194,av,54
195,ad,54
196,l,54
197,f,54
198,q,54
199,u,55
200,l,55
201,q,55
202,u,56
203,l,57
204,q,57
205,u,57
206,u,58
207,l,58
208,q,58
209,f,59
210,i,59
211,av,59
212,ad,59
213,f,60
214,l,60
215,i,60
216,q,60
217,as,60
218,ad,60
219,av,61
220,l,61
221,f,61
222,i,61
223,ad,61
224,q,61
225,as,62
226,l,62
227,i,62
228,f,62
229,q,62
230,ad,62
231,as,63
232,i,63
233,ad,63
234,l,63
235,f,63
236,q,63
237,as,64
238,i,64
239,l,64
240,f,64
241,q,64
242,ad,64
243,l,65
244,q,65
245,u,65
246,i,66
247,f,66
248,as,66
249,ad,66
250,u,67
251,f,68
252,i,68
253,av,68
254,ad,68
255,as,69
256,l,69
257,f,69
258,i,69
259,ad,69
260,q,69
261,l,70
262,u,70
263,q,70
264,f,71
265,as,71
266,l,71
267,i,71
268,q,71
269,ad,71
270,u,72
271,u,73
272,l,73
273,q,73
274,l,74
275,q,74
276,u,74
277,l,75
278,q,75
279,u,75
280,l,76
281,f,76
282,i,76
283,as,76
284,ad,76
285,q,76
286,i,77
287,ad,77
288,av,77
289,f,77
290,l,77
291,q,77
292,f,78
293,l,78
294,i,78
295,as,78
296,q,78
297,ad,78
298,f,79
299,as,79
300,i,79
301,ad,79
302,l,79
303,q,79
304,av,80
305,i,80
306,ad,80
307,l,80
308,f,80
309,q,80
310,f,81
311,as,81
312,i,81
313,ad,81
314,u,82
315,av,83
316,f,83
317,i,83
318,ad,83
319,u,84
320,f,85
321,i,85
322,ad,85
323,l,85
324,as,85
325,q,85
326,i,86
327,ad,86
328,f,86
329,as,86
330,f,87
331,l,87
332,q,87
333,av,87
334,i,87
335,ad,87
336,f,88
337,i,88
338,ad,88
339,as,88
340,l,89
341,q,89
342,u,89
343,l,90
344,q,90
345,u,90
346,i,91
347,ad,91
348,f,91
349,l,91
350,as,91
351,q,91
352,u,92
353,l,93
354,q,93
355,u,93
356,u,94
357,av,95
358,f,95
359,l,95
360,i,95
361,ad,95
362,q,95
363,l,96
364,u,96
365,q,96
366,u,97
367,l,98
368,i,98
369,q,98
370,av,98
371,f,98
372,ad,98
373,i,99
374,ad,99
375,av,99
376,f,99
377,l,100
378,q,100
379,u,100
380,l,101
381,q,101
382,u,101
383,u,102
384,i,103
385,f,103
386,ad,103
387,as,103
388,l,104
389,q,104
390,u,104
391,l,105
392,q,105
393,av,105
394,i,105
395,f,105
396,ad,105
397,i,106
398,f,106
399,ad,106
400,av,106
401,i,107
402,f,107
403,as,107
404,ad,107
405,u,108
406,u,109
407,i,110
408,ad,110
409,av,110
410,f,110
411,av,111
412,l,111
413,i,111
414,f,111
415,q,111
416,ad,111
417,f,112
418,as,112
419,i,112
420,ad,112
421,i,113
422,av,113
423,f,113
424,l,113
425,ad,113
426,q,113
427,av,114
428,i,114
429,f,114
430,ad,114
431,l,115
432,u,115
433,q,115
434,l,116
435,q,116
436,u,116
437,u,117
438,l,117
439,q,117
440,u,118
441,l,118
442,q,118
443,i,119
444,av,119
445,ad,119
446,f,119
447,i,120
448,ad,120
449,f,120
450,av,120
451,f,121
452,l,121
453,av,121
454,i,121
455,q,121
456,ad,121
457,u,122
458,u,123
459,l,124
460,q,124
461,u,124
462,f,125
463,as,125
464,i,125
465,ad,125
466,u,126
467,as,127
468,f,127
469,i,127
470,l,127
471,q,127
472,ad,127
473,i,128
474,av,128
475,ad,128
476,l,128
477,f,128
478,q,128
479,u,129
480,u,130
481,u,131
482,av,132
483,i,132
484,f,132
485,ad,132
486,u,133
487,f,134
488,i,134
489,ad,134
490,as,134
491,av,135
492,i,135
493,f,135
494,l,135
495,q,135
496,ad,135
497,l,136
498,q,136
499,u,136
500,f,137
501,l,137
502,q,137
503,av,137
504,i,137
505,ad,137
506,l,138
507,u,138
508,q,138
509,u,139
510,i,140
511,as,140
512,f,140
513,l,140
514,ad,140
515,q,140
516,l,141
517,q,141
518,u,141
519,l,142
520,u,142
521,q,142
522,u,143
523,u,144
524,l,145
525,u,145
526,q,145
527,u,146
528,u,147
529,u,148
530,f,149
531,i,149
532,av,149
533,ad,149
534,l,150
535,f,150
536,q,150
537,i,150
538,as,150
539,ad,150
540,f,151
541,i,151
542,ad,151
543,as,151
544,u,152
545,u,153
546,f,154
547,i,154
548,av,154
549,l,154
550,q,154
551,ad,154
552,f,155
553,as,155
554,i,155
555,ad,155
556,l,156
557,q,156
558,av,156
559,i,156
560,f,156
561,ad,156
562,u,157
563,i,158
564,as,158
565,f,158
566,ad,158
567,i,159
568,as,159
569,ad,159
570,f,159
571,f,160
572,i,160
573,as,160
574,l,160
575,ad,160
576,q,160
577,i,161
578,f,161
579,ad,161
580,as,161
581,l,161
582,q,161
583,av,162
584,l,162
585,q,162
586,i,162
587,f,162
588,ad,162
589,l,163
590,q,163
591,as,163
592,f,163
593,i,163
594,ad,163
595,f,164
596,av,164
597,i,164
598,ad,164
599,u,165
600,u,166
601,l,167
602,u,167
603,q,167
604,u,168
605,u,169
606,l,169
607,q,169
608,u,170
609,l,171
610,q,171
611,u,171
612,l,172
613,i,172
614,f,172
615,as,172
616,q,172
617,ad,172
618,u,173
619,av,174
620,i,174
621,f,174
622,ad,174
623,u,175
624,i,176
625,as,176
626,f,176
627,ad,176
628,l,177
629,q,177
630,i,177
631,as,177
632,f,177
633,ad,177
634,av,178
635,f,178
636,i,178
637,ad,178
638,i,179
639,av,179
640,f,179
641,l,179
642,q,179
643,ad,179
644,u,180
645,u,181
646,as,182
647,i,182
648,f,182
649,ad,182
650,f,183
651,i,183
652,ad,183
653,av,183
654,as,184
655,i,184
656,ad,184
657,f,184
658,i,185
659,av,185
660,f,185
661,ad,185
662,l,185
663,q,185
664,l,186
665,q,186
666,f,186
667,i,186
668,as,186
669,ad,186
670,u,187
671,u,188
672,l,189
673,q,189
674,u,189
675,u,190
676,l,191
677,u,191
678,q,191
679,f,192
680,av,192
681,l,192
682,q,192
683,i,192
684,ad,192
685,i,193
686,ad,193
687,av,193
688,f,193
689,u,194
690,u,195
691,f,196
692,av,196
693,i,196
694,ad,196
695,as,197
696,f,197
697,i,197
