traceName,alignmentFitness,alignmentCost,moveNr,moveType,processActivity,logActivity,log:attribute:concept:name
"0","1.00000000","100.00000000","0","LMGOOD","aj","aj",""
"0","1.00000000","100.00000000","1","LMGOOD","f","f",""
"0","1.00000000","100.00000000","2","LMGOOD","d","d",""
"0","1.00000000","100.00000000","3","LMGOOD","s","s",""
"0","1.00000000","100.00000000","4","LMGOOD","m","m",""
"0","1.00000000","100.00000000","5","LMGOOD","m","m",""
"0","1.00000000","100.00000000","6","LMGOOD","TICK","TICK",""
"0","1.00000000","100.00000000","7","LMGOOD","n","n",""
"0","1.00000000","100.00000000","8","LMGOOD","TICK","TICK",""
"0","1.00000000","100.00000000","9","LMGOOD","TICK","TICK",""
"1","1.00000000","150.00000000","0","LMGOOD","f","f",""
"1","1.00000000","150.00000000","1","LMGOOD","q","q",""
"1","1.00000000","150.00000000","2","LMGOOD","m","m",""
"1","1.00000000","150.00000000","3","LMGOOD","q","q",""
"1","1.00000000","150.00000000","4","LMGOOD","aj","aj",""
"1","1.00000000","150.00000000","5","LMGOOD","c","c",""
"1","1.00000000","150.00000000","6","LMGOOD","aj","aj",""
"1","1.00000000","150.00000000","7","LMGOOD","m","m",""
"1","1.00000000","150.00000000","8","LMGOOD","TICK","TICK",""
"1","1.00000000","150.00000000","9","LMGOOD","o","o",""
"1","1.00000000","150.00000000","10","LMGOOD","d","d",""
"1","1.00000000","150.00000000","11","LMGOOD","TICK","TICK",""
"1","1.00000000","150.00000000","12","LMGOOD","TICK","TICK",""
"1","1.00000000","150.00000000","13","LMGOOD","TICK","TICK",""
"1","1.00000000","150.00000000","14","LMGOOD","TICK","TICK",""
"10","1.00000000","40.00000000","0","LMGOOD","s","s",""
"10","1.00000000","40.00000000","1","LMGOOD","o","o",""
"10","1.00000000","40.00000000","2","LMGOOD","au","au",""
"10","1.00000000","40.00000000","3","LMGOOD","TICK","TICK",""
"12","1.00000000","80.00000000","0","LMGOOD","s","s",""
"12","1.00000000","80.00000000","1","LMGOOD","f","f",""
"12","1.00000000","80.00000000","2","LMGOOD","m","m",""
"12","1.00000000","80.00000000","3","LMGOOD","d","d",""
"12","1.00000000","80.00000000","4","LMGOOD","aj","aj",""
"12","1.00000000","80.00000000","5","LMGOOD","am","am",""
"12","1.00000000","80.00000000","6","LMGOOD","m","m",""
"12","1.00000000","80.00000000","7","LMGOOD","TICK","TICK",""
"13","1.00000000","110.00000000","0","LMGOOD","ap","ap",""
"13","1.00000000","110.00000000","1","LMGOOD","u","u",""
"13","1.00000000","110.00000000","2","LMGOOD","aj","aj",""
"13","1.00000000","110.00000000","3","LMGOOD","m","m",""
"13","1.00000000","110.00000000","4","LMGOOD","q","q",""
"13","1.00000000","110.00000000","5","LMGOOD","m","m",""
"13","1.00000000","110.00000000","6","LMGOOD","n","n",""
"13","1.00000000","110.00000000","7","LMGOOD","f","f",""
"13","1.00000000","110.00000000","8","LMGOOD","TICK","TICK",""
"13","1.00000000","110.00000000","9","LMGOOD","TICK","TICK",""
"13","1.00000000","110.00000000","10","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","0","LMGOOD","j","j",""
"14","1.00000000","220.00000000","1","LMGOOD","c","c",""
"14","1.00000000","220.00000000","2","LMGOOD","aj","aj",""
"14","1.00000000","220.00000000","3","LMGOOD","q","q",""
"14","1.00000000","220.00000000","4","LMGOOD","aj","aj",""
"14","1.00000000","220.00000000","5","LMGOOD","y","y",""
"14","1.00000000","220.00000000","6","LMGOOD","d","d",""
"14","1.00000000","220.00000000","7","LMGOOD","o","o",""
"14","1.00000000","220.00000000","8","LMGOOD","m","m",""
"14","1.00000000","220.00000000","9","LMGOOD","al","al",""
"14","1.00000000","220.00000000","10","LMGOOD","m","m",""
"14","1.00000000","220.00000000","11","LMGOOD","r","r",""
"14","1.00000000","220.00000000","12","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","13","LMGOOD","d","d",""
"14","1.00000000","220.00000000","14","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","15","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","16","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","17","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","18","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","19","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","20","LMGOOD","TICK","TICK",""
"14","1.00000000","220.00000000","21","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","0","LMGOOD","q","q",""
"16","1.00000000","180.00000000","1","LMGOOD","aj","aj",""
"16","1.00000000","180.00000000","2","LMGOOD","m","m",""
"16","1.00000000","180.00000000","3","LMGOOD","ap","ap",""
"16","1.00000000","180.00000000","4","LMGOOD","n","n",""
"16","1.00000000","180.00000000","5","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","6","LMGOOD","al","al",""
"16","1.00000000","180.00000000","7","LMGOOD","aj","aj",""
"16","1.00000000","180.00000000","8","LMGOOD","d","d",""
"16","1.00000000","180.00000000","9","LMGOOD","m","m",""
"16","1.00000000","180.00000000","10","LMGOOD","r","r",""
"16","1.00000000","180.00000000","11","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","12","LMGOOD","r","r",""
"16","1.00000000","180.00000000","13","LMGOOD","TICK","TICK",""
"16","1.00000000","180.00000000","14","LMGOOD","TICK","TICK",""
