,event,case
0,f,0
1,aj,0
2,q,0
3,m,0
4,d,0
5,aj,0
6,am,0
7,m,0
8,ab,0
9,m,1
10,q,1
11,u,1
12,f,1
13,aj,1
14,d,1
15,m,1
16,ab,1
17,am,1
18,q,2
19,aj,2
20,u,2
21,m,2
22,f,2
23,ap,2
24,u,2
25,m,2
26,q,3
27,u,3
28,m,3
29,f,3
30,aj,3
31,d,3
32,m,3
33,am,3
34,ab,3
35,u,4
36,y,4
37,q,4
38,aj,4
39,f,4
40,c,4
41,m,4
42,o,4
43,d,4
44,m,4
45,ar,4
46,ab,4
47,ap,5
48,aj,5
49,u,5
50,m,5
51,q,5
52,u,5
53,f,5
54,m,5
55,ab,5
56,aj,6
57,c,6
58,f,6
59,q,6
60,m,6
61,q,6
62,aj,6
63,m,6
64,ab,6
65,o,6
66,m,7
67,f,7
68,aj,7
69,s,7
70,ap,7
71,u,7
72,m,7
73,ab,7
74,f,8
75,aj,8
76,q,8
77,ap,8
78,aj,8
79,m,8
80,m,8
81,n,8
82,ab,8
83,ap,9
84,u,9
85,m,9
86,b,9
87,f,9
88,aj,9
89,m,9
90,ab,9
91,s,10
92,aj,10
93,m,10
94,f,10
95,ap,10
96,u,10
97,m,10
98,ab,10
99,m,11
100,f,11
101,aj,11
102,b,11
103,c,11
104,q,11
105,m,11
106,ab,11
107,o,11
108,d,11
109,m,12
110,ap,12
111,f,12
112,aj,12
113,aj,12
114,q,12
115,u,12
116,m,12
117,ab,12
118,m,13
119,ap,13
120,s,13
121,aj,13
122,am,13
123,f,13
124,m,13
125,ab,13
126,m,14
127,ap,14
128,f,14
129,aj,14
130,u,14
131,s,14
132,m,14
133,ab,14
134,f,15
135,aj,15
136,aj,15
137,m,15
138,q,15
139,d,15
140,am,15
141,m,15
142,ab,15
143,q,16
144,aj,16
145,ap,16
146,aj,16
147,am,16
148,f,16
149,m,16
150,m,16
151,ap,17
152,aj,17
153,f,17
154,m,17
155,b,17
156,m,17
157,u,17
158,ab,17
159,m,18
160,aj,18
161,s,18
162,ap,18
163,f,18
164,am,18
165,m,18
166,ab,18
167,aj,19
168,ap,19
169,b,19
170,m,19
171,f,19
172,u,19
173,m,19
174,ab,19
175,ap,20
176,m,20
177,f,20
178,aj,20
179,s,20
180,u,20
181,m,20
182,ab,20
183,s,21
184,f,21
185,m,21
186,ap,21
187,aj,21
188,u,21
189,m,21
190,aj,22
191,ap,22
192,s,22
193,f,22
194,m,22
195,u,22
196,m,22
197,ab,22
198,f,23
199,b,23
200,m,23
201,d,23
202,aj,23
203,m,23
204,am,23
205,ab,23
206,aj,24
207,aj,24
208,d,24
209,m,24
210,f,24
211,q,24
212,m,24
213,am,24
214,ab,24
215,m,25
216,aj,25
217,s,25
218,f,25
219,ap,25
220,am,25
221,m,25
222,aj,26
223,m,26
224,ap,26
225,aj,26
226,u,26
227,f,26
228,q,26
229,m,26
230,ab,26
231,ap,27
232,m,27
233,aj,27
234,f,27
235,u,27
236,q,27
237,aj,27
238,m,27
239,ab,27
240,m,28
241,d,28
242,f,28
243,aj,28
244,s,28
245,n,28
246,m,28
247,aj,29
248,f,29
249,d,29
250,m,29
251,q,29
252,u,29
253,m,29
254,n,29
255,ab,29
256,s,30
257,ap,30
258,aj,30
259,m,30
260,m,30
261,f,30
262,ab,30
263,u,30
264,aj,31
265,m,31
266,d,31
267,n,31
268,f,31
269,s,31
270,ac,31
271,f,32
272,aj,32
273,q,32
274,m,32
275,u,32
276,ap,32
277,m,32
278,ab,32
279,am,32
280,d,33
281,m,33
282,b,33
283,aj,33
284,am,33
285,f,33
286,m,33
287,ab,33
288,m,34
289,f,34
290,aj,34
291,aj,34
292,q,34
293,ap,34
294,u,34
295,m,34
296,ab,34
297,q,35
298,y,35
299,c,35
300,aj,35
301,aj,35
302,m,35
303,f,35
304,m,35
305,o,35
306,ab,35
307,av,35
308,ar,35
309,f,36
310,d,36
311,s,36
312,aj,36
313,m,36
314,am,36
315,m,36
316,ab,36
317,b,37
318,ap,37
319,m,37
320,f,37
321,n,37
322,aj,37
323,ap,38
324,m,38
325,aj,38
326,n,38
327,f,38
328,b,38
329,m,38
330,ab,38
331,d,39
332,m,39
333,f,39
334,am,39
335,b,39
336,aj,39
337,m,39
338,ab,39
339,f,40
340,b,40
341,m,40
342,ap,40
343,am,40
344,aj,40
345,m,40
346,ab,40
347,d,41
348,f,41
349,m,41
350,am,41
351,b,41
352,aj,41
353,q,42
354,aj,42
355,f,42
356,d,42
357,c,43
358,aj,43
359,q,43
360,q,43
361,f,43
362,aj,43
363,m,43
364,o,43
365,ap,44
366,aj,44
367,b,44
368,f,44
369,m,44
370,am,44
371,m,44
372,ab,44
373,aj,45
374,s,45
375,m,45
376,f,45
377,d,45
378,am,45
379,m,45
380,ab,45
381,d,46
382,s,46
383,aj,46
384,f,46
385,n,46
386,m,46
387,f,47
388,s,47
389,aj,47
390,d,47
391,am,47
392,m,47
393,m,47
394,ab,47
395,m,48
396,aj,48
397,aj,48
398,f,48
399,ap,48
400,q,48
401,m,48
402,am,48
403,ab,48
404,f,49
405,aj,49
406,m,49
407,b,49
408,ap,49
409,u,49
410,m,49
411,ab,49
412,aj,50
413,f,50
414,s,50
415,ap,50
416,m,50
417,m,50
418,ab,50
419,am,50
420,f,51
421,m,51
422,s,51
423,y,51
424,c,51
425,aj,51
426,o,51
427,d,51
428,m,51
429,ab,51
430,m,52
431,aj,52
432,f,52
433,y,52
434,b,52
435,c,52
436,m,52
437,o,52
438,ab,52
439,av,52
440,aj,53
441,ap,53
442,s,53
443,f,53
444,m,53
445,m,53
446,u,53
447,ab,53
448,f,54
449,b,54
450,d,54
451,m,54
452,aj,54
453,m,54
454,am,54
455,ab,54
456,ap,55
457,u,55
458,m,55
459,f,55
460,aj,55
461,q,55
462,u,55
463,m,55
464,ab,55
465,m,56
466,ap,56
467,f,56
468,q,56
469,u,56
470,u,56
471,aj,56
472,m,56
473,ab,56
474,m,57
475,aj,57
476,s,57
477,ap,57
478,f,57
479,u,57
480,m,57
481,ab,57
482,aj,58
483,ap,58
484,u,58
485,f,58
486,q,58
487,m,58
488,u,58
489,m,58
490,ab,58
491,m,59
492,s,59
493,aj,59
494,f,59
495,ap,59
496,am,59
497,m,59
498,ab,59
