,event,case
0,m,0
1,r,0
2,aj,0
3,al,0
4,x,0
5,d,0
6,b,0
7,ad,0
8,m,0
9,ab,0
10,n,0
11,r,0
12,ao,0
13,ac,0
14,i,0
15,b,0
16,ah,0
17,as,0
18,d,1
19,al,1
20,m,1
21,b,1
22,at,1
23,aj,1
24,ap,1
25,n,1
26,m,1
27,ac,1
28,r,1
29,ah,1
30,ao,1
31,ab,1
32,b,1
33,i,1
34,aa,1
35,aj,2
36,s,2
37,ap,2
38,av,2
39,d,2
40,r,2
41,x,2
42,m,2
43,ao,2
44,i,2
45,b,2
46,n,2
47,m,2
48,as,2
49,ac,2
50,ad,2
51,r,3
52,z,3
53,aj,3
54,av,3
55,ap,3
56,m,3
57,n,3
58,b,3
59,m,3
60,ac,3
61,r,3
62,ah,3
63,ab,3
64,ao,3
65,b,3
66,i,3
67,as,3
68,m,4
69,r,4
70,z,4
71,aj,4
72,aj,4
73,q,4
74,al,4
75,d,4
76,n,4
77,m,4
78,r,4
79,ac,4
80,ao,4
81,ab,4
82,ah,4
83,i,4
84,b,4
85,aa,4
86,m,5
87,x,5
88,d,5
89,r,5
90,ad,5
91,av,5
92,s,5
93,aj,5
94,r,5
95,m,5
96,n,5
97,ab,5
98,ao,5
99,ac,5
100,i,5
101,b,5
102,ah,5
103,as,5
104,av,6
105,d,6
106,aj,6
107,r,6
108,d,6
109,q,6
110,m,6
111,aj,6
112,ao,6
113,x,6
114,m,6
115,n,6
116,i,6
117,b,6
118,ab,6
119,ad,6
120,ac,6
121,aj,7
122,j,7
123,al,7
124,r,7
125,ap,7
126,m,7
127,n,7
128,b,7
129,r,7
130,ac,7
131,m,7
132,ao,7
133,ah,7
134,i,7
135,ab,7
136,b,7
137,r,8
138,b,8
139,m,8
140,av,8
141,j,8
142,aj,8
143,r,8
144,d,8
145,m,8
146,ao,8
147,n,8
148,ab,8
149,i,8
150,ac,8
151,ah,8
152,b,8
153,as,8
154,s,9
155,d,9
156,d,9
157,aj,9
158,m,9
159,al,9
160,ap,9
161,m,9
162,ab,9
163,n,9
164,r,9
165,ac,9
166,ao,9
167,ah,9
168,b,9
169,i,9
170,as,9
171,r,10
172,m,10
173,s,10
174,aj,10
175,ap,10
176,x,10
177,av,10
178,ad,10
179,n,10
180,r,10
181,ao,10
182,m,10
183,ac,10
184,ah,10
185,i,10
186,b,10
187,aa,10
188,ab,10
189,aj,11
190,r,11
191,d,11
192,at,11
193,m,11
194,n,11
195,av,11
196,r,11
197,s,11
198,ao,11
199,i,11
200,ac,11
201,ah,11
202,m,11
203,b,11
204,aa,11
205,aj,12
206,s,12
207,m,12
208,d,12
209,r,12
210,av,12
211,d,12
212,n,12
213,r,12
214,ao,12
215,m,12
216,ac,12
217,i,12
218,b,12
219,ah,12
220,ab,12
221,aa,12
222,aj,13
223,al,13
224,ap,13
225,d,13
226,s,13
227,m,13
228,z,13
229,m,13
230,n,13
231,ac,13
232,ab,13
233,r,13
234,ah,13
235,ao,13
236,b,13
237,i,13
238,aa,13
239,aj,14
240,ap,14
241,av,14
242,aj,14
243,d,14
244,r,14
245,m,14
246,ao,14
247,x,14
248,n,14
249,i,14
250,q,14
251,b,14
252,ac,14
253,ad,14
254,ah,14
255,m,14
256,as,14
257,ab,14
258,av,15
259,aj,15
260,j,15
261,d,15
262,r,15
263,d,15
264,m,15
265,q,15
266,aj,15
267,ao,15
268,n,15
269,b,15
270,i,15
271,ac,15
272,m,15
273,ah,15
274,as,15
275,ab,15
276,m,16
277,z,16
278,d,16
279,r,16
280,aj,16
281,b,16
282,al,16
283,n,16
284,ac,16
285,r,16
286,m,16
287,ah,16
288,ab,16
289,ao,16
290,i,16
291,b,16
292,aa,16
293,aj,17
294,aj,17
295,m,17
296,d,17
297,q,17
298,r,17
299,m,17
300,d,17
301,al,17
302,n,17
303,ab,17
304,ac,17
305,r,17
306,ah,17
307,ao,17
308,i,17
309,b,17
310,as,17
311,aj,18
312,m,18
313,x,18
314,al,18
315,aj,18
316,q,18
317,ad,18
318,m,18
319,r,18
320,r,18
321,d,18
322,ao,18
323,b,18
324,n,18
325,ab,18
326,ac,18
327,i,18
328,aa,18
329,ah,18
330,q,19
331,aj,19
332,m,19
333,av,19
334,ap,19
