,event,case
0,a,0
1,au,0
2,p,0
3,a,1
4,p,1
5,au,1
6,a,2
7,a,3
8,p,3
9,au,3
10,a,4
11,p,4
12,au,4
13,a,5
14,au,5
15,p,5
16,a,6
17,p,6
18,au,6
19,a,7
20,au,7
21,p,7
22,a,8
23,a,9
24,a,10
25,au,10
26,a,11
27,au,11
28,p,11
29,a,12
30,p,12
31,au,12
32,a,13
33,a,14
34,au,14
35,p,14
36,a,15
37,au,15
38,p,15
39,a,16
40,p,16
41,au,16
42,a,17
43,au,17
44,a,18
45,au,18
46,p,18
47,a,19
48,au,19
49,p,19
50,a,20
51,f,21
52,ap,21
53,a,22
54,au,22
55,p,22
56,a,23
57,a,24
58,a,25
59,au,25
60,p,25
61,a,26
62,au,26
63,a,27
64,p,27
65,au,27
66,a,28
67,p,28
68,a,29
69,a,30
70,p,30
71,au,30
72,a,31
73,p,31
74,au,31
75,s,32
76,a,33
77,p,33
78,au,33
79,a,34
80,a,35
81,au,35
82,p,35
83,a,36
84,a,37
85,au,37
86,p,37
87,a,38
88,p,38
89,au,38
90,a,39
91,p,39
92,au,39
93,a,40
94,p,40
95,au,40
96,a,41
97,a,42
98,p,42
99,au,42
100,a,43
101,p,43
102,au,43
103,a,44
104,au,44
105,p,44
106,a,45
107,au,45
108,p,45
109,a,46
110,a,47
111,p,47
112,au,47
113,a,48
114,p,48
115,au,48
116,a,49
117,au,49
118,a,50
119,p,50
120,au,50
121,a,51
122,au,51
123,p,51
124,a,52
125,p,52
126,au,52
127,a,53
128,p,53
129,au,53
130,a,54
131,p,54
132,au,54
133,a,55
134,au,55
135,a,56
136,p,56
137,au,56
138,a,57
139,p,57
140,au,57
141,a,58
142,p,58
143,au,58
144,a,59
145,au,59
146,p,59
147,a,60
148,p,60
149,au,60
150,a,61
151,au,61
152,a,62
153,p,62
154,au,62
155,a,63
156,p,63
157,au,63
158,a,64
159,p,64
160,au,64
161,a,65
162,au,65
163,p,65
164,s,66
165,a,67
166,p,67
167,au,67
168,a,68
169,p,68
170,au,68
171,a,69
172,au,69
173,p,69
174,a,70
175,p,70
176,a,71
177,a,72
178,p,72
179,au,72
180,a,73
181,p,73
182,au,73
183,a,74
184,p,74
185,au,74
186,a,75
187,p,75
188,au,75
