,event,case
0,aj,0
1,ap,0
2,u,0
3,av,0
4,d,0
5,m,0
6,r,0
7,ao,0
8,s,0
9,r,0
10,i,0
11,b,0
12,m,0
13,aa,0
14,ap,1
15,aj,1
16,d,1
17,x,1
18,s,1
19,am,1
20,al,1
21,m,1
22,m,1
23,ad,1
24,r,1
25,ab,1
26,ao,1
27,b,1
28,i,1
29,aa,1
30,d,2
31,al,2
32,d,2
33,u,2
34,q,2
35,r,2
36,m,2
37,aj,2
38,ao,2
39,ap,2
40,i,2
41,m,2
42,b,2
43,ab,2
44,u,2
45,as,2
46,d,3
47,ap,3
48,am,3
49,z,3
50,aj,3
51,m,3
52,q,3
53,al,3
54,aj,3
55,m,3
56,r,3
57,ab,3
58,ao,3
59,b,3
60,i,3
61,aa,3
62,aj,4
63,q,4
64,r,4
65,d,4
66,al,4
67,aj,4
68,at,4
69,m,4
70,am,4
71,m,4
72,r,4
73,ab,4
74,ao,4
75,b,4
76,i,4
77,aa,4
78,d,5
79,m,5
80,r,5
81,s,5
82,al,5
83,am,5
84,aj,5
85,d,5
86,m,5
87,r,5
88,ab,5
89,ao,5
90,i,5
91,b,5
92,aa,5
93,u,6
94,d,6
95,q,6
96,m,6
97,av,6
98,aj,6
99,x,6
100,d,6
101,r,6
102,m,6
103,ad,6
104,ao,6
105,b,6
106,am,6
107,ab,6
108,i,6
109,as,6
110,d,7
111,r,7
112,d,7
113,m,7
114,s,7
115,aj,7
116,av,7
117,r,7
118,am,7
119,ao,7
120,i,7
121,m,7
122,ab,7
123,b,7
124,as,7
125,av,8
126,aj,8
127,d,8
128,ap,8
129,r,8
130,u,8
131,d,8
132,m,8
133,q,8
134,m,8
135,u,8
136,ao,8
137,b,8
138,i,8
139,ab,8
140,as,8
141,j,9
142,m,9
143,ap,9
144,s,9
145,al,9
146,aj,9
147,u,9
148,r,9
149,r,9
150,m,9
151,ab,9
152,ao,9
153,i,9
154,b,9
155,as,9
156,d,10
157,s,10
158,m,10
159,av,10
160,r,10
161,aj,10
162,ao,10
163,d,10
164,d,10
165,b,10
166,am,10
167,m,10
168,i,10
169,as,10
170,ab,10
171,d,11
172,ap,11
173,av,11
174,aj,11
175,m,11
176,b,11
177,r,11
178,r,11
179,am,11
180,m,11
181,ao,11
182,ab,11
183,b,11
184,i,11
185,as,11
186,y,12
187,b,12
188,c,12
189,r,12
190,av,12
191,at,12
192,aj,12
193,o,12
194,d,12
195,m,12
196,ar,12
197,r,12
198,ao,12
199,ap,13
200,aj,13
201,j,13
202,aj,13
203,q,13
204,m,13
205,d,13
206,u,13
207,av,13
208,m,13
209,r,13
210,ab,13
211,ao,13
212,b,13
213,i,13
214,as,13
215,d,14
216,aj,14
217,b,14
218,m,14
219,d,14
220,m,14
221,ab,14
222,am,14
223,av,14
224,d,14
225,r,14
226,ao,14
227,i,14
228,b,14
229,as,14
230,m,15
231,av,15
232,r,15
233,aj,15
234,r,15
235,at,15
236,q,15
237,u,15
238,ao,15
239,b,15
