,event,case
0,s,0
1,o,0
2,p,0
3,au,0
4,s,1
5,o,1
6,au,1
7,p,1
8,s,2
9,o,2
10,au,2
11,s,3
12,o,3
13,p,3
14,au,3
15,s,4
16,o,4
17,p,4
18,au,4
19,s,5
20,o,5
21,s,6
22,o,6
23,p,6
24,au,6
25,s,7
26,o,7
27,au,7
28,s,8
29,o,8
30,au,8
31,p,8
32,s,9
33,o,9
34,p,9
35,au,9
36,s,10
37,o,10
38,p,10
39,au,10
40,s,11
41,o,11
42,p,11
43,au,11
44,s,12
45,o,12
46,au,12
47,p,12
48,s,13
49,o,13
50,p,13
51,au,13
52,s,14
53,o,14
54,au,14
55,p,14
56,s,15
57,o,15
58,au,15
59,p,15
60,s,16
61,o,16
62,au,16
63,p,16
64,s,17
65,o,17
66,p,17
67,au,17
68,s,18
69,o,18
70,p,18
71,au,18
72,s,19
73,o,19
74,au,19
75,s,20
76,o,20
77,p,20
78,au,20
79,s,21
80,o,21
81,p,21
82,au,21
83,s,22
84,o,22
85,p,22
86,au,22
87,s,23
88,o,23
89,p,23
90,au,23
91,s,24
92,o,24
93,au,24
94,p,24
95,s,25
96,o,25
97,au,25
98,p,25
99,s,26
100,o,26
101,au,26
102,p,26
103,s,27
104,o,27
105,p,27
106,au,27
107,s,28
108,o,28
109,au,28
110,p,28
111,s,29
112,o,29
113,s,30
114,o,30
115,au,30
116,p,30
117,s,31
118,o,31
119,s,32
120,o,32
121,au,32
122,p,32
123,s,33
124,o,33
125,p,33
126,au,33
127,s,34
128,o,34
129,p,34
130,au,34
131,s,35
132,o,35
133,s,36
134,o,36
135,au,36
136,p,36
137,s,37
138,o,37
139,s,38
140,o,38
141,au,38
142,p,38
143,s,39
144,o,39
145,p,39
146,au,39
147,s,40
148,o,40
149,p,40
150,s,41
151,o,41
152,p,41
153,au,41
154,s,42
155,o,42
156,au,42
157,p,42
158,s,43
159,o,43
160,au,43
161,p,43
162,s,44
163,o,44
164,p,44
165,au,44
166,s,45
167,o,45
168,au,45
169,p,45
170,s,46
171,o,46
172,au,46
173,p,46
174,s,47
175,o,47
176,p,47
177,s,48
178,o,48
179,au,48
180,p,48
181,s,49
182,o,49
183,p,49
184,au,49
185,s,50
186,o,50
187,p,50
188,au,50
189,s,51
190,o,51
191,p,51
192,s,52
193,o,52
194,au,52
195,p,52
196,s,53
197,o,53
198,s,54
199,o,54
200,au,54
201,p,54
202,s,55
203,o,55
204,au,55
205,p,55
206,s,56
207,o,56
208,au,56
209,p,56
210,s,57
211,o,57
212,au,57
213,p,57
214,s,58
215,o,58
216,p,58
217,au,58
218,s,59
219,o,59
220,p,59
221,au,59
