,event,case
0,q,0
1,q,0
2,aj,0
3,f,0
4,c,0
5,m,0
6,aj,0
7,m,0
8,ab,0
9,o,0
10,d,0
11,ar,0
12,p,0
13,l,0
14,aq,0
15,q,1
16,c,1
17,o,1
18,q,1
19,f,1
20,m,1
21,aj,1
22,aj,1
23,d,1
24,m,1
25,ab,1
26,ar,1
27,p,1
28,l,1
29,aq,1
30,q,2
31,m,2
32,q,2
33,f,2
34,c,2
35,u,2
36,aj,2
37,m,2
38,ab,2
39,o,2
40,d,2
41,ar,2
42,p,2
43,l,2
44,aq,2
45,aj,3
46,y,3
47,aj,3
48,m,3
49,c,3
50,q,3
51,f,3
52,o,3
53,m,3
54,d,3
55,ar,3
56,ab,3
57,p,3
58,l,3
59,aq,3
60,c,4
61,q,4
62,m,4
63,aj,4
64,aj,4
65,f,4
66,q,4
67,o,4
68,d,4
69,m,4
70,ar,4
71,ab,4
72,p,4
73,l,4
74,aq,4
75,aj,5
76,q,5
77,f,5
78,m,5
79,c,5
80,aj,5
81,y,5
82,o,5
83,m,5
84,d,5
85,ar,5
86,ab,5
87,p,5
88,l,5
89,aq,5
90,m,6
91,f,6
92,q,6
93,q,6
94,aj,6
95,c,6
96,aj,6
97,o,6
98,m,6
99,d,6
100,ab,6
101,ar,6
102,p,6
103,l,6
104,aq,6
105,f,7
106,m,7
107,aj,7
108,aj,7
109,c,7
110,q,7
111,q,7
112,m,7
113,o,7
114,ab,7
115,d,7
116,ar,7
117,p,7
118,l,7
119,aq,7
120,aj,8
121,q,8
122,f,8
123,y,8
124,aj,8
125,c,8
126,m,8
127,o,8
128,m,8
129,d,8
130,ar,8
131,p,8
132,ab,8
133,l,8
134,aq,8
135,f,9
136,q,9
137,aj,9
138,m,9
139,c,9
140,aj,9
141,y,9
142,m,9
143,ab,9
144,o,9
145,d,9
146,ar,9
147,p,9
148,l,9
149,aq,9
150,y,10
151,c,10
152,aj,10
153,m,10
154,f,10
155,aj,10
156,q,10
157,o,10
158,d,10
159,m,10
160,ab,10
161,ar,10
162,p,10
163,l,10
164,c,11
165,f,11
166,m,11
167,aj,11
168,q,11
169,aj,11
170,q,11
171,o,11
172,m,11
173,ab,11
174,d,11
175,ar,11
176,p,11
177,l,11
178,aq,11
179,aj,12
180,m,12
181,f,12
182,q,12
183,q,12
184,c,12
185,aj,12
186,o,12
187,m,12
188,d,12
189,ar,12
190,p,12
191,ab,12
192,l,12
193,f,13
194,c,13
195,aj,13
196,q,13
197,m,13
198,aj,13
199,q,13
200,o,13
201,m,13
202,d,13
203,ar,13
204,p,13
205,l,13
206,ab,13
207,aq,13
208,q,14
209,m,14
210,q,14
211,u,14
212,f,14
213,c,14
214,aj,14
215,m,14
216,ab,14
217,o,14
218,d,14
219,ar,14
220,p,14
221,l,14
222,aq,14
223,aj,15
224,q,15
225,y,15
226,m,15
227,c,15
228,f,15
229,u,15
230,o,15
231,m,15
232,d,15
233,ab,15
234,ar,15
235,p,15
236,l,15
237,aq,15
238,q,16
239,c,16
240,q,16
241,f,16
242,aj,16
243,o,16
244,m,16
245,aj,16
246,d,16
247,ar,16
248,m,16
249,p,16
250,ab,16
251,l,16
252,aq,16
253,aj,17
254,f,17
255,m,17
256,u,17
257,q,17
258,c,17
259,q,17
260,o,17
261,d,17
262,m,17
263,ab,17
264,ar,17
265,p,17
266,l,17
267,aq,17
268,y,18
269,aj,18
270,q,18
271,c,18
272,m,18
273,o,18
274,aj,18
275,d,18
276,f,18
277,m,18
278,ar,18
279,p,18
280,ab,18
281,l,18
282,aq,18
283,q,19
284,c,19
285,o,19
286,d,19
287,aj,19
288,ar,19
289,p,19
290,q,19
291,f,19
292,m,19
293,aj,19
294,l,19
295,m,19
296,m,20
297,q,20
298,aj,20
299,f,20
300,q,20
301,u,20
302,c,20
303,o,20
304,d,20
305,m,20
306,ab,20
307,ar,20
308,p,20
309,l,20
310,aq,20
311,m,21
312,q,21
313,u,21
314,q,21
315,aj,21
316,c,21
317,f,21
318,o,21
319,m,21
320,d,21
321,ab,21
322,ar,21
323,p,21
324,l,21
325,aq,21
326,q,22
327,f,22
328,c,22
329,q,22
330,aj,22
331,aj,22
332,m,22
333,o,22
334,m,22
335,d,22
336,ab,22
337,ar,22
338,p,22
339,l,22
340,m,23
341,aj,23
342,q,23
343,aj,23
344,f,23
345,c,23
346,o,23
347,q,23
348,d,23
349,ar,23
350,m,23
351,p,23
352,l,23
353,ab,23
354,aj,24
355,y,24
356,m,24
357,f,24
358,u,24
359,q,24
360,c,24
361,m,24
362,ab,24
363,o,24
364,d,24
365,ar,24
366,p,24
367,l,24
368,aq,24
369,aj,25
370,q,25
371,f,25
372,aj,25
373,c,25
374,m,25
375,q,25
376,m,25
377,o,25
378,ab,25
379,d,25
380,ar,25
381,p,25
382,l,25
383,aq,25
384,f,26
385,q,26
386,c,26
387,m,26
388,aj,26
389,aj,26
390,q,26
391,m,26
392,o,26
393,d,26
394,ar,26
395,ab,26
396,p,26
397,l,26
398,aq,26
399,u,27
400,y,27
401,q,27
402,aj,27
403,c,27
404,m,27
405,o,27
406,f,27
407,d,27
408,m,27
409,ab,27
410,ar,27
411,p,27
412,l,27
413,aq,27
414,q,28
415,q,28
416,f,28
417,aj,28
418,m,28
419,u,28
420,c,28
421,o,28
422,m,28
423,ab,28
424,d,28
425,ar,28
426,p,28
427,l,28
428,aq,28
429,c,29
430,y,29
431,u,29
432,q,29
433,m,29
434,aj,29
435,f,29
436,m,29
437,ab,29
438,o,29
439,d,29
440,ar,29
441,p,29
442,l,29
443,aq,29
444,m,30
445,aj,30
446,c,30
447,q,30
448,q,30
449,o,30
450,aj,30
451,f,30
452,d,30
453,ar,30
454,p,30
455,m,30
456,l,30
457,ab,30
458,aq,30
459,q,31
460,aj,31
461,aj,31
462,q,31
463,c,31
464,f,31
465,m,31
466,m,31
467,o,31
468,d,31
469,ab,31
470,ar,31
471,p,31
472,l,31
473,aq,31
474,y,32
475,c,32
476,q,32
477,o,32
478,aj,32
479,d,32
480,m,32
481,aj,32
482,f,32
483,m,32
484,ab,32
485,ar,32
486,p,32
487,l,32
488,aq,32
489,q,33
490,f,33
491,q,33
492,aj,33
493,aj,33
494,m,33
495,c,33
496,o,33
497,d,33
498,m,33
499,ar,33
500,p,33
501,ab,33
502,l,33
503,aq,33
504,m,34
505,c,34
506,aj,34
507,aj,34
