,event,case
0,q,0
1,aj,0
2,f,0
3,m,0
4,c,0
5,b,0
6,o,0
7,m,0
8,ab,0
9,d,0
10,ar,0
11,p,0
12,l,0
13,aq,0
14,q,1
15,f,1
16,s,1
17,aj,1
18,c,1
19,m,1
20,m,1
21,o,1
22,d,1
23,ab,1
24,ar,1
25,p,1
26,l,1
27,aq,1
28,aj,2
29,f,2
30,m,2
31,s,2
32,m,2
33,y,2
34,c,2
35,ab,2
36,o,2
37,d,2
38,ar,2
39,p,2
40,l,2
41,aq,2
42,f,3
43,aj,3
44,c,3
45,q,3
46,o,3
47,m,3
48,d,3
49,s,3
50,ar,3
51,m,3
52,ab,3
53,p,3
54,l,3
55,aq,3
56,q,4
57,m,4
58,aj,4
59,c,4
60,b,4
61,f,4
62,o,4
63,d,4
64,ar,4
65,m,4
66,ab,4
67,p,4
68,l,4
69,aq,4
70,q,5
71,f,5
72,c,5
73,b,5
74,m,5
75,aj,5
76,o,5
77,m,5
78,d,5
79,ab,5
80,ar,5
81,p,5
82,l,5
83,aq,5
84,c,6
85,q,6
86,f,6
87,aj,6
88,o,6
89,m,6
90,s,6
91,d,6
92,ar,6
93,p,6
94,m,6
95,l,6
96,aq,6
97,ab,6
98,q,7
99,c,7
100,f,7
101,m,7
102,aj,7
103,s,7
104,o,7
105,d,7
106,m,7
107,ab,7
108,ar,7
109,p,7
110,l,7
111,aq,7
112,f,8
113,aj,8
114,q,8
115,m,8
116,c,8
117,b,8
118,m,8
119,o,8
120,ab,8
121,d,8
122,ar,8
123,p,8
124,l,8
125,aq,8
126,aj,9
127,q,9
128,m,9
129,c,9
130,f,9
131,s,9
132,m,9
133,o,9
134,d,9
135,ab,9
136,ar,9
137,p,9
138,l,9
139,aq,9
140,aj,10
141,s,10
142,c,10
143,f,10
144,m,10
145,m,10
146,ab,10
147,q,10
148,o,10
149,d,10
150,ar,10
151,p,10
152,l,10
153,aq,10
154,f,11
155,q,11
156,s,11
157,c,11
158,aj,11
159,m,11
160,o,11
161,d,11
162,m,11
163,ar,11
164,ab,11
165,p,11
166,l,11
167,aq,11
168,f,12
169,s,12
170,q,12
171,m,12
172,aj,12
173,c,12
174,m,12
175,ab,12
176,o,12
177,d,12
178,ar,12
179,p,12
180,l,12
181,aq,12
182,q,13
183,m,13
184,aj,13
185,s,13
186,f,13
187,c,13
188,m,13
189,o,13
190,d,13
191,ar,13
192,ab,13
193,p,13
194,l,13
195,aq,13
196,m,14
197,aj,14
198,s,14
199,c,14
200,q,14
201,f,14
202,o,14
203,m,14
204,d,14
205,ar,14
206,p,14
207,l,14
208,ab,14
209,aq,14
210,c,15
211,b,15
212,f,15
213,aj,15
214,y,15
215,m,15
216,o,15
217,m,15
218,d,15
219,ab,15
220,ar,15
221,p,15
222,l,15
223,aq,15
224,q,16
225,m,16
226,c,16
227,aj,16
228,b,16
229,f,16
230,o,16
231,d,16
232,m,16
233,ar,16
234,ab,16
235,p,16
236,l,16
237,aq,16
238,q,17
239,f,17
240,m,17
241,c,17
242,b,17
243,aj,17
244,o,17
245,d,17
246,m,17
247,ar,17
248,ab,17
249,p,17
250,l,17
251,aq,17
252,y,18
253,m,18
254,b,18
255,f,18
256,c,18
257,aj,18
258,m,18
259,o,18
260,ab,18
261,d,18
262,ar,18
263,p,18
264,l,18
265,aq,18
266,c,19
267,s,19
268,q,19
269,m,19
270,f,19
271,aj,19
272,o,19
273,m,19
274,ab,19
275,d,19
276,ar,19
277,p,19
278,l,19
279,s,20
280,c,20
281,aj,20
282,m,20
283,y,20
284,f,20
285,m,20
286,o,20
287,ab,20
288,d,20
289,ar,20
290,p,20
291,l,20
292,aq,20
293,aj,21
294,m,21
295,f,21
296,y,21
297,c,21
298,b,21
299,m,21
300,ab,21
301,o,21
302,d,21
303,ar,21
304,p,21
305,l,21
306,aq,21
307,f,22
308,aj,22
309,c,22
310,m,22
311,s,22
312,q,22
313,o,22
314,m,22
315,ab,22
316,d,22
317,ar,22
318,p,22
319,l,22
320,aq,22
321,f,23
322,s,23
323,aj,23
324,c,23
325,q,23
326,m,23
327,m,23
328,ab,23
329,o,23
330,d,23
331,ar,23
332,p,23
333,l,23
334,c,24
335,s,24
336,m,24
337,aj,24
338,m,24
339,q,24
340,f,24
341,ab,24
342,o,24
343,d,24
344,ar,24
345,p,24
346,l,24
347,aq,24
348,aj,25
349,f,25
350,b,25
351,q,25
352,m,25
353,c,25
354,o,25
355,m,25
356,d,25
357,ab,25
358,ar,25
359,p,25
360,l,25
361,aq,25
362,m,26
363,f,26
364,c,26
365,q,26
366,s,26
367,aj,26
368,o,26
369,m,26
370,ab,26
371,d,26
372,ar,26
373,p,26
374,l,26
375,aq,26
376,b,27
377,f,27
378,y,27
379,c,27
380,m,27
381,aj,27
382,o,27
383,m,27
384,d,27
385,ab,27
386,ar,27
387,p,27
388,l,27
389,aq,27
390,y,28
391,m,28
392,f,28
393,b,28
394,aj,28
395,m,28
396,c,28
397,ab,28
398,o,28
399,d,28
400,ar,28
401,p,28
402,l,28
403,c,29
404,s,29
405,y,29
406,o,29
407,aj,29
408,m,29
409,f,29
410,d,29
411,m,29
412,ar,29
413,ab,29
414,p,29
415,l,29
416,m,30
417,f,30
418,aj,30
419,c,30
420,b,30
421,m,30
422,q,30
423,o,30
424,ab,30
425,d,30
426,ar,30
427,p,30
428,l,30
429,aq,30
430,q,31
431,m,31
432,s,31
433,aj,31
434,f,31
435,c,31
436,m,31
437,ab,31
438,o,31
439,d,31
440,ar,31
441,p,31
442,l,31
443,aq,31
444,q,32
445,c,32
446,f,32
447,aj,32
448,o,32
449,s,32
450,d,32
451,m,32
452,ar,32
453,p,32
454,m,32
455,ab,32
456,l,32
457,aq,32
458,c,33
459,m,33
460,aj,33
461,f,33
462,s,33
463,q,33
464,m,33
465,o,33
466,ab,33
467,d,33
468,ar,33
469,p,33
470,l,33
471,aq,33
472,aj,34
473,c,34
474,m,34
475,b,34
476,f,34
477,y,34
478,m,34
479,o,34
480,ab,34
481,d,34
482,ar,34
483,p,34
484,l,34
485,aq,34
486,y,35
487,c,35
488,aj,35
489,s,35
490,o,35
491,d,35
492,m,35
493,f,35
494,ar,35
495,m,35
496,p,35
497,ab,35
498,l,35
499,aq,35
500,c,36
501,y,36
502,f,36
503,aj,36
504,s,36
505,m,36
506,o,36
507,d,36
508,m,36
509,ab,36
510,ar,36
511,p,36
512,l,36
513,b,37
514,aj,37
515,c,37
516,m,37
517,m,37
518,q,37
519,f,37
520,o,37
521,d,37
522,ab,37
523,ar,37
524,p,37
525,l,37
526,aq,37
527,m,38
528,f,38
529,s,38
530,c,38
531,q,38
532,aj,38
533,m,38
534,o,38
535,d,38
536,ab,38
537,ar,38
538,p,38
539,s,39
540,f,39
541,m,39
542,aj,39
543,m,39
544,q,39
545,c,39
546,o,39
547,ab,39
548,d,39
549,ar,39
550,p,39
551,l,39
552,aq,39
553,m,40
554,f,40
555,q,40
556,b,40
557,aj,40
558,c,40
559,o,40
560,m,40
561,d,40
562,ar,40
563,p,40
564,l,40
565,ab,40
566,aq,40
567,m,41
568,y,41
569,aj,41
570,s,41
571,c,41
572,o,41
573,f,41
574,m,41
575,d,41
576,ab,41
577,ar,41
578,p,41
579,l,41
580,aq,41
581,f,42
582,c,42
583,m,42
584,q,42
585,b,42
586,aj,42
587,o,42
588,d,42
589,ar,42
590,m,42
591,ab,42
592,p,42
593,l,42
594,aq,42
595,f,43
596,c,43
597,q,43
598,s,43
599,aj,43
600,m,43
601,m,43
602,ab,43
603,o,43
604,d,43
605,ar,43
606,p,43
607,l,43
608,aq,43
609,f,44
610,aj,44
611,m,44
612,q,44
613,c,44
614,s,44
615,o,44
616,d,44
617,ar,44
618,m,44
619,p,44
620,l,44
621,aq,44
622,ab,44
623,s,45
624,y,45
625,m,45
626,c,45
627,o,45
628,f,45
629,aj,45
630,m,45
631,d,45
632,ar,45
633,ab,45
634,p,45
635,l,45
636,aq,45
637,y,46
638,c,46
639,f,46
640,aj,46
641,o,46
642,m,46
643,s,46
644,d,46
645,m,46
646,ab,46
647,ar,46
648,p,46
649,l,46
650,aq,46
651,f,47
652,c,47
653,s,47
654,m,47
655,aj,47
656,q,47
657,o,47
658,m,47
659,ab,47
660,d,47
661,ar,47
662,p,47
663,l,47
664,aq,47
665,m,48
666,s,48
667,q,48
668,c,48
669,aj,48
670,m,48
671,o,48
672,d,48
673,f,48
674,ar,48
675,ab,48
676,p,48
677,l,48
678,aq,48
679,aj,49
680,q,49
681,m,49
682,b,49
683,f,49
684,c,49
685,o,49
686,d,49
687,ar,49
688,p,49
689,m,49
690,ab,49
691,l,49
692,c,50
693,aj,50
694,f,50
695,y,50
696,o,50
697,s,50
698,m,50
699,m,50
700,d,50
701,ar,50
702,ab,50
703,p,50
704,l,50
705,q,51
706,f,51
707,c,51
708,o,51
709,s,51
710,d,51
711,m,51
712,aj,51
713,m,51
714,ar,51
715,p,51
716,ab,51
717,l,51
718,aq,51
719,aj,52
720,q,52
721,c,52
722,m,52
723,o,52
724,f,52
725,b,52
726,d,52
727,ar,52
728,m,52
729,p,52
730,ab,52
731,l,52
732,aq,52
733,q,53
734,c,53
735,m,53
736,aj,53
737,o,53
738,d,53
739,b,53
740,f,53
741,m,53
742,ar,53
743,ab,53
744,p,53
745,l,53
746,aq,53
747,y,54
748,f,54
749,aj,54
750,m,54
751,c,54
752,b,54
753,o,54
754,m,54
755,d,54
756,ab,54
757,ar,54
758,p,54
759,l,54
760,aq,54
761,f,55
762,s,55
763,c,55
764,aj,55
765,q,55
766,m,55
767,o,55
768,d,55
769,m,55
770,ar,55
771,ab,55
772,p,55
773,l,55
774,aq,55
775,y,56
776,aj,56
777,f,56
778,m,56
779,c,56
780,b,56
781,m,56
782,o,56
783,d,56
784,ab,56
785,ar,56
786,p,56
787,l,56
788,s,57
789,m,57
790,aj,57
791,m,57
792,q,57
793,c,57
794,f,57
795,ab,57
796,o,57
797,d,57
798,ar,57
799,p,57
800,l,57
801,aq,57
802,aj,58
803,c,58
804,b,58
805,q,58
806,o,58
807,m,58
808,f,58
809,d,58
810,ar,58
811,m,58
812,p,58
813,ab,58
814,l,58
815,s,59
816,f,59
817,m,59
818,q,59
819,c,59
820,aj,59
821,o,59
822,m,59
823,d,59
824,ab,59
825,ar,59
826,p,59
827,l,59
828,aq,59
829,c,60
830,aj,60
831,q,60
832,f,60
833,b,60
834,o,60
835,m,60
836,d,60
837,ar,60
838,m,60
839,p,60
840,ab,60
841,l,60
842,aq,60
843,c,61
844,aj,61
845,m,61
846,s,61
847,f,61
848,m,61
849,y,61
850,ab,61
851,o,61
852,d,61
853,ar,61
854,p,61
855,l,61
856,m,62
857,f,62
858,b,62
859,c,62
860,q,62
861,aj,62
862,o,62
863,d,62
864,ar,62
865,m,62
866,ab,62
867,p,62
868,l,62
869,aq,62
870,f,63
871,m,63
872,c,63
873,b,63
874,aj,63
875,q,63
876,m,63
877,o,63
878,d,63
879,ab,63
880,ar,63
881,p,63
882,l,63
883,aq,63
884,c,64
885,q,64
886,m,64
887,f,64
888,aj,64
889,s,64
890,o,64
891,d,64
892,ar,64
893,m,64
894,ab,64
895,p,64
896,l,64
897,aq,64
898,aj,65
899,m,65
900,s,65
901,f,65
902,q,65
903,m,65
904,c,65
905,o,65
906,ab,65
907,d,65
908,ar,65
909,p,65
910,l,65
911,aq,65
912,m,66
913,q,66
914,b,66
915,aj,66
916,m,66
917,c,66
918,f,66
919,ab,66
920,o,66
921,d,66
922,ar,66
923,p,66
924,l,66
925,aq,66
926,q,67
927,c,67
928,o,67
929,f,67
930,s,67
931,d,67
932,aj,67
933,m,67
934,ar,67
935,m,67
936,p,67
937,ab,67
938,l,67
939,aq,67
940,m,68
941,c,68
942,f,68
943,b,68
944,aj,68
945,q,68
946,m,68
947,ab,68
948,o,68
949,d,68
950,ar,68
951,p,68
952,l,68
953,aq,68
954,f,69
955,m,69
956,c,69
957,aj,69
958,b,69
959,m,69
960,y,69
961,ab,69
962,o,69
963,d,69
964,ar,69
965,p,69
966,l,69
967,aq,69
968,m,70
969,aj,70
970,s,70
971,y,70
972,f,70
973,m,70
974,c,70
975,ab,70
976,o,70
977,d,70
978,ar,70
979,p,70
980,l,70
981,aq,70
982,f,71
983,b,71
984,q,71
985,c,71
986,m,71
987,o,71
988,aj,71
989,d,71
990,m,71
