,event,case
0,q,0
1,aj,0
2,f,0
3,m,0
4,c,0
5,b,0
6,o,0
7,m,0
8,ab,0
9,d,0
10,ar,0
11,p,0
12,l,0
13,aq,0
14,s,1
15,m,1
16,f,1
17,aj,1
18,m,1
19,d,1
20,ab,1
21,n,1
22,ac,1
23,ah,1
24,m,2
25,r,2
26,aj,2
27,al,2
28,x,2
29,d,2
30,b,2
31,ad,2
32,m,2
33,ab,2
34,n,2
35,r,2
36,ao,2
37,ac,2
38,i,2
39,b,2
40,ah,2
41,as,2
42,b,3
43,av,3
44,r,3
45,aj,3
46,j,3
47,c,3
48,r,3
49,y,3
50,m,3
51,m,3
52,o,3
53,d,3
54,ar,3
55,ab,3
56,ao,3
57,p,3
58,b,3
59,l,3
60,i,3
61,aq,3
62,as,3
63,aj,4
64,ap,4
65,u,4
66,av,4
67,d,4
68,m,4
69,r,4
70,ao,4
71,s,4
72,r,4
73,i,4
74,b,4
75,m,4
76,aa,4
77,s,5
78,aj,5
79,f,5
80,c,5
81,y,5
82,m,5
83,o,5
84,m,5
85,av,5
86,ab,5
87,ar,5
88,p,5
89,l,5
90,aq,5
91,q,6
92,r,6
93,aj,6
94,j,6
95,aj,6
96,q,6
97,c,6
98,m,6
99,o,6
100,av,6
101,r,6
102,m,6
103,d,6
104,ao,6
105,b,6
106,ar,6
107,ab,6
108,i,6
109,p,6
110,l,6
111,aa,6
112,aq,6
113,d,7
114,al,7
115,m,7
116,b,7
117,at,7
118,aj,7
119,ap,7
120,n,7
121,m,7
122,ac,7
123,r,7
124,ah,7
125,ao,7
126,ab,7
127,b,7
128,i,7
129,aa,7
130,f,8
131,d,8
132,q,8
133,n,8
134,aj,8
135,m,8
136,aj,8
137,m,8
138,ab,8
139,ac,8
140,ah,8
141,m,9
142,aj,9
143,s,9
144,f,9
145,d,9
146,m,9
147,ab,9
148,n,9
149,ac,9
150,d,10
151,al,10
152,aj,10
153,r,10
154,d,10
155,q,10
156,c,10
157,m,10
158,aj,10
159,q,10
160,ao,10
161,b,10
162,o,10
163,m,10
164,d,10
165,ab,10
166,i,10
167,ar,10
168,as,10
169,p,10
170,l,10
171,aq,10
172,aj,11
173,s,11
174,ap,11
175,av,11
176,d,11
177,r,11
178,x,11
179,m,11
180,ao,11
181,i,11
182,b,11
183,n,11
184,m,11
185,as,11
186,ac,11
187,ad,11
188,ap,12
189,aj,12
190,d,12
191,x,12
192,s,12
193,am,12
194,al,12
195,m,12
196,m,12
197,ad,12
198,r,12
199,ab,12
200,ao,12
201,b,12
202,i,12
203,aa,12
204,f,13
205,aj,13
206,q,13
207,m,13
208,d,13
209,aj,13
210,am,13
211,m,13
212,ab,13
213,q,14
214,q,14
215,aj,14
216,f,14
217,c,14
218,m,14
219,aj,14
220,m,14
221,ab,14
222,o,14
223,d,14
224,ar,14
225,p,14
226,l,14
227,aq,14
228,d,15
229,al,15
230,d,15
231,u,15
232,q,15
233,r,15
234,m,15
235,aj,15
236,ao,15
237,ap,15
238,i,15
239,m,15
240,b,15
241,ab,15
242,u,15
243,as,15
244,al,16
245,y,16
246,r,16
247,aj,16
248,c,16
249,m,16
250,d,16
251,r,16
252,o,16
253,s,16
254,m,16
255,ao,16
256,d,16
257,ab,16
258,b,16
259,ar,16
260,i,16
261,p,16
262,as,16
263,l,16
264,al,17
265,q,17
266,r,17
267,aj,17
268,r,17
269,aj,17
270,j,17
271,c,17
272,o,17
273,m,17
274,q,17
275,ao,17
276,m,17
277,b,17
278,i,17
279,d,17
280,ab,17
281,aa,17
282,ar,17
283,p,17
284,l,17
285,aq,17
286,c,18
287,aj,18
288,m,18
289,y,18
290,s,18
291,o,18
292,f,18
293,m,18
294,av,18
295,ar,18
296,ab,18
297,p,18
298,l,18
299,aq,18
300,m,19
301,c,19
302,q,19
303,aj,19
304,y,19
305,u,19
306,o,19
307,f,19
308,m,19
309,av,19
310,ar,19
311,p,19
312,ab,19
313,l,19
314,aq,19
315,r,20
316,z,20
317,aj,20
318,av,20
319,ap,20
320,m,20
321,n,20
322,b,20
323,m,20
324,ac,20
325,r,20
326,ah,20
327,ab,20
328,ao,20
329,b,20
330,i,20
331,as,20
332,m,21
333,q,21
334,u,21
335,f,21
336,aj,21
337,d,21
338,m,21
339,ab,21
340,am,21
341,q,22
342,aj,22
343,f,22
344,m,22
345,aj,22
346,d,22
347,m,22
348,ab,22
349,n,22
350,ac,22
351,ah,22
352,q,23
353,aj,23
354,u,23
355,m,23
356,f,23
357,ap,23
358,u,23
359,m,23
360,m,24
361,r,24
362,z,24
363,aj,24
364,aj,24
365,q,24
366,al,24
367,d,24
368,n,24
369,m,24
370,r,24
371,ac,24
372,ao,24
373,ab,24
374,ah,24
375,i,24
376,b,24
377,aa,24
378,d,25
379,al,25
380,q,25
381,s,25
382,r,25
383,c,25
384,m,25
385,z,25
386,aj,25
387,ao,25
388,b,25
389,o,25
390,m,25
391,i,25
392,as,25
393,d,25
394,ab,25
395,ar,25
396,p,25
397,l,25
398,aq,25
399,m,26
400,x,26
401,d,26
402,r,26
403,ad,26
404,av,26
405,s,26
406,aj,26
407,r,26
408,m,26
409,n,26
410,ab,26
411,ao,26
412,ac,26
413,i,26
414,b,26
415,ah,26
416,as,26
417,q,27
418,f,27
419,s,27
420,aj,27
421,c,27
422,m,27
423,m,27
424,o,27
425,d,27
426,ab,27
427,ar,27
428,p,27
429,l,27
430,aq,27
431,d,28
432,ap,28
433,am,28
434,z,28
435,aj,28
436,m,28
437,q,28
438,al,28
439,aj,28
440,m,28
441,r,28
442,ab,28
443,ao,28
444,b,28
445,i,28
446,aa,28
447,d,29
448,f,29
449,s,29
450,m,29
451,aj,29
452,n,29
453,m,29
454,ac,29
455,ah,29
456,ab,29
457,aj,30
458,y,30
459,m,30
460,c,30
461,f,30
462,q,30
463,o,30
464,u,30
465,m,30
466,av,30
467,ar,30
468,ab,30
469,p,30
470,l,30
471,aq,30
472,q,31
473,u,31
474,m,31
475,f,31
476,aj,31
477,d,31
478,m,31
479,am,31
480,ab,31
481,c,32
482,f,32
483,s,32
484,y,32
485,m,32
486,aj,32
487,o,32
488,m,32
489,av,32
490,ab,32
491,ar,32
492,p,32
493,l,32
494,aj,33
495,f,33
496,m,33
497,s,33
498,m,33
499,y,33
500,c,33
501,ab,33
502,o,33
503,d,33
504,ar,33
505,p,33
506,l,33
507,aq,33
508,aj,34
509,q,34
510,r,34
511,d,34
512,al,34
513,aj,34
514,at,34
515,m,34
516,am,34
517,m,34
518,r,34
519,ab,34
520,ao,34
521,b,34
522,i,34
523,aa,34
524,av,35
525,d,35
526,aj,35
527,r,35
528,d,35
529,q,35
530,m,35
531,aj,35
532,ao,35
533,x,35
534,m,35
535,n,35
536,i,35
537,b,35
538,ab,35
539,ad,35
540,ac,35
541,m,36
542,al,36
543,aj,36
544,c,36
545,r,36
546,r,36
547,b,36
548,q,36
549,x,36
550,o,36
551,ad,36
552,d,36
553,ao,36
554,b,36
555,ar,36
556,i,36
557,m,36
558,ab,36
559,p,36
560,l,36
561,as,36
562,j,37
563,aj,37
564,m,37
565,av,37
566,c,37
567,d,37
568,s,37
569,q,37
570,m,37
571,r,37
572,ao,37
573,o,37
574,d,37
575,ab,37
576,ar,37
577,i,37
578,b,37
579,p,37
580,l,37
581,as,37
582,aq,37
583,d,38
584,m,38
585,r,38
586,s,38
587,al,38
588,am,38
589,aj,38
590,d,38
591,m,38
592,r,38
593,ab,38
594,ao,38
595,i,38
596,b,38
597,aa,38
598,y,39
599,m,39
600,q,39
601,aj,39
602,c,39
603,f,39
604,u,39
605,m,39
606,ab,39
607,o,39
608,av,39
609,ar,39
610,p,39
611,l,39
612,aq,39
613,q,40
614,aj,40
615,d,40
616,f,40
617,m,40
618,n,40
619,aj,40
620,m,40
621,ac,40
622,ab,40
623,ah,40
624,f,41
625,aj,41
626,c,41
627,q,41
628,o,41
629,m,41
630,d,41
631,s,41
632,ar,41
633,m,41
634,ab,41
635,p,41
636,l,41
637,aq,41
638,c,42
639,q,42
640,aj,42
641,m,42
642,f,42
643,aj,42
644,y,42
645,m,42
646,o,42
647,ab,42
648,av,42
649,ar,42
650,p,42
651,l,42
652,aq,42
653,u,43
654,d,43
655,q,43
656,m,43
657,av,43
658,aj,43
659,x,43
660,d,43
661,r,43
662,m,43
663,ad,43
664,ao,43
665,b,43
666,am,43
667,ab,43
668,i,43
669,as,43
670,d,44
671,r,44
672,d,44
673,m,44
674,s,44
675,aj,44
676,av,44
677,r,44
678,am,44
679,ao,44
680,i,44
681,m,44
682,ab,44
683,b,44
684,as,44
685,aj,45
686,m,45
687,c,45
688,b,45
689,y,45
690,f,45
691,o,45
692,m,45
693,ab,45
694,av,45
695,ar,45
696,p,45
697,l,45
698,aq,45
699,u,46
700,y,46
701,q,46
702,aj,46
703,f,46
704,c,46
705,m,46
706,o,46
707,d,46
708,m,46
709,ar,46
710,ab,46
711,aj,47
712,j,47
713,al,47
714,r,47
715,ap,47
716,m,47
717,n,47
718,b,47
719,r,47
720,ac,47
721,m,47
722,ao,47
723,ah,47
724,i,47
725,ab,47
726,b,47
727,z,48
728,av,48
729,y,48
730,s,48
731,m,48
732,r,48
733,aj,48
734,c,48
735,r,48
736,ao,48
737,m,48
738,i,48
739,ab,48
740,o,48
741,d,48
742,b,48
743,ar,48
744,as,48
745,p,48
746,l,48
747,aq,48
748,b,49
749,al,49
750,r,49
751,aj,49
752,z,49
753,m,49
754,q,49
755,c,49
756,o,49
757,r,49
758,m,49
759,d,49
760,ao,49
761,ab,49
762,ar,49
763,b,49
764,i,49
765,p,49
766,l,49
767,aa,49
768,aq,49
769,q,50
770,m,50
771,aj,50
772,c,50
773,b,50
774,f,50
775,o,50
776,d,50
777,ar,50
778,m,50
779,ab,50
780,p,50
781,l,50
782,aq,50
783,ap,51
784,aj,51
785,u,51
786,m,51
787,q,51
788,u,51
789,f,51
790,m,51
791,ab,51
792,f,52
793,m,52
794,q,52
795,aj,52
796,aj,52
797,d,52
798,n,52
799,m,52
800,ac,52
801,ah,52
802,ab,52
803,av,53
804,b,53
805,m,53
806,aj,53
807,r,53
808,c,53
809,q,53
810,o,53
811,ao,53
812,at,53
813,m,53
814,r,53
815,i,53
816,d,53
817,ab,53
818,ar,53
819,p,53
820,b,53
821,l,53
822,as,53
823,aq,53
824,c,54
825,d,54
826,av,54
827,m,54
828,d,54
829,r,54
830,y,54
831,ao,54
832,aj,54
833,i,54
834,s,54
835,m,54
836,o,54
837,b,54
838,as,54
839,d,54
840,ab,54
841,ar,54
842,p,54
843,l,54
844,aq,54
845,m,55
846,d,55
847,q,55
848,aj,55
849,f,55
850,u,55
851,n,55
852,ac,55
853,ah,55
854,m,55
855,ab,55
856,r,56
857,b,56
858,m,56
859,av,56
860,j,56
861,aj,56
862,r,56
863,d,56
864,m,56
865,ao,56
866,n,56
867,ab,56
868,i,56
869,ac,56
870,ah,56
871,b,56
872,as,56
873,q,57
874,f,57
875,c,57
876,b,57
877,m,57
878,aj,57
879,o,57
880,m,57
881,d,57
882,ab,57
883,ar,57
884,p,57
885,l,57
886,aq,57
887,q,58
888,r,58
889,q,58
890,m,58
891,c,58
892,al,58
893,aj,58
894,u,58
895,m,58
896,z,58
897,r,58
898,o,58
899,ab,58
900,ao,58
901,b,58
902,d,58
903,i,58
904,ar,58
905,aa,58
906,p,58
907,l,58
908,aq,58
909,s,59
910,d,59
911,d,59
912,aj,59
913,m,59
914,al,59
915,ap,59
916,m,59
917,ab,59
918,n,59
919,r,59
920,ac,59
921,ao,59
922,ah,59
923,b,59
924,i,59
925,as,59
926,y,60
927,at,60
928,r,60
929,c,60
930,o,60
931,aj,60
932,al,60
933,av,60
934,aj,60
935,m,60
936,q,60
937,ar,60
938,r,60
939,m,60
940,ao,60
941,p,60
942,i,60
943,ab,60
944,l,60
945,b,60
946,aa,60
947,aq,60
948,q,61
949,u,61
950,y,61
951,aj,61
952,c,61
953,f,61
954,m,61
955,m,61
956,o,61
957,ab,61
958,av,61
959,ar,61
960,p,61
961,l,61
962,y,62
963,c,62
964,o,62
965,d,62
966,al,62
967,aj,62
968,m,62
969,j,62
970,s,62
971,m,62
972,r,62
973,d,62
974,ar,62
975,ab,62
976,p,62
977,ao,62
978,i,62
979,b,62
980,l,62
981,aa,62
982,aq,62
983,q,63
984,c,63
985,o,63
986,q,63
