case,event,z_2,z_1,z_3
0,c,True,0.34385215399999997,0.50159385
0,u,True,0.34385215399999997,0.50159385
0,q,True,0.34385215399999997,0.50159385
1,p,True,0.657386279,0.583095248
1,k,True,0.657386279,0.583095248
1,ag,True,0.657386279,0.583095248
1,ap,True,0.657386279,0.583095248
2,am,True,0.7915627409999999,0.237744572
2,ar,True,0.7915627409999999,0.237744572
2,al,True,0.7915627409999999,0.237744572
2,ac,True,0.7915627409999999,0.237744572
2,an,True,0.7915627409999999,0.237744572
3,b,True,0.7161325009999999,0.04540691
3,f,True,0.7161325009999999,0.04540691
3,ai,True,0.7161325009999999,0.04540691
3,r,True,0.7161325009999999,0.04540691
3,aj,True,0.7161325009999999,0.04540691
3,g,True,0.7161325009999999,0.04540691
3,aq,True,0.7161325009999999,0.04540691
3,h,True,0.7161325009999999,0.04540691
3,aa,True,0.7161325009999999,0.04540691
3,ab,True,0.7161325009999999,0.04540691
3,n,True,0.7161325009999999,0.04540691
4,c,True,0.480049445,0.130113225
4,ak,True,0.480049445,0.130113225
4,z,True,0.480049445,0.130113225
4,q,True,0.480049445,0.130113225
5,b,False,0.07735615,0.942102461
5,ai,False,0.07735615,0.942102461
5,f,False,0.07735615,0.942102461
5,l,False,0.07735615,0.942102461
5,ao,False,0.07735615,0.942102461
5,ad,False,0.07735615,0.942102461
5,h,False,0.07735615,0.942102461
5,g,False,0.07735615,0.942102461
5,aq,False,0.07735615,0.942102461
5,aa,False,0.07735615,0.942102461
5,ab,False,0.07735615,0.942102461
5,n,False,0.07735615,0.942102461
6,c,True,0.378176918,0.068391989
6,ak,True,0.378176918,0.068391989
6,z,True,0.378176918,0.068391989
6,q,True,0.378176918,0.068391989
7,c,True,0.8984402020000001,0.515704331
7,z,True,0.8984402020000001,0.515704331
7,ak,True,0.8984402020000001,0.515704331
7,q,True,0.8984402020000001,0.515704331
8,c,True,0.215839265,0.03169337
8,z,True,0.215839265,0.03169337
8,ak,True,0.215839265,0.03169337
8,q,True,0.215839265,0.03169337
9,y,False,0.9804953940000001,0.448369016
9,t,False,0.9804953940000001,0.448369016
10,c,False,0.239424716,0.9789239829999999
10,w,False,0.239424716,0.9789239829999999
10,q,False,0.239424716,0.9789239829999999
11,b,True,0.10308836699999999,0.544534211
11,f,True,0.10308836699999999,0.544534211
11,ai,True,0.10308836699999999,0.544534211
11,r,True,0.10308836699999999,0.544534211
11,aj,True,0.10308836699999999,0.544534211
11,h,True,0.10308836699999999,0.544534211
11,g,True,0.10308836699999999,0.544534211
11,aa,True,0.10308836699999999,0.544534211
11,aq,True,0.10308836699999999,0.544534211
11,ab,True,0.10308836699999999,0.544534211
11,n,True,0.10308836699999999,0.544534211
12,b,False,0.31419953,0.336406286
12,ai,False,0.31419953,0.336406286
12,f,False,0.31419953,0.336406286
12,j,False,0.31419953,0.336406286
12,h,False,0.31419953,0.336406286
12,aa,False,0.31419953,0.336406286
12,g,False,0.31419953,0.336406286
12,ab,False,0.31419953,0.336406286
12,aq,False,0.31419953,0.336406286
12,n,False,0.31419953,0.336406286
13,a,False,0.778135483,0.546020563
13,al,False,0.778135483,0.546020563
13,ac,False,0.778135483,0.546020563
13,an,False,0.778135483,0.546020563
14,c,True,0.462951635,0.448703881
14,w,True,0.462951635,0.448703881
14,q,True,0.462951635,0.448703881
15,b,False,0.327377133,0.416399549
15,ai,False,0.327377133,0.416399549
15,f,False,0.327377133,0.416399549
15,j,False,0.327377133,0.416399549
15,h,False,0.327377133,0.416399549
15,g,False,0.327377133,0.416399549
15,aq,False,0.327377133,0.416399549
15,aa,False,0.327377133,0.416399549
15,ab,False,0.327377133,0.416399549
15,n,False,0.327377133,0.416399549
16,b,False,0.565008873,0.295114314
16,ai,False,0.565008873,0.295114314
16,f,False,0.565008873,0.295114314
16,l,False,0.565008873,0.295114314
16,ao,False,0.565008873,0.295114314
16,ad,False,0.565008873,0.295114314
16,g,False,0.565008873,0.295114314
16,aq,False,0.565008873,0.295114314
16,v,False,0.565008873,0.295114314
16,n,False,0.565008873,0.295114314
17,b,False,0.28320129899999996,0.677045421
17,f,False,0.28320129899999996,0.677045421
17,ai,False,0.28320129899999996,0.677045421
17,r,False,0.28320129899999996,0.677045421
17,aj,False,0.28320129899999996,0.677045421
17,g,False,0.28320129899999996,0.677045421
17,aq,False,0.28320129899999996,0.677045421
17,h,False,0.28320129899999996,0.677045421
17,aa,False,0.28320129899999996,0.677045421
17,ab,False,0.28320129899999996,0.677045421
17,n,False,0.28320129899999996,0.677045421
18,y,True,0.771337475,0.360853806
18,d,True,0.771337475,0.360853806
20,c,False,0.936382646,0.654638106
20,w,False,0.936382646,0.654638106
20,q,False,0.936382646,0.654638106
21,a,True,0.528444495,0.902815991
21,al,True,0.528444495,0.902815991
21,ap,True,0.528444495,0.902815991
22,c,True,0.8084572440000001,0.167833533
22,z,True,0.8084572440000001,0.167833533
22,ak,True,0.8084572440000001,0.167833533
22,q,True,0.8084572440000001,0.167833533
23,k,False,0.11903809900000001,0.084275715
23,ag,False,0.11903809900000001,0.084275715
23,p,False,0.11903809900000001,0.084275715
23,af,False,0.11903809900000001,0.084275715
24,o,False,0.472815528,0.16501501
24,t,False,0.472815528,0.16501501
25,o,True,0.736755583,0.787357449
25,ac,True,0.736755583,0.787357449
27,e,True,0.835191053,0.41255930700000004
27,ap,True,0.835191053,0.41255930700000004
29,b,True,0.099250844,0.33997301
29,f,True,0.099250844,0.33997301
29,ai,True,0.099250844,0.33997301
29,r,True,0.099250844,0.33997301
29,aj,True,0.099250844,0.33997301
29,g,True,0.099250844,0.33997301
29,aq,True,0.099250844,0.33997301
29,h,True,0.099250844,0.33997301
29,aa,True,0.099250844,0.33997301
29,ab,True,0.099250844,0.33997301
29,n,True,0.099250844,0.33997301
30,y,True,0.353173556,0.374088739
30,ac,True,0.353173556,0.374088739
30,an,True,0.353173556,0.374088739
32,c,False,0.749398377,0.6112931420000001
32,w,False,0.749398377,0.6112931420000001
32,q,False,0.749398377,0.6112931420000001
34,a,True,0.002844631,0.225747965
34,al,True,0.002844631,0.225747965
34,t,True,0.002844631,0.225747965
35,b,True,0.85973342,0.132389899
35,ai,True,0.85973342,0.132389899
35,f,True,0.85973342,0.132389899
35,r,True,0.85973342,0.132389899
35,aj,True,0.85973342,0.132389899
35,g,True,0.85973342,0.132389899
35,aq,True,0.85973342,0.132389899
35,h,True,0.85973342,0.132389899
35,aa,True,0.85973342,0.132389899
35,ab,True,0.85973342,0.132389899
35,n,True,0.85973342,0.132389899
36,c,False,0.467298053,0.820228665
36,ak,False,0.467298053,0.820228665
36,z,False,0.467298053,0.820228665
36,q,False,0.467298053,0.820228665
37,c,True,0.37924113200000004,0.360664136
37,w,True,0.37924113200000004,0.360664136
37,q,True,0.37924113200000004,0.360664136
40,b,False,0.189942958,0.966635083
40,ai,False,0.189942958,0.966635083
40,f,False,0.189942958,0.966635083
40,r,False,0.189942958,0.966635083
40,aj,False,0.189942958,0.966635083
40,h,False,0.189942958,0.966635083
40,g,False,0.189942958,0.966635083
40,aa,False,0.189942958,0.966635083
40,aq,False,0.189942958,0.966635083
40,ab,False,0.189942958,0.966635083
40,n,False,0.189942958,0.966635083
41,c,True,0.7969245340000001,0.253538069
41,w,True,0.7969245340000001,0.253538069
41,q,True,0.7969245340000001,0.253538069
42,b,True,0.521552804,0.842687851
42,ai,True,0.521552804,0.842687851
42,f,True,0.521552804,0.842687851
42,r,True,0.521552804,0.842687851
42,aj,True,0.521552804,0.842687851
42,g,True,0.521552804,0.842687851
42,v,True,0.521552804,0.842687851
42,n,True,0.521552804,0.842687851
42,aq,True,0.521552804,0.842687851
43,c,False,0.22694441,0.546780582
43,ak,False,0.22694441,0.546780582
43,z,False,0.22694441,0.546780582
43,q,False,0.22694441,0.546780582
45,c,True,0.959554784,0.226296379
45,u,True,0.959554784,0.226296379
45,q,True,0.959554784,0.226296379
47,b,False,0.160687133,0.452373621
47,f,False,0.160687133,0.452373621
47,ai,False,0.160687133,0.452373621
47,r,False,0.160687133,0.452373621
47,aj,False,0.160687133,0.452373621
47,g,False,0.160687133,0.452373621
47,aq,False,0.160687133,0.452373621
47,h,False,0.160687133,0.452373621
47,aa,False,0.160687133,0.452373621
47,ab,False,0.160687133,0.452373621
47,n,False,0.160687133,0.452373621
48,c,True,0.951126327,0.354950307
48,u,True,0.951126327,0.354950307
48,q,True,0.951126327,0.354950307
49,c,False,0.736548628,0.15829765
49,ak,False,0.736548628,0.15829765
49,z,False,0.736548628,0.15829765
49,q,False,0.736548628,0.15829765
50,y,False,0.936124872,0.9337248309999999
50,d,False,0.936124872,0.9337248309999999
51,c,True,0.7443138140000001,0.035344604
51,u,True,0.7443138140000001,0.035344604
51,q,True,0.7443138140000001,0.035344604
53,e,False,0.7632522559999999,0.338474165
53,t,False,0.7632522559999999,0.338474165
55,c,False,0.80868133,0.14274257199999998
55,w,False,0.80868133,0.14274257199999998
55,q,False,0.80868133,0.14274257199999998
58,c,False,0.126457658,0.143197846
58,w,False,0.126457658,0.143197846
58,q,False,0.126457658,0.143197846
59,b,True,0.5063081939999999,0.106953374
59,f,True,0.5063081939999999,0.106953374
59,ai,True,0.5063081939999999,0.106953374
59,l,True,0.5063081939999999,0.106953374
59,ao,True,0.5063081939999999,0.106953374
59,ad,True,0.5063081939999999,0.106953374
59,g,True,0.5063081939999999,0.106953374
59,v,True,0.5063081939999999,0.106953374
59,aq,True,0.5063081939999999,0.106953374
59,n,True,0.5063081939999999,0.106953374
60,am,True,0.825392241,0.9206944029999999
60,ar,True,0.825392241,0.9206944029999999
60,al,True,0.825392241,0.9206944029999999
60,af,True,0.825392241,0.9206944029999999
61,c,False,0.357992054,0.39254431700000003
61,u,False,0.357992054,0.39254431700000003
