,0
0,0.9846153846153847
1,0.7647058823529411
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,0.9444444444444444
8,0.9444444444444444
9,0.72
10,0.9714285714285714
11,1.0
12,1.0
13,1.0
14,0.9714285714285714
15,1.0
16,0.9090909090909091
17,1.0
18,0.72
19,0.05128205128205128
20,0.9714285714285714
21,0.8
22,0.9444444444444444
23,0.7333333333333333
24,0.7575757575757576
25,0.7575757575757576
26,0.05128205128205128
27,0.8148148148148148
28,0.05128205128205128
29,1.0
30,1.0
31,0.08928571428571429
32,0.9714285714285714
33,0.125
34,0.8
35,1.0
36,1.0
37,0.9714285714285714
38,0.06666666666666667
39,0.05128205128205128
40,1.0
41,0.9714285714285714
42,1.0
43,1.0
44,0.05128205128205128
45,0.9846153846153847
46,0.03278688524590164
47,1.0
48,0.9846153846153847
49,1.0
50,0.72
51,0.9846153846153847
52,0.05128205128205128
53,0.8148148148148148
54,0.05128205128205128
55,0.9714285714285714
56,0.084070796460177
57,0.2857142857142857
58,0.9714285714285714
59,0.9285714285714286
60,0.7037037037037037
61,0.9846153846153847
62,0.9846153846153847
63,0.03164556962025317
64,1.0
65,1.0
66,0.25
67,1.0
68,0.084070796460177
69,0.05128205128205128
70,0.1
71,0.9090909090909091
72,1.0
73,0.8
74,1.0
75,0.1111111111111111
76,0.023255813953488372
77,0.7037037037037037
78,0.7037037037037037
79,0.7333333333333333
80,1.0
81,1.0
82,0.05128205128205128
83,0.9444444444444444
84,0.8
85,0.7575757575757576
86,1.0
87,0.022388059701492536
88,1.0
89,1.0
90,1.0
91,0.72
92,0.9846153846153847
93,0.05128205128205128
94,1.0
95,1.0
96,1.0
97,0.7647058823529411
98,0.08928571428571429
99,0.029411764705882353
100,0.7575757575757576
101,0.9846153846153847
102,0.9714285714285714
103,1.0
104,0.8148148148148148
105,0.9090909090909091
106,0.05128205128205128
107,1.0
108,1.0
109,0.9714285714285714
110,0.1111111111111111
111,0.03278688524590164
112,1.0
113,0.72
114,0.9714285714285714
115,1.0
116,0.9444444444444444
117,1.0
118,0.05128205128205128
119,0.08333333333333333
120,0.084070796460177
121,1.0
122,0.9714285714285714
123,0.3333333333333333
124,1.0
125,1.0
126,0.15384615384615385
127,0.9714285714285714
128,1.0
129,0.9444444444444444
130,1.0
131,0.8148148148148148
132,0.9714285714285714
133,1.0
134,0.8148148148148148
135,1.0
136,1.0
137,0.2
138,0.7037037037037037
139,0.08928571428571429
140,0.9846153846153847
141,0.9090909090909091
142,0.05128205128205128
143,1.0
144,0.9846153846153847
145,0.7647058823529411
146,0.07692307692307693
147,0.9846153846153847
148,0.9846153846153847
149,1.0
150,0.9444444444444444
151,0.25
152,0.9090909090909091
153,0.72
154,0.72
155,0.8
156,1.0
157,1.0
158,0.9714285714285714
159,0.7333333333333333
160,0.7037037037037037
161,0.9846153846153847
162,1.0
163,0.7037037037037037
164,0.125
165,0.9846153846153847
166,1.0
167,0.084070796460177
168,1.0
169,1.0
170,1.0
171,0.05128205128205128
172,1.0
173,0.7037037037037037
174,0.72
175,0.7575757575757576
176,1.0
177,0.15384615384615385
178,0.9714285714285714
179,0.9714285714285714
180,0.9444444444444444
181,0.05263157894736842
182,1.0
183,0.9846153846153847
184,0.9846153846153847
185,0.9090909090909091
186,1.0
187,0.72
188,1.0
189,1.0
190,1.0
191,0.9444444444444444
192,0.7575757575757576
193,1.0
194,0.084070796460177
195,0.084070796460177
196,1.0
197,0.9285714285714286
198,0.13793103448275862
199,0.9714285714285714
200,1.0
201,1.0
202,0.9714285714285714
203,1.0
204,1.0
205,0.9714285714285714
206,0.72
207,0.04878048780487805
208,0.9714285714285714
209,0.7037037037037037
210,1.0
211,0.9846153846153847
212,0.72
213,0.9714285714285714
214,0.084070796460177
215,0.9846153846153847
216,1.0
217,1.0
218,0.03164556962025317
219,1.0
220,0.72
