,event,case
0,t$0$1,0
1,t$0$1,1
2,r$0,2
3,r$0,3
4,t$0$1,3
5,r$0,4
6,t$0$1,4
7,t$0$1,5
8,t$0$1,6
9,r$0,7
10,t$0$1,7
11,r$0,8
12,t$0$1,8
13,r$0,9
14,t$0$1,9
15,t$0$1,10
16,t$0$1,11
17,t$0$1,12
18,r$0,13
19,t$0$1,13
20,r$0,14
21,u$0$1,14
22,t$0$1,15
23,t$0$1,16
24,t$0$1,17
25,u$0$0,18
26,r$0,19
27,t$0$1,19
28,t$0$1,20
29,r$0,21
30,t$0$1,21
31,t$0$1,22
32,r$0,23
33,t$0$1,23
34,t$0$1,24
35,t$0$1,25
36,t$0$1,26
37,r$0,27
38,t$0$1,27
39,r$0,28
40,t$0$1,28
41,r$0,29
42,t$0$1,29
43,t$0$1,30
44,r$0,31
45,t$0$1,31
46,r$0,32
47,t$0$1,32
48,t$0$1,33
49,t$0$1,34
50,r$0,35
51,t$0$1,35
52,t$0$1,36
53,r$0,37
54,t$0$1,37
55,r$0,38
56,d$0$1,38
57,t$0$1,39
58,r$0,40
59,t$0$1,40
60,h$0,41
61,ad$0,41
62,t$0$1,42
63,r$0,43
64,t$0$1,43
65,t$0$1,44
66,t$0$1,45
67,r$0,46
68,t$0$1,46
69,t$0$1,47
70,t$0$1,48
71,t$0$1,49
72,t$0$1,50
73,t$0$1,51
74,t$0$1,52
75,t$0$1,53
76,t$0$1,54
77,t$0$1,55
78,t$0$1,56
79,t$0$1,57
80,r$0,58
81,t$0$1,58
82,t$0$1,59
83,t$0$1,60
84,r$0,61
85,t$0$1,61
86,t$0$1,62
87,r$0,63
88,d$0$1,63
89,al$0,64
90,at$0,64
91,t$0$1,65
92,t$0$1,66
93,r$0,67
94,t$0$1,67
95,t$0$1,68
96,r$0,69
97,h$0,69
98,ad$0,69
99,t$0$1,70
100,u$0$0,71
101,u$0$0,72
102,t$0$1,73
103,r$0,74
104,t$0$1,74
105,t$0$1,75
106,t$0$1,76
107,t$0$1,77
108,t$0$1,78
109,d$0$0,79
110,t$0$1,80
111,t$0$1,81
112,t$0$1,82
113,r$0,83
114,t$0$1,83
115,r$0,84
116,t$0$1,84
117,r$0,85
118,t$0$1,85
119,t$0$1,86
120,r$0,87
121,t$0$1,87
122,t$0$1,88
123,t$0$1,89
124,al$0,90
125,at$0,90
126,t$0$1,91
127,r$0,92
128,t$0$1,92
129,t$0$1,93
130,t$0$1,94
131,r$0,95
132,t$0$1,95
133,t$0$1,96
134,r$0,97
135,u$0$1,97
136,t$0$1,98
137,r$0,99
138,t$0$1,99
139,t$0$1,100
140,at$0,101
141,al$0,101
142,t$0$1,102
143,t$0$1,103
144,r$0,104
145,t$0$1,104
146,r$0,105
147,t$0$1,105
148,r$0,106
149,t$0$1,106
150,h$0,107
151,r$0,108
152,t$0$1,108
153,t$0$1,109
154,r$0,110
155,t$0$1,110
156,r$0,111
157,t$0$1,111
158,t$0$1,112
159,t$0$1,113
160,r$0,114
161,t$0$1,114
162,t$0$1,115
163,r$0,116
164,t$0$1,116
165,t$0$1,117
166,t$0$1,118
167,r$0,119
168,t$0$1,119
169,t$0$1,120
170,t$0$1,121
171,t$0$1,122
172,t$0$1,123
173,t$0$1,124
174,t$0$1,125
175,t$0$1,126
176,t$0$1,127
177,t$0$1,128
178,t$0$1,129
179,r$0,130
180,t$0$1,130
181,r$0,131
182,t$0$1,131
183,t$0$1,132
184,t$0$1,133
185,r$0,134
186,t$0$1,134
187,t$0$1,135
188,t$0$1,136
189,t$0$1,137
190,t$0$1,138
191,t$0$1,139
192,t$0$1,140
193,r$0,141
194,t$0$1,141
195,r$0,142
196,t$0$1,143
197,t$0$1,144
198,t$0$1,145
199,t$0$1,146
200,t$0$1,147
201,t$0$1,148
202,r$0,149
203,t$0$1,149
204,t$0$1,150
205,t$0$1,151
206,t$0$1,152
207,r$0,153
208,t$0$1,153
209,t$0$1,154
210,t$0$1,155
211,r$0,156
212,t$0$1,156
213,r$0,157
214,t$0$1,157
215,t$0$1,158
216,t$0$1,159
217,t$0$1,160
218,u$0$0,161
219,t$0$1,162
220,t$0$1,163
221,t$0$1,164
222,t$0$1,165
223,t$0$1,166
224,t$0$1,167
225,t$0$1,168
226,t$0$1,169
227,t$0$1,170
228,t$0$1,171
229,t$0$1,172
230,t$0$1,173
231,t$0$1,174
232,r$0,175
233,t$0$1,175
234,t$0$1,176
235,r$0,177
236,t$0$1,177
237,r$0,178
238,t$0$1,178
239,d$0$0,179
240,t$0$1,180
241,t$0$1,181
242,t$0$1,182
243,r$0,183
244,t$0$1,183
245,r$0,184
246,t$0$1,184
247,t$0$1,185
248,t$0$1,186
249,t$0$1,187
250,r$0,188
251,d$0$1,188
252,r$0,189
253,t$0$1,189
254,t$0$1,190
255,t$0$1,191
256,t$0$1,192
257,r$0,193
258,t$0$1,193
259,t$0$1,194
260,r$0,195
261,t$0$1,195
262,t$0$1,196
263,t$0$1,197
264,t$0$1,198
265,t$0$1,199
266,t$0$1,200
267,t$0$1,201
268,r$0,202
269,t$0$1,202
270,t$0$1,203
271,t$0$1,204
272,t$0$1,205
273,t$0$1,206
274,t$0$1,207
275,t$0$1,208
276,t$0$1,209
277,t$0$1,210
278,t$0$1,211
279,r$0,212
280,t$0$1,212
281,h$0,213
282,ad$0,213
283,t$0$1,214
284,t$0$1,215
285,t$0$1,216
