,event,case
0,f$1,0
1,au,0
2,f$1,1
3,au,1
4,c$0$0$0,2
5,as$0,2
6,c$0$0$0,3
7,as$0,3
8,c$0$0$0,4
9,as$0,4
10,f$1,5
11,au,5
12,w$1,6
13,ao,6
14,c$0$0$0,7
15,as$0,7
16,c$0$0$0,8
17,as$0,8
18,c$0$0$0,9
19,as$0,9
20,w$1,10
21,ao,10
22,c$0$1,11
23,q,11
24,t$0$0,11
25,b,11
26,w$1,12
27,ao,12
28,w$1,13
29,ao,13
30,c$0$0$0,14
31,as$0,14
32,c$0$0$0,15
33,as$0,15
34,f$1,16
35,au,16
36,w$1,17
37,ao,17
38,w$1,18
39,ao,18
40,f$1,19
41,au,19
42,c$0$0$0,20
43,as$0,20
44,w$1,21
45,ao,21
46,c$0$0$0,22
47,as$0,22
48,q,23
49,b,23
50,t$0$0,23
51,c$0$1,23
52,q,24
53,b,24
54,c$0$1,24
55,t$0$0,24
56,q,25
57,t$0$0,25
58,b,25
59,t$0$0,26
60,q,26
61,c$0$1,26
62,b,26
63,w$1,27
64,ao,27
65,c$0$0$0,28
66,as$0,28
67,c$0$0$0,29
68,q,29
69,t$0$0,29
70,b,29
71,f$1,30
72,au,30
73,w$1,31
74,ao,31
75,f$1,32
76,au,32
77,c$0$0$0,33
78,as$0,33
79,c$0$0$0,34
80,as$0,34
81,q,35
82,b,35
83,c$0$1,35
84,t$0$0,35
85,c$0$0$0,36
86,as$0,36
87,w$1,37
88,ao,37
89,c$0$0$0,38
90,as$0,38
91,c$0$0$0,39
92,as$0,39
93,q,40
94,b,40
95,c$0$1,40
96,t$0$0,40
97,w$1,41
98,ao,41
99,t$0$0,42
100,q,42
101,b,42
102,c$0$1,42
103,w$1,43
104,ao,43
105,q,44
106,b,44
107,c$0$1,44
108,t$0$0,44
109,c$0$0$0,45
110,as$0,45
111,w$1,46
112,ao,46
113,c$0$0$0,47
114,as$0,47
115,c$0$0$0,48
116,as$0,48
117,c$0$1,49
118,b,49
119,q,49
120,t$0$0,49
121,w$1,50
122,ao,50
123,c$0$0$0,51
124,as$0,51
125,f$1,52
126,au,52
127,w$1,53
128,ao,53
129,c$0$0$0,54
130,as$0,54
131,w$1,55
132,ao,55
133,w$1,56
134,ao,56
135,c$0$0$0,57
136,as$0,57
137,f$1,58
138,au,58
139,w$1,59
140,ao,59
141,c$0$1,60
142,q,60
143,b,60
144,t$0$0,60
145,b,61
146,q,61
147,c$0$1,61
148,t$0$0,61
149,f$1,62
150,au,62
151,f$1,63
152,au,63
153,f$1,64
154,au,64
155,w$1,65
156,ao,65
157,t$0$0,66
158,c$0$1,66
159,q,66
160,b,66
161,f$1,67
162,au,67
163,q,68
164,c$0$1,68
165,t$0$0,68
166,b,68
167,f$1,69
168,au,69
169,w$1,70
170,ao,70
171,w$1,71
172,ao,71
173,c$0$1,72
174,t$0$0,72
175,b,72
176,q,72
177,w$1,73
178,ao,73
179,c$0$0$0,74
180,as$0,74
181,w$1,75
182,ao,75
183,f$1,76
184,au,76
185,c$0$0$0,77
186,as$0,77
187,w$1,78
188,ao,78
189,c$0$1,79
190,t$0$0,79
191,q,79
192,b,79
193,c$0$0$0,80
194,as$0,80
195,w$1,81
196,ao,81
197,f$1,82
198,au,82
199,t$0$0,83
200,q,83
201,c$0$1,83
202,b,83
203,f$1,84
204,au,84
205,w$1,85
206,ao,85
207,c$0$0$0,86
208,as$0,86
209,w$1,87
210,ao,87
211,q,88
212,t$0$0,88
213,c$0$1,88
214,b,88
215,c$0$0$0,89
216,as$0,89
217,w$1,90
218,ao,90
219,q,91
220,b,91
221,t$0$0,91
222,c$0$1,91
223,c$0$1,92
224,t$0$0,92
225,q,92
226,b,92
227,c$0$1,93
228,q,93
229,t$0$0,93
230,b,93
231,f$1,94
232,au,94
233,q,95
234,b,95
235,t$0$0,95
236,c$0$1,96
237,b,96
238,q,96
239,t$0$0,96
240,w$1,97
241,ao,97
242,f$1,98
243,au,98
244,c$0$0$0,99
245,as$0,99
246,b,100
247,q,100
248,t$0$0,100
249,c$0$1,100
250,f$1,101
251,au,101
252,b,102
253,q,102
254,t$0$0,102
255,c$0$1,102
256,w$1,103
257,ao,103
258,f$1,104
259,au,104
260,w$1,105
261,ao,105
262,f$1,106
263,au,106
264,f$1,107
265,au,107
266,f$1,108
267,au,108
268,f$1,109
269,au,109
270,c$0$1,110
271,t$0$0,110
272,b,110
273,q,110
274,c$0$0$0,111
