case,event
0,a
0,e
0,c
0,m
0,y
0,n
0,ac
0,ai
1,a
1,e
1,c
1,o
1,ae
1,k
1,u
1,aj
1,z
1,w
1,g
1,ab
1,v
1,ad
2,a
2,e
2,c
2,o
2,u
2,k
2,ae
2,aj
2,z
2,g
2,ab
2,j
2,aa
2,l
3,a
3,e
3,c
3,o
3,ae
3,k
3,u
3,aj
3,z
3,g
3,j
3,ab
3,aa
3,l
4,a
4,e
4,c
4,ah
5,a
5,e
5,c
5,o
5,u
5,ae
5,k
5,aj
5,z
5,j
5,g
5,ab
5,aa
5,l
7,a
7,e
7,c
7,ah
8,a
8,e
8,c
8,o
8,u
8,ae
8,k
8,aj
8,z
8,g
8,w
8,ab
8,v
8,ad
9,a
9,e
9,c
9,ah
10,a
10,e
10,c
10,f
10,k
10,aj
10,z
10,ae
10,u
10,g
10,w
10,ab
10,v
10,ad
11,a
11,e
11,c
11,f
11,k
11,aj
11,u
11,ae
11,z
11,g
11,ab
11,w
11,v
11,ad
12,a
12,e
12,c
12,m
12,y
12,n
12,ac
12,ai
13,a
13,e
13,c
13,m
13,y
13,n
13,ac
13,ai
14,a
14,e
14,c
14,d
14,q
14,i
14,ak
16,a
16,e
16,c
16,f
16,k
16,aj
16,ae
16,u
16,z
16,g
16,j
16,aa
16,ab
16,l
17,a
17,e
17,c
17,b
18,a
18,e
18,c
18,b
19,a
19,e
19,c
19,f
19,k
19,aj
19,ae
19,u
19,z
19,w
19,g
19,v
19,ad
19,ab
20,a
20,e
20,c
20,m
20,y
20,n
20,i
20,ak
21,a
21,e
21,c
21,f
21,ae
21,k
21,u
21,aj
21,z
21,j
21,g
21,ab
21,aa
21,l
22,a
22,e
22,c
22,m
22,y
22,n
22,ac
22,ai
23,a
23,e
23,c
23,m
23,y
23,n
23,i
23,ak
24,a
24,e
24,c
24,b
25,a
25,e
25,c
25,m
25,y
25,n
25,i
25,ak
26,a
26,e
26,c
26,f
26,ae
26,u
26,k
26,aj
26,z
26,g
26,ab
26,w
26,v
26,ad
27,a
27,e
27,c
27,m
27,y
27,n
27,ac
27,ai
28,a
28,e
28,c
28,b
29,a
29,e
29,c
29,m
29,y
29,n
29,ac
29,ai
30,a
30,e
30,c
30,o
30,u
30,ae
30,k
30,aj
30,z
30,w
30,v
30,ad
30,g
30,ab
31,a
31,e
31,c
31,f
31,u
31,k
31,aj
31,ae
31,z
31,j
31,aa
31,g
31,l
31,ab
32,a
32,e
32,c
32,ah
33,a
33,e
33,c
33,o
33,k
33,ae
33,u
33,aj
33,z
33,j
33,g
33,aa
33,l
33,ab
34,a
34,e
34,c
34,m
34,y
34,n
34,ac
34,ai
35,a
35,e
35,c
35,h
35,ap
35,af
35,s
35,g
35,j
35,ab
35,aa
35,l
36,a
36,e
36,c
36,m
36,y
36,n
36,i
36,ak
37,a
37,e
37,c
37,m
37,y
37,n
37,ac
37,ai
38,a
38,e
38,c
38,m
38,y
38,n
38,i
38,ak
39,a
39,e
39,c
39,d
39,q
39,i
39,ak
40,a
40,e
40,c
40,f
40,ae
40,k
40,u
40,aj
40,z
40,w
40,g
40,v
40,ab
40,ad
42,a
42,e
42,c
42,m
42,y
42,n
42,ac
42,ai
43,a
43,e
43,c
43,d
43,q
43,i
43,ak
44,a
44,e
44,c
44,m
44,y
44,n
44,i
44,ak
45,a
45,e
45,c
45,o
45,ae
45,u
45,k
45,aj
45,z
45,j
45,g
45,aa
45,ab
45,p
45,t
45,an
47,a
47,e
47,c
47,f
47,ae
47,u
47,k
47,aj
47,z
47,g
47,ab
47,w
47,v
47,ad
48,a
48,e
48,c
48,o
48,ae
48,u
48,k
48,aj
48,z
48,g
48,ab
48,j
48,aa
48,l
49,a
49,e
49,c
49,m
49,y
49,n
49,i
49,ak
50,a
50,e
50,c
50,m
50,y
50,n
50,i
50,ak
51,a
51,e
51,c
51,ah
52,a
52,e
52,c
52,o
52,ae
52,k
52,u
52,aj
52,z
52,w
52,g
52,v
52,ab
53,a
53,e
53,c
53,f
53,u
53,k
53,ae
53,aj
53,z
53,w
53,g
53,v
53,ad
53,ab
54,a
54,e
54,c
54,b
55,a
55,e
55,c
55,ah
56,a
56,e
56,c
56,f
56,k
56,u
56,ae
56,aj
56,z
56,g
56,j
56,aa
56,ab
56,l
57,a
57,e
57,c
57,m
57,y
57,n
57,i
57,ak
58,a
58,e
58,c
58,m
58,y
58,n
58,i
58,ak
59,a
59,e
59,c
59,b
60,a
60,e
60,c
60,h
60,ag
60,aq
60,af
60,s
60,g
60,ab
60,j
60,aa
60,l
61,a
61,e
61,c
61,b
62,a
62,e
62,c
62,o
62,ae
62,k
62,aj
62,u
62,z
62,w
62,v
62,g
62,ad
62,ab
63,a
63,e
63,c
63,b
64,a
64,e
64,c
64,m
64,y
64,n
64,ac
64,ai
65,a
65,e
65,c
65,m
65,y
65,n
65,i
65,ak
66,a
66,e
66,c
66,ah
67,a
67,e
67,c
67,o
67,k
67,u
67,ae
67,aj
67,z
67,g
67,ab
67,j
67,aa
67,l
68,a
68,e
68,c
68,h
68,ag
68,aq
68,af
68,s
68,g
68,j
68,ab
68,aa
68,am
68,ao
68,t
68,an
69,a
69,e
69,c
69,b
70,a
70,e
70,c
70,o
70,u
70,ae
70,k
70,aj
70,z
70,j
70,aa
70,g
70,l
70,ab
71,a
71,e
71,c
71,m
71,y
71,n
71,i
71,ak
72,a
72,e
72,c
72,m
72,y
72,n
72,i
72,ak
73,a
73,e
73,c
73,m
73,y
73,n
73,i
73,ak
74,a
74,e
74,c
74,h
74,ag
74,aq
74,af
74,s
74,j
74,g
74,ab
74,aa
74,ao
74,am
74,t
74,an
76,a
76,e
76,c
76,f
76,k
76,u
76,ae
76,aj
76,z
76,j
76,g
76,aa
76,ab
76,p
76,t
76,an
77,a
77,e
77,c
77,b
78,a
78,e
78,c
78,f
78,ae
78,k
78,aj
78,u
78,z
78,j
78,aa
78,g
78,p
78,t
78,ab
78,an
80,a
80,e
80,c
80,ah
81,a
81,e
81,c
81,ah
83,a
83,e
83,c
83,f
83,k
83,ae
83,u
83,aj
83,z
83,w
83,v
83,g
83,ab
84,a
84,e
84,c
84,o
84,ae
84,u
84,k
84,aj
84,z
84,w
