case,event,z_2,z_1,z_4,z_3,z_5
0,d,0.171158625,True,0.084402213,0.055110393,False
0,i,0.171158625,True,0.084402213,0.055110393,False
0,f,0.171158625,True,0.084402213,0.055110393,False
0,f,0.171158625,True,0.084402213,0.055110393,False
0,t,0.171158625,True,0.084402213,0.055110393,False
0,q,0.171158625,True,0.084402213,0.055110393,False
0,w,0.171158625,True,0.084402213,0.055110393,False
0,i,0.171158625,True,0.084402213,0.055110393,False
0,p,0.171158625,True,0.084402213,0.055110393,False
0,i,0.171158625,True,0.084402213,0.055110393,False
1,f,0.16113259900000002,False,0.169333768,0.85110305,True
1,b,0.16113259900000002,False,0.169333768,0.85110305,True
1,a,0.16113259900000002,False,0.169333768,0.85110305,True
1,t,0.16113259900000002,False,0.169333768,0.85110305,True
1,q,0.16113259900000002,False,0.169333768,0.85110305,True
1,f,0.16113259900000002,False,0.169333768,0.85110305,True
1,w,0.16113259900000002,False,0.169333768,0.85110305,True
1,i,0.16113259900000002,False,0.169333768,0.85110305,True
1,p,0.16113259900000002,False,0.169333768,0.85110305,True
2,ad,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,x,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,ap,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,j,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,m,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,o,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,r,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
2,l,0.6380587879999999,False,0.22854142800000002,0.18974423699999998,True
3,d,0.200893707,False,0.981181683,0.61297857,True
3,t,0.200893707,False,0.981181683,0.61297857,True
3,b,0.200893707,False,0.981181683,0.61297857,True
3,f,0.200893707,False,0.981181683,0.61297857,True
3,q,0.200893707,False,0.981181683,0.61297857,True
3,f,0.200893707,False,0.981181683,0.61297857,True
3,w,0.200893707,False,0.981181683,0.61297857,True
3,i,0.200893707,False,0.981181683,0.61297857,True
3,p,0.200893707,False,0.981181683,0.61297857,True
3,i,0.200893707,False,0.981181683,0.61297857,True
4,f,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,d,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,b,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,t,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,f,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,q,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,w,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,i,0.027338097000000002,True,0.015114903999999998,0.072093691,True
4,p,0.027338097000000002,True,0.015114903999999998,0.072093691,True
5,d,0.070004747,False,0.443585519,0.996061909,False
5,f,0.070004747,False,0.443585519,0.996061909,False
5,f,0.070004747,False,0.443585519,0.996061909,False
5,i,0.070004747,False,0.443585519,0.996061909,False
5,t,0.070004747,False,0.443585519,0.996061909,False
5,q,0.070004747,False,0.443585519,0.996061909,False
5,w,0.070004747,False,0.443585519,0.996061909,False
5,i,0.070004747,False,0.443585519,0.996061909,False
5,p,0.070004747,False,0.443585519,0.996061909,False
5,i,0.070004747,False,0.443585519,0.996061909,False
6,f,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,b,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,t,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,d,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,q,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,w,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,f,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,i,0.234380262,True,0.43848877399999997,0.5705723770000001,True
6,p,0.234380262,True,0.43848877399999997,0.5705723770000001,True
7,b,0.471460719,False,0.7779959670000001,0.312558121,True
7,a,0.471460719,False,0.7779959670000001,0.312558121,True
7,f,0.471460719,False,0.7779959670000001,0.312558121,True
7,t,0.471460719,False,0.7779959670000001,0.312558121,True
7,f,0.471460719,False,0.7779959670000001,0.312558121,True
7,q,0.471460719,False,0.7779959670000001,0.312558121,True
7,w,0.471460719,False,0.7779959670000001,0.312558121,True
7,i,0.471460719,False,0.7779959670000001,0.312558121,True
7,p,0.471460719,False,0.7779959670000001,0.312558121,True
9,t,0.17901288399999998,True,0.279359034,0.512525341,False
9,i,0.17901288399999998,True,0.279359034,0.512525341,False
9,d,0.17901288399999998,True,0.279359034,0.512525341,False
9,f,0.17901288399999998,True,0.279359034,0.512525341,False
9,q,0.17901288399999998,True,0.279359034,0.512525341,False
9,w,0.17901288399999998,True,0.279359034,0.512525341,False
9,f,0.17901288399999998,True,0.279359034,0.512525341,False
9,i,0.17901288399999998,True,0.279359034,0.512525341,False
9,p,0.17901288399999998,True,0.279359034,0.512525341,False
9,i,0.17901288399999998,True,0.279359034,0.512525341,False
10,k,0.876739261,False,0.615998271,0.089315209,False
10,t,0.876739261,False,0.615998271,0.089315209,False
10,i,0.876739261,False,0.615998271,0.089315209,False
10,q,0.876739261,False,0.615998271,0.089315209,False
10,x,0.876739261,False,0.615998271,0.089315209,False
10,ar,0.876739261,False,0.615998271,0.089315209,False
10,w,0.876739261,False,0.615998271,0.089315209,False
10,j,0.876739261,False,0.615998271,0.089315209,False
10,i,0.876739261,False,0.615998271,0.089315209,False
10,g,0.876739261,False,0.615998271,0.089315209,False
10,p,0.876739261,False,0.615998271,0.089315209,False
10,i,0.876739261,False,0.615998271,0.089315209,False
12,x,0.919478644,True,0.877213059,0.097077651,False
12,ad,0.919478644,True,0.877213059,0.097077651,False
12,i,0.919478644,True,0.877213059,0.097077651,False
12,u,0.919478644,True,0.877213059,0.097077651,False
12,t,0.919478644,True,0.877213059,0.097077651,False
12,ap,0.919478644,True,0.877213059,0.097077651,False
12,q,0.919478644,True,0.877213059,0.097077651,False
12,w,0.919478644,True,0.877213059,0.097077651,False
12,j,0.919478644,True,0.877213059,0.097077651,False
12,i,0.919478644,True,0.877213059,0.097077651,False
12,p,0.919478644,True,0.877213059,0.097077651,False
12,h,0.919478644,True,0.877213059,0.097077651,False
12,m,0.919478644,True,0.877213059,0.097077651,False
12,v,0.919478644,True,0.877213059,0.097077651,False
13,b,0.347144191,True,0.682981278,0.150131664,True
13,a,0.347144191,True,0.682981278,0.150131664,True
13,t,0.347144191,True,0.682981278,0.150131664,True
13,f,0.347144191,True,0.682981278,0.150131664,True
13,q,0.347144191,True,0.682981278,0.150131664,True
13,f,0.347144191,True,0.682981278,0.150131664,True
13,w,0.347144191,True,0.682981278,0.150131664,True
13,i,0.347144191,True,0.682981278,0.150131664,True
13,p,0.347144191,True,0.682981278,0.150131664,True
14,t,0.915781098,False,0.85130263,0.150744519,False
14,i,0.915781098,False,0.85130263,0.150744519,False
14,k,0.915781098,False,0.85130263,0.150744519,False
14,x,0.915781098,False,0.85130263,0.150744519,False
14,q,0.915781098,False,0.85130263,0.150744519,False
14,ar,0.915781098,False,0.85130263,0.150744519,False
14,w,0.915781098,False,0.85130263,0.150744519,False
14,j,0.915781098,False,0.85130263,0.150744519,False
14,i,0.915781098,False,0.85130263,0.150744519,False
14,p,0.915781098,False,0.85130263,0.150744519,False
14,g,0.915781098,False,0.85130263,0.150744519,False
14,h,0.915781098,False,0.85130263,0.150744519,False
15,x,0.76306376,True,0.43091221799999996,0.263143881,True
15,ad,0.76306376,True,0.43091221799999996,0.263143881,True
15,c,0.76306376,True,0.43091221799999996,0.263143881,True
15,ap,0.76306376,True,0.43091221799999996,0.263143881,True
15,j,0.76306376,True,0.43091221799999996,0.263143881,True
15,m,0.76306376,True,0.43091221799999996,0.263143881,True
15,o,0.76306376,True,0.43091221799999996,0.263143881,True
15,r,0.76306376,True,0.43091221799999996,0.263143881,True
15,l,0.76306376,True,0.43091221799999996,0.263143881,True
16,f,0.29394026,True,0.41238183799999995,0.82876647,True
16,c,0.29394026,True,0.41238183799999995,0.82876647,True
16,d,0.29394026,True,0.41238183799999995,0.82876647,True
16,f,0.29394026,True,0.41238183799999995,0.82876647,True
17,i,0.929038783,True,0.21269834,0.928365883,False
17,f,0.929038783,True,0.21269834,0.928365883,False
17,t,0.929038783,True,0.21269834,0.928365883,False
17,a,0.929038783,True,0.21269834,0.928365883,False
17,q,0.929038783,True,0.21269834,0.928365883,False
17,f,0.929038783,True,0.21269834,0.928365883,False
17,w,0.929038783,True,0.21269834,0.928365883,False
17,i,0.929038783,True,0.21269834,0.928365883,False
17,p,0.929038783,True,0.21269834,0.928365883,False
17,i,0.929038783,True,0.21269834,0.928365883,False
18,t,0.978523758,False,0.34471420700000005,0.982744397,True
18,a,0.978523758,False,0.34471420700000005,0.982744397,True
18,f,0.978523758,False,0.34471420700000005,0.982744397,True
18,b,0.978523758,False,0.34471420700000005,0.982744397,True
18,f,0.978523758,False,0.34471420700000005,0.982744397,True
18,q,0.978523758,False,0.34471420700000005,0.982744397,True
18,w,0.978523758,False,0.34471420700000005,0.982744397,True
18,i,0.978523758,False,0.34471420700000005,0.982744397,True
18,p,0.978523758,False,0.34471420700000005,0.982744397,True
19,d,0.160572321,False,0.41948002700000003,0.646465784,True
19,f,0.160572321,False,0.41948002700000003,0.646465784,True
19,t,0.160572321,False,0.41948002700000003,0.646465784,True
19,f,0.160572321,False,0.41948002700000003,0.646465784,True
19,b,0.160572321,False,0.41948002700000003,0.646465784,True
19,q,0.160572321,False,0.41948002700000003,0.646465784,True
19,w,0.160572321,False,0.41948002700000003,0.646465784,True
19,i,0.160572321,False,0.41948002700000003,0.646465784,True
19,p,0.160572321,False,0.41948002700000003,0.646465784,True
21,k,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,x,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,t,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,i,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,ar,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,q,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,w,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,j,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,m,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,i,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,p,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,h,0.7969614279999999,True,0.889583378,0.15296729999999997,False
21,g,0.7969614279999999,True,0.889583378,0.15296729999999997,False
22,d,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,t,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,i,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,f,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,f,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,q,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,w,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,i,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,p,0.7550166629999999,False,0.606830867,0.48536567399999997,False
22,i,0.7550166629999999,False,0.606830867,0.48536567399999997,False
24,d,0.9028421870000001,True,0.713622773,0.371264305,False
24,i,0.9028421870000001,True,0.713622773,0.371264305,False
24,t,0.9028421870000001,True,0.713622773,0.371264305,False
24,q,0.9028421870000001,True,0.713622773,0.371264305,False
24,f,0.9028421870000001,True,0.713622773,0.371264305,False
24,w,0.9028421870000001,True,0.713622773,0.371264305,False
24,f,0.9028421870000001,True,0.713622773,0.371264305,False
24,i,0.9028421870000001,True,0.713622773,0.371264305,False
24,p,0.9028421870000001,True,0.713622773,0.371264305,False
24,i,0.9028421870000001,True,0.713622773,0.371264305,False
25,a,0.060734277,True,0.000741,0.071889646,False
25,f,0.060734277,True,0.000741,0.071889646,False
25,f,0.060734277,True,0.000741,0.071889646,False
25,i,0.060734277,True,0.000741,0.071889646,False
25,t,0.060734277,True,0.000741,0.071889646,False
25,q,0.060734277,True,0.000741,0.071889646,False
25,w,0.060734277,True,0.000741,0.071889646,False
25,i,0.060734277,True,0.000741,0.071889646,False
25,p,0.060734277,True,0.000741,0.071889646,False
25,i,0.060734277,True,0.000741,0.071889646,False
26,t,0.9871499340000001,False,0.498511262,0.185538371,False
26,k,0.9871499340000001,False,0.498511262,0.185538371,False
26,i,0.9871499340000001,False,0.498511262,0.185538371,False
26,ar,0.9871499340000001,False,0.498511262,0.185538371,False
26,q,0.9871499340000001,False,0.498511262,0.185538371,False
26,x,0.9871499340000001,False,0.498511262,0.185538371,False
26,w,0.9871499340000001,False,0.498511262,0.185538371,False
26,j,0.9871499340000001,False,0.498511262,0.185538371,False
26,g,0.9871499340000001,False,0.498511262,0.185538371,False
26,i,0.9871499340000001,False,0.498511262,0.185538371,False
26,p,0.9871499340000001,False,0.498511262,0.185538371,False
26,i,0.9871499340000001,False,0.498511262,0.185538371,False
30,b,0.311469559,False,0.045637769,0.948886798,True
30,t,0.311469559,False,0.045637769,0.948886798,True
30,d,0.311469559,False,0.045637769,0.948886798,True
30,f,0.311469559,False,0.045637769,0.948886798,True
30,f,0.311469559,False,0.045637769,0.948886798,True
30,q,0.311469559,False,0.045637769,0.948886798,True
30,w,0.311469559,False,0.045637769,0.948886798,True
30,i,0.311469559,False,0.045637769,0.948886798,True
30,p,0.311469559,False,0.045637769,0.948886798,True
31,b,0.724867079,False,0.5602557539999999,0.907334188,True
31,d,0.724867079,False,0.5602557539999999,0.907334188,True
31,t,0.724867079,False,0.5602557539999999,0.907334188,True
31,f,0.724867079,False,0.5602557539999999,0.907334188,True
31,q,0.724867079,False,0.5602557539999999,0.907334188,True
31,f,0.724867079,False,0.5602557539999999,0.907334188,True
31,w,0.724867079,False,0.5602557539999999,0.907334188,True
31,i,0.724867079,False,0.5602557539999999,0.907334188,True
31,p,0.724867079,False,0.5602557539999999,0.907334188,True
32,ad,0.554917506,False,0.919695202,0.18266957,True
32,b,0.554917506,False,0.919695202,0.18266957,True
32,u,0.554917506,False,0.919695202,0.18266957,True
32,x,0.554917506,False,0.919695202,0.18266957,True
32,t,0.554917506,False,0.919695202,0.18266957,True
32,q,0.554917506,False,0.919695202,0.18266957,True
32,ap,0.554917506,False,0.919695202,0.18266957,True
32,j,0.554917506,False,0.919695202,0.18266957,True
32,w,0.554917506,False,0.919695202,0.18266957,True
32,v,0.554917506,False,0.919695202,0.18266957,True
32,i,0.554917506,False,0.919695202,0.18266957,True
32,p,0.554917506,False,0.919695202,0.18266957,True
32,i,0.554917506,False,0.919695202,0.18266957,True
33,t,0.593220435,True,0.8068540190000001,0.862319692,False
33,f,0.593220435,True,0.8068540190000001,0.862319692,False
33,d,0.593220435,True,0.8068540190000001,0.862319692,False
33,i,0.593220435,True,0.8068540190000001,0.862319692,False
33,q,0.593220435,True,0.8068540190000001,0.862319692,False
33,w,0.593220435,True,0.8068540190000001,0.862319692,False
33,f,0.593220435,True,0.8068540190000001,0.862319692,False
33,i,0.593220435,True,0.8068540190000001,0.862319692,False
33,p,0.593220435,True,0.8068540190000001,0.862319692,False
33,h,0.593220435,True,0.8068540190000001,0.862319692,False
34,ad,0.511831456,True,0.779009657,0.26005764800000003,False
34,t,0.511831456,True,0.779009657,0.26005764800000003,False
34,x,0.511831456,True,0.779009657,0.26005764800000003,False
34,ao,0.511831456,True,0.779009657,0.26005764800000003,False
34,i,0.511831456,True,0.779009657,0.26005764800000003,False
34,ap,0.511831456,True,0.779009657,0.26005764800000003,False
34,q,0.511831456,True,0.779009657,0.26005764800000003,False
34,w,0.511831456,True,0.779009657,0.26005764800000003,False
34,j,0.511831456,True,0.779009657,0.26005764800000003,False
34,i,0.511831456,True,0.779009657,0.26005764800000003,False
34,v,0.511831456,True,0.779009657,0.26005764800000003,False
34,p,0.511831456,True,0.779009657,0.26005764800000003,False
34,h,0.511831456,True,0.779009657,0.26005764800000003,False
35,t,0.647147296,False,0.29363887699999996,0.846675117,True
35,f,0.647147296,False,0.29363887699999996,0.846675117,True
35,b,0.647147296,False,0.29363887699999996,0.846675117,True
35,q,0.647147296,False,0.29363887699999996,0.846675117,True
35,d,0.647147296,False,0.29363887699999996,0.846675117,True
35,f,0.647147296,False,0.29363887699999996,0.846675117,True
35,w,0.647147296,False,0.29363887699999996,0.846675117,True
35,i,0.647147296,False,0.29363887699999996,0.846675117,True
35,p,0.647147296,False,0.29363887699999996,0.846675117,True
36,b,0.356210249,True,0.608890904,0.229639167,True
36,t,0.356210249,True,0.608890904,0.229639167,True
36,q,0.356210249,True,0.608890904,0.229639167,True
36,w,0.356210249,True,0.608890904,0.229639167,True
36,f,0.356210249,True,0.608890904,0.229639167,True
36,a,0.356210249,True,0.608890904,0.229639167,True
36,i,0.356210249,True,0.608890904,0.229639167,True
36,p,0.356210249,True,0.608890904,0.229639167,True
36,f,0.356210249,True,0.608890904,0.229639167,True
37,t,0.16185785,True,0.314256535,0.155841196,True
37,f,0.16185785,True,0.314256535,0.155841196,True
37,d,0.16185785,True,0.314256535,0.155841196,True
37,f,0.16185785,True,0.314256535,0.155841196,True
37,b,0.16185785,True,0.314256535,0.155841196,True
37,q,0.16185785,True,0.314256535,0.155841196,True
37,w,0.16185785,True,0.314256535,0.155841196,True
37,i,0.16185785,True,0.314256535,0.155841196,True
37,p,0.16185785,True,0.314256535,0.155841196,True
38,i,0.766824,True,0.323325763,0.866722843,False
38,d,0.766824,True,0.323325763,0.866722843,False
38,t,0.766824,True,0.323325763,0.866722843,False
38,q,0.766824,True,0.323325763,0.866722843,False
38,f,0.766824,True,0.323325763,0.866722843,False
38,f,0.766824,True,0.323325763,0.866722843,False
38,w,0.766824,True,0.323325763,0.866722843,False
